source,actual_load_g,row,column,raw_adc,common_valid,status,quality_flags,linear_g,gamma_g,fit_g
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,1,732.0,True,ok,FULL_UNSTABLE,3182.0165866433867,820.162188764702,546.6890756302521
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,2,846.5,True,ok,FULL_UNSTABLE,3651.273198100993,1421.894269682141,570.9859154929577
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,3,894.0,True,ok,FULL_UNSTABLE,3842.832469775475,1744.599699562633,615.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,4,864.0,True,ok,FULL_UNSTABLE,3740.7729049066434,1566.517901833965,564.3049645390071
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,5,855.0,True,ok,FULL_UNSTABLE,3683.9826839826837,1473.534497556162,690.2888888888889
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,6,882.5,True,ok,FULL_UNSTABLE,3795.572916666667,1660.3488406241174,743.3688524590164
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,7,1017.5,True,ok,FULL_UNSTABLE,4335.470085470086,2826.4074087603776,769.875
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,8,1245.0,True,ok,FULL_UNSTABLE,5000.0,5000.0,2763.5085714285565
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,9,1170.5,True,ok,FULL_UNSTABLE,4946.853741496599,4790.780441493442,764.2380952380952
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,10,1182.0,True,ok,FULL_UNSTABLE,4964.059196617336,4857.779461239973,1179.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,11,1014.0,True,ok,FULL_UNSTABLE,4327.749140893471,2806.327178670833,634.6153846153846
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,12,977.0,True,ok,FULL_UNSTABLE,4194.805194805194,2477.0637034787396,722.2857142857143
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,13,956.0,True,ok,FULL_UNSTABLE,4159.755565255347,2395.3072709393814,1025.203007518797
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,14,890.5,True,ok,FULL_UNSTABLE,3843.315972222222,1745.4778824546702,727.0340909090909
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,15,953.0,True,ok,FULL_UNSTABLE,4105.445116681072,2272.6417969889962,792.8965517241379
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,1,16,757.0,True,ok,FULL_UNSTABLE,3343.6944937833036,999.9915888705054,787.2903225806451
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,1,966.0,True,ok,,3371.7277486911,1033.9510710806924,475.9181034482759
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,2,1100.0,True,ok,FULL_UNSTABLE,3858.350951374207,1772.9516787921423,504.3489932885906
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,3,1170.0,True,ok,,4083.2750174947514,2223.9474107446604,516.6119402985074
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,4,1197.0,True,ok,FULL_UNSTABLE,4195.652173913044,2479.064899353562,369.2018779342723
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,5,1082.0,True,ok,,3590.448013524937,1329.4884191316637,622.5
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,6,1115.0,True,ok,,3620.996441281139,1375.3156310488625,728.5223880597015
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,7,1238.0,True,ok,FULL_UNSTABLE,4217.970049916806,2532.234687715991,757.8275862068965
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,8,1461.0,True,ok,,5000.0,5000.0,3466.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,9,1424.0,True,ok,FULL_UNSTABLE,4923.458833264377,4700.7941206418,768.4878048780488
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,10,1406.0,True,ok,ZERO_UNSTABLE,4818.799546998867,4313.655223129532,686.72
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,11,1229.0,True,ok,,4126.912691269126,2320.5509661707324,577.5384615384615
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,12,1267.0,True,ok,,4160.931709899418,2398.01745217838,662.4615384615385
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,13,1242.0,True,ok,,4394.265232974911,2982.8750025820354,1044.8061224489795
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,14,1135.0,True,ok,,3699.4485294117644,1498.4351233527645,674.0666666666666
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,15,1248.0,True,ok,,4153.9923954372625,2382.0604343278815,815.1612903225806
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,2,16,1036.0,True,ok,,3526.7857142857147,1237.6740315416268,799.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,1,966.0,True,ok,,3370.6293706293704,1032.6044447299694,476.7844827586207
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,2,1101.0,True,ok,,3863.7967537050104,1782.9824977884296,505.8783783783784
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,3,1170.0,True,ok,,4081.0621942697417,2219.1304894921673,517.8571428571429
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,4,1198.0,True,ok,,4195.652173913044,2479.064899353562,369.7129186602871
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,5,1082.0,True,ok,,3594.936708860759,1336.1492801003412,622.2988505747127
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,6,1107.0,True,ok,,3590.4846598488216,1329.5426982733675,726.2954545454545
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,7,1239.0,True,ok,,4215.116279069768,2525.388658050367,755.9661016949152
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,8,1459.0,True,ok,,5000.0,5000.0,4000.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,9,1419.0,True,ok,,4910.973084886128,4653.290894623159,761.3333333333334
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,10,1407.0,True,ok,ZERO_UNSTABLE,4829.157175398634,4350.862411906544,686.9285714285714
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,11,1227.0,True,ok,,4107.222969941678,2276.5810033996363,570.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,12,1263.0,True,ok,,4139.213602550479,2348.341977313067,635.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,13,1242.0,True,ok,,4391.117478510028,2974.337262072007,1044.0443686006827
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,14,1135.0,True,ok,,3687.471317117944,1479.124022125767,670.8846153846154
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_697g_20260907_090848_365874\view_distribution_capture.json,697.0,3,15,1247.0,True,ok,,4162.702188392007,2402.1014883228668,808.8571428571429
