source,actual_load_g,row,column,raw_adc,common_valid,status,quality_flags,linear_g,gamma_g,fit_g
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,1,232.0,True,ok,FULL_UNSTABLE,1562.287270251872,47.6577531361959,1356.9837398373984
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,2,783.0,True,ok,,3211.198023878139,850.6645575138496,1251.5
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,3,484.5,True,ok,,2457.627118644068,291.84613712507206,1280.5
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,4,539.0,True,ok,,2537.603105288695,331.73002034137374,1551.7279151943462
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,5,700.0,True,ok,,3093.3333333333335,732.48185862321,1706.2558139534883
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,6,526.0,True,ok,,2156.6975568660487,173.0800342315775,1462.3103448275863
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,7,796.0,True,ok,,2740.8477842003854,451.4707889677598,1609.923076923077
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,8,1008.0,True,ok,,3406.690140845071,1077.508045370039,1703.5882352941176
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,9,1047.0,True,ok,,3553.5900104058273,1275.731468429539,1790.3170731707316
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,10,830.0,True,ok,,3460.222412318221,1146.848487445426,1789.7796610169491
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,11,908.0,True,ok,,3502.7152831652443,1204.2297059297418,1693.5263157894738
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,12,946.0,True,ok,,3688.5245901639346,1480.814708185657,1466.695652173913
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,13,679.0,True,ok,,2875.3180661577608,546.8063626994453,1816.252427184466
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,14,1008.0,True,ok,,3837.6524390243903,1735.2120158880791,1584.7857142857142
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,15,872.0,True,ok,,3460.3174603174602,1146.9745026347744,1243.4347826086957
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,1,16,963.0,True,ok,,3817.460317460317,1698.979395714875,1652.3181818181818
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,1,248.0,True,ok,FULL_UNSTABLE,1616.2943495400789,54.597380406608806,1351.421052631579
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,2,882.0,True,ok,,3517.6282051282055,1224.8692348738637,1249.842105263158
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,3,530.0,True,ok,,2603.698150924538,367.6652003226985,1248.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,4,600.5,True,ok,,2730.952380952381,444.98615311547155,1515.8358208955224
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,5,782.0,True,ok,,3369.4709453599307,1031.185625363595,1629.6666666666667
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,6,580.0,True,ok,,2311.827956989247,228.51358958316277,1432.5
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,7,893.0,True,ok,,2780.777537796976,478.36012838507617,1494.9565217391305
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR2\evaluation\view_distribution\load_1969g_20260907_102032_192980\view_distribution_capture.json,1969.0,2,8,1144.0,True,ok,,3941.2897016361885,1930.382719369708,1704.4285714285716
