source,actual_load_g,row,column,raw_adc,common_valid,status,quality_flags,linear_g,gamma_g,fit_g
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,1,1045.0,True,ok,FULL_UNSTABLE,4548.232213007421,3423.4225425939826,1047.6
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,2,1033.0,True,ok,FULL_UNSTABLE,4456.19335347432,3154.613032354262,1058.423076923077
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,3,1061.0,True,ok,FULL_UNSTABLE,4563.903281519862,3470.8489679401223,1125.6153846153845
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,4,1027.0,True,ok,FULL_UNSTABLE,4448.5453755970475,3133.0122003546744,1031.063829787234
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,5,1041.0,True,ok,FULL_UNSTABLE,4489.177489177489,3249.055223207898,1198.9310344827586
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,6,1085.0,True,ok,FULL_UNSTABLE,4674.479166666667,3819.644120234399,1326.8275862068965
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,7,1147.5,True,ok,FULL_UNSTABLE,4891.025641025641,4578.147126955581,1443.2781954887218
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,8,1231.0,True,ok,FULL_UNSTABLE,5000.0,5000.0,885.2428991185106
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,9,1207.0,True,ok,FULL_UNSTABLE,5000.0,5000.0,1382.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,10,1199.0,True,ok,FULL_UNSTABLE,5000.0,5000.0,1354.2222222222222
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,11,1108.0,True,ok,FULL_UNSTABLE,4731.529209621993,4009.554204689491,1164.04
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,12,1087.0,True,ok,FULL_UNSTABLE,4670.995670995671,3808.271004873579,1164.4285714285713
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,13,1085.0,True,ok,FULL_UNSTABLE,4722.828459188127,3980.1429768613343,1469.2881355932204
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,14,1056.0,True,ok,FULL_UNSTABLE,4561.631944444444,3463.9447157575964,1297.9509202453987
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,15,1084.0,True,ok,FULL_UNSTABLE,4671.564390665514,3810.1260562310013,1362.6201550387598
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,1,16,1001.0,True,ok,FULL_UNSTABLE,4427.175843694494,3073.2442343351645,1603.8446601941748
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,1,1356.0,True,ok,,4732.984293193717,4014.488700953876,765.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,2,1308.0,True,ok,FULL_UNSTABLE,4591.261451726568,3554.8238506946873,905.2222222222222
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,3,1338.0,True,ok,,4671.09867039888,3808.60691836418,897.3333333333334
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,4,1320.0,True,ok,FULL_UNSTABLE,4641.304347826087,3712.3607960636573,646.9599999999988
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,5,1297.5,True,ok,,4501.267962806424,3284.198942550352,1133.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,6,1346.0,True,ok,,4648.576512455516,3735.6821839612244,1371.8373983739837
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,7,1410.0,True,ok,FULL_UNSTABLE,4933.444259567388,4739.045623988255,1607.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,8,1463.5,True,ok,,5000.0,5000.0,3466.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,9,1468.0,True,ok,FULL_UNSTABLE,5000.0,5000.0,3466.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,10,1450.0,True,ok,ZERO_UNSTABLE,5000.0,5000.0,2290.0000000000177
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,11,1344.0,True,ok,,4644.464446444645,3722.4815828487017,984.875
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,12,1366.0,True,ok,,4685.018528321863,3854.20879497792,1145.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,13,1373.0,True,ok,,4863.799283154122,4477.056390376776,1701.00826446281
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,14,1326.0,True,ok,,4577.205882352941,3511.492753999146,1444.5
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,15,1377.0,True,ok,,4767.110266159696,4131.528730270447,1686.0540540540542
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,2,16,1312.0,True,ok,,4598.214285714285,3576.4059807945414,1960.8648648648648
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,1,1353.0,True,ok,,4723.776223776224,3983.3388365100027,764.551724137931
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,2,1307.0,True,ok,,4590.684544812985,3553.0374867727123,901.8846153846154
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,3,1337.0,True,ok,,4664.570230607967,3787.359511770518,886.3255813953489
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,4,1317.0,True,ok,,4626.811594202899,3666.2092412411466,558.9285714285735
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,5,1303.0,True,ok,,4527.426160337553,3361.2087915932475,1161.1904761904761
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,6,1334.0,True,ok,,4599.822143174744,3581.4108522260494,1302.3125
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,7,1410.0,True,ok,,4925.249169435216,4707.635322047828,1602.2898550724638
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,8,1467.0,True,ok,,5000.0,5000.0,4000.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,9,1465.0,True,ok,,5000.0,5000.0,3466.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,10,1454.0,True,ok,ZERO_UNSTABLE,5000.0,5000.0,3466.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,11,1338.5,True,ok,,4607.447285778376,3605.2176408077885,953.2058823529412
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,12,1365.0,True,ok,,4681.190223166844,3841.6265507433163,1152.157894736842
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_1249g_20260907_091024_012399\view_distribution_capture.json,1249.0,3,13,1374.0,True,ok,,4863.896848137536,4477.4156297699055,1683.0708661417323
