actual_load_g,method,metric,unit,mean,sd,n_captures
1107.0,GAMMA,mad,g,863.7232575807109,,1
1107.0,GAMMA,variance,g^2,1541308.7731613184,,1
1107.0,GAMMA,iqr,g,1750.0230418944375,,1
1107.0,GAMMA,mean_estimate_absolute_percentage_error,%,68.95479711974701,,1
1107.0,FIT_PRESS,mean,g,1031.0266828788986,,1
1107.0,FIT_PRESS,bias_g,g,-75.97331712110142,,1
1107.0,FIT_PRESS,mae_g,g,225.74247155625986,,1
1107.0,FIT_PRESS,rmse_g,g,418.56036696367926,,1
1107.0,FIT_PRESS,std,g,411.6076236883695,,1
1107.0,FIT_PRESS,cv_percent,%,39.92211167018999,,1
1107.0,FIT_PRESS,mad,g,102.29786036036046,,1
1107.0,FIT_PRESS,variance,g^2,169420.83587838637,,1
1107.0,FIT_PRESS,iqr,g,214.70745257452575,,1
1107.0,FIT_PRESS,mean_estimate_absolute_percentage_error,%,6.862991609855593,,1
1179.0,LINEAR,mean,g,3771.5758523314626,,1
1179.0,LINEAR,bias_g,g,2592.5758523314626,,1
1179.0,LINEAR,mae_g,g,2614.6500029648996,,1
1179.0,LINEAR,rmse_g,g,2729.4070809907807,,1
1179.0,LINEAR,std,g,853.3542427798692,,1
1179.0,LINEAR,cv_percent,%,22.625933461005538,,1
1179.0,LINEAR,mad,g,436.34259331549947,,1
1179.0,LINEAR,variance,g^2,728213.4636704039,,1
1179.0,LINEAR,iqr,g,886.371345294785,,1
1179.0,LINEAR,mean_estimate_absolute_percentage_error,%,219.8961706812097,,1
1179.0,GAMMA,mean,g,2035.8152973155204,,1
1179.0,GAMMA,bias_g,g,856.8152973155202,,1
1179.0,GAMMA,mae_g,g,1199.185085849981,,1
1179.0,GAMMA,rmse_g,g,1514.0942031333475,,1
1179.0,GAMMA,std,g,1248.338416555432,,1
1179.0,GAMMA,cv_percent,%,61.31884450428897,,1
1179.0,GAMMA,mad,g,860.8112307324366,,1
1179.0,GAMMA,variance,g^2,1558348.8022481236,,1
1179.0,GAMMA,iqr,g,1711.8703121348062,,1
1179.0,GAMMA,mean_estimate_absolute_percentage_error,%,72.67305320742325,,1
1179.0,FIT_PRESS,mean,g,1099.5632722562334,,1
1179.0,FIT_PRESS,bias_g,g,-79.43672774376641,,1
1179.0,FIT_PRESS,mae_g,g,227.91850439348931,,1
1179.0,FIT_PRESS,rmse_g,g,414.44975917541325,,1
1179.0,FIT_PRESS,std,g,406.76579153847337,,1
1179.0,FIT_PRESS,cv_percent,%,36.99339563277846,,1
1179.0,FIT_PRESS,mad,g,88.07142857142867,,1
1179.0,FIT_PRESS,variance,g^2,165458.40916592078,,1
1179.0,FIT_PRESS,iqr,g,172.33298992673986,,1
1179.0,FIT_PRESS,mean_estimate_absolute_percentage_error,%,6.73763594094711,,1
1249.0,LINEAR,mean,g,3868.27464450752,,1
1249.0,LINEAR,bias_g,g,2619.27464450752,,1
1249.0,LINEAR,mae_g,g,2638.110492738399,,1
1249.0,LINEAR,rmse_g,g,2744.0557802262097,,1
1249.0,LINEAR,std,g,818.0724061064999,,1
1249.0,LINEAR,cv_percent,%,21.14825035156341,,1
1249.0,LINEAR,mad,g,401.4197596683566,,1
1249.0,LINEAR,variance,g^2,669242.461632878,,1
1249.0,LINEAR,iqr,g,825.549339632722,,1
1249.0,LINEAR,mean_estimate_absolute_percentage_error,%,209.70973935208326,,1
1249.0,GAMMA,mean,g,2191.846158029403,,1
1249.0,GAMMA,bias_g,g,942.8461580294024,,1
1249.0,GAMMA,mae_g,g,1270.6306207140026,,1
1249.0,GAMMA,rmse_g,g,1569.166619627355,,1
1249.0,GAMMA,std,g,1254.3225272799398,,1
1249.0,GAMMA,cv_percent,%,57.22675940028787,,1
1249.0,GAMMA,mad,g,848.7536243602681,,1
1249.0,GAMMA,variance,g^2,1573325.0024419352,,1
1249.0,GAMMA,iqr,g,1686.966665632449,,1
1249.0,GAMMA,mean_estimate_absolute_percentage_error,%,75.48808310883926,,1
1249.0,FIT_PRESS,mean,g,1179.0336184048788,,1
1249.0,FIT_PRESS,bias_g,g,-69.96638159512125,,1
1249.0,FIT_PRESS,mae_g,g,248.752639115998,,1
1249.0,FIT_PRESS,rmse_g,g,441.6071306427015,,1
1249.0,FIT_PRESS,std,g,436.0293147036859,,1
1249.0,FIT_PRESS,cv_percent,%,36.981923831280774,,1
1249.0,FIT_PRESS,mad,g,103.54047619047606,,1
1249.0,FIT_PRESS,variance,g^2,190121.56328096593,,1
1249.0,FIT_PRESS,iqr,g,195.64032200406973,,1
1249.0,FIT_PRESS,mean_estimate_absolute_percentage_error,%,5.601791961178643,,1
1319.0,LINEAR,mean,g,3940.0873310932416,,1
1319.0,LINEAR,bias_g,g,2621.087331093241,,1
1319.0,LINEAR,mae_g,g,2636.4165368582635,,1
1319.0,LINEAR,rmse_g,g,2733.965585886909,,1
1319.0,LINEAR,std,g,777.476062394503,,1
1319.0,LINEAR,cv_percent,%,19.732457609734745,,1
1319.0,LINEAR,mad,g,388.1992141366627,,1
1319.0,LINEAR,variance,g^2,604469.027596461,,1
1319.0,LINEAR,iqr,g,796.8603236959912,,1
1319.0,LINEAR,mean_estimate_absolute_percentage_error,%,198.71776581449893,,1
1319.0,GAMMA,mean,g,2305.36009296767,,1
1319.0,GAMMA,bias_g,g,986.36009296767,,1
1319.0,GAMMA,mae_g,g,1306.3034478191757,,1
1319.0,GAMMA,rmse_g,g,1592.3748748646192,,1
1319.0,GAMMA,std,g,1250.1005995922574,,1
1319.0,GAMMA,cv_percent,%,54.22582803465699,,1
1319.0,GAMMA,mad,g,855.8201248778037,,1
1319.0,GAMMA,variance,g^2,1562751.5091009215,,1
1319.0,GAMMA,iqr,g,1712.6757775318952,,1
1319.0,GAMMA,mean_estimate_absolute_percentage_error,%,74.78090166547915,,1
1319.0,FIT_PRESS,mean,g,1231.476103031791,,1
1319.0,FIT_PRESS,bias_g,g,-87.52389696820899,,1
1319.0,FIT_PRESS,mae_g,g,268.9079434623392,,1
1319.0,FIT_PRESS,rmse_g,g,445.5883578633682,,1
1319.0,FIT_PRESS,std,g,436.90794467813396,,1
1319.0,FIT_PRESS,cv_percent,%,35.47839406729073,,1
1319.0,FIT_PRESS,mad,g,108.03389830508468,,1
1319.0,FIT_PRESS,variance,g^2,190888.55212287136,,1
1319.0,FIT_PRESS,iqr,g,227.89393453145067,,1
1319.0,FIT_PRESS,mean_estimate_absolute_percentage_error,%,6.63562524398855,,1
1969.0,LINEAR,mean,g,4388.861538024414,,1
1969.0,LINEAR,bias_g,g,2419.861538024414,,1
1969.0,LINEAR,mae_g,g,2419.861538024414,,1
1969.0,LINEAR,rmse_g,g,2466.7708535451493,,1
1969.0,LINEAR,std,g,478.7782165992738,,1
1969.0,LINEAR,cv_percent,%,10.908938740746633,,1
1969.0,LINEAR,mad,g,240.45322343256612,,1
1969.0,LINEAR,variance,g^2,229228.5806899811,,1
1969.0,LINEAR,iqr,g,458.2780878323683,,1
1969.0,LINEAR,mean_estimate_absolute_percentage_error,%,122.89799583668939,,1
1969.0,GAMMA,mean,g,3158.192730836424,,1
1969.0,GAMMA,bias_g,g,1189.1927308364236,,1
1969.0,GAMMA,mae_g,g,1382.2134008279738,,1
1969.0,GAMMA,rmse_g,g,1616.9604583825137,,1
1969.0,GAMMA,std,g,1095.6193558432594,,1
1969.0,GAMMA,cv_percent,%,34.69133929496104,,1
1969.0,GAMMA,mad,g,728.6563038288264,,1
1969.0,GAMMA,variance,g^2,1200381.7728983988,,1
1969.0,GAMMA,iqr,g,1277.3287692041022,,1
1969.0,GAMMA,mean_estimate_absolute_percentage_error,%,60.39577099220028,,1
1969.0,FIT_PRESS,mean,g,1833.7847327507461,,1
1969.0,FIT_PRESS,bias_g,g,-135.2152672492539,,1
1969.0,FIT_PRESS,mae_g,g,385.23095053815814,,1
1969.0,FIT_PRESS,rmse_g,g,582.012704336085,,1
1969.0,FIT_PRESS,std,g,566.0879962614611,,1
1969.0,FIT_PRESS,cv_percent,%,30.869926341479992,,1
1969.0,FIT_PRESS,mad,g,107.94270833333348,,1
1969.0,FIT_PRESS,variance,g^2,320455.61951131595,,1
1969.0,FIT_PRESS,iqr,g,242.434916031257,,1
1969.0,FIT_PRESS,mean_estimate_absolute_percentage_error,%,6.86720504059187,,1
