run_id,combo,module_count,connected_module_ids,load,record_kind,measurement_scope,quality_class,included_no_reported_supply_contact_fault,post_repair_record,independent_repeat_of_original_condition,retest_of_run_id,source_path,source_sha256,source_main_V,source_min_V,source_max_V,module_id,source_column,module_main_V,module_min_V,module_max_V,source_to_module_drop_mV,drop_basis,measured_module_ids,measured_module_count,complete_voltage_record
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,M1+M2+M3,3,"M1,M2,M3",ZERO,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,c05ab0823c9d26dc0956d827927022f30b82f7edac55885308bafad9ce9cd911,3.276,3.276,3.277,M2,2,3.245,3.245,3.246,31.000,source_and_module_main_in_same_record,"M1,M2,M3",3,True
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,M1+M2+M3,3,"M1,M2,M3",ZERO,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,c05ab0823c9d26dc0956d827927022f30b82f7edac55885308bafad9ce9cd911,3.276,3.276,3.277,M3,3,3.249,3.248,3.249,27.000,source_and_module_main_in_same_record,"M1,M2,M3",3,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",MAX,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,5d646a643cf07a40cc5e0526dcee4cfde2e0bf50405af0e858298c54ba203102,3.273,3.273,3.273,M0,0,3.237,3.236,3.239,36.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",MAX,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,5d646a643cf07a40cc5e0526dcee4cfde2e0bf50405af0e858298c54ba203102,3.273,3.273,3.273,M1,1,3.245,3.244,3.245,28.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",MAX,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,5d646a643cf07a40cc5e0526dcee4cfde2e0bf50405af0e858298c54ba203102,3.273,3.273,3.273,M2,2,3.240,3.240,3.240,33.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",MAX,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,5d646a643cf07a40cc5e0526dcee4cfde2e0bf50405af0e858298c54ba203102,3.273,3.273,3.273,M3,3,3.242,3.240,3.242,31.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",ZERO,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,d4aac0c47b7db4f3eb9060d65d999e826499d6b3cdda5174650d9a2c04294c01,3.274,3.273,3.274,M0,0,3.240,3.240,3.240,34.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",ZERO,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,d4aac0c47b7db4f3eb9060d65d999e826499d6b3cdda5174650d9a2c04294c01,3.274,3.273,3.274,M1,1,3.245,3.244,3.245,29.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",ZERO,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,d4aac0c47b7db4f3eb9060d65d999e826499d6b3cdda5174650d9a2c04294c01,3.274,3.273,3.274,M2,2,3.243,3.243,3.243,31.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,M0+M1+M2+M3,4,"M0,M1,M2,M3",ZERO,ORIGINAL_FULL_RECORD,ORIGINAL_MULTIMODAL_RECORD,no_reported_supply_contact_fault,True,False,,,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,d4aac0c47b7db4f3eb9060d65d999e826499d6b3cdda5174650d9a2c04294c01,3.274,3.273,3.274,M3,3,3.248,3.248,3.249,26.000,source_and_module_main_in_same_record,"M0,M1,M2,M3",4,True
