mode,condition,actual_load_protocol,loading_relationship_between_modules,modules,N,target_hz,batch_id,load_layers,temporal_repeat_n,recorded_repeat_n,eligible_repeat_n,review_required_n,batch_n,recorded_batch_n,statistics_scope,statistics_basis,primary_matrix_selected_n,dynamic_analysis_selected_n,statistic_run_ids,review_required_run_ids,repeat_interpretation,main_packets_total,main_window_seconds_total,rate_Hz_mean,rate_Hz_sample_sd,rate_Hz_known_n,packet_Mbit_s_mean,packet_Mbit_s_sample_sd,packet_Mbit_s_known_n,raw_arrival_Mbit_s_mean,raw_arrival_Mbit_s_sample_sd,raw_arrival_Mbit_s_known_n,Lmean_B_mean,Lmean_B_sample_sd,Lmean_B_known_n,K_ESKD_mean,K_ESKD_sample_sd,K_ESKD_known_n,q_ESKF_mean,q_ESKF_sample_sd,q_ESKF_known_n,q_ESKF_pct_mean,q_ESKF_pct_sample_sd,q_ESKF_pct_known_n,equal_rate_FULL_saving_pct_mean,equal_rate_FULL_saving_pct_sample_sd,equal_rate_FULL_saving_pct_known_n
DELTA,large_area,repeated_press_release,,M1,1,200,BATCH_01a68db283d446ceb790e6516fb50a79,unspecified,3,3,3,0,1,1,complete_three_window_dynamic_batch,sample mean and SD across fixed main windows; CHECK retained in diagnostic statistics,0,3,20260907_051941_159689;20260907_052021_196300;20260907_052101_230925,,consecutive temporal windows in one setup; not independent assemblies,18039,90.00516689999495,200.42182902967136,0.04526208519753794,3,0.33772859868291444,0.016879463989746015,3,0.33772859868291444,0.016879463989746015,3,210.6373911320328,10.566960440802188,3,41.10495118994403,5.270197070617004,3,0.0050446348463588095,9.675247858494575e-05,3,0.504463484635881,0.009675247858494553,3,80.5685063531335,0.9748118487824878,3
