actual_load_g,record_count,LINEAR_unit,LINEAR_valid_count_min,LINEAR_valid_count_max,LINEAR_excluded_count_total,LINEAR_mean,LINEAR_mean_sd,LINEAR_mean_n,LINEAR_std,LINEAR_std_sd,LINEAR_std_n,LINEAR_cv_percent,LINEAR_cv_percent_sd,LINEAR_cv_percent_n,LINEAR_iqr,LINEAR_iqr_sd,LINEAR_iqr_n,LINEAR_mad,LINEAR_mad_sd,LINEAR_mad_n,LINEAR_variance,LINEAR_variance_sd,LINEAR_variance_n,GAMMA_unit,GAMMA_valid_count_min,GAMMA_valid_count_max,GAMMA_excluded_count_total,GAMMA_mean,GAMMA_mean_sd,GAMMA_mean_n,GAMMA_std,GAMMA_std_sd,GAMMA_std_n,GAMMA_cv_percent,GAMMA_cv_percent_sd,GAMMA_cv_percent_n,GAMMA_iqr,GAMMA_iqr_sd,GAMMA_iqr_n,GAMMA_mad,GAMMA_mad_sd,GAMMA_mad_n,GAMMA_variance,GAMMA_variance_sd,GAMMA_variance_n,FIT_PRESS_unit,FIT_PRESS_valid_count_min,FIT_PRESS_valid_count_max,FIT_PRESS_excluded_count_total,FIT_PRESS_mean,FIT_PRESS_mean_sd,FIT_PRESS_mean_n,FIT_PRESS_std,FIT_PRESS_std_sd,FIT_PRESS_std_n,FIT_PRESS_cv_percent,FIT_PRESS_cv_percent_sd,FIT_PRESS_cv_percent_n,FIT_PRESS_iqr,FIT_PRESS_iqr_sd,FIT_PRESS_iqr_n,FIT_PRESS_mad,FIT_PRESS_mad_sd,FIT_PRESS_mad_n,FIT_PRESS_variance,FIT_PRESS_variance_sd,FIT_PRESS_variance_n
697.0,1,g (variance: g^2; CV: %),256,256,0,2248.1076668357364,,1,1137.7714632063692,,1,50.61018562370764,,1,2020.708349260098,,1,1007.8664807950977,,1,1294523.9024867623,,1,g (variance: g^2; CV: %),256,256,0,577.4682937981987,,1,860.0829628208502,,1,148.94029197062957,,1,793.1739980093735,,1,167.0900827730822,,1,739742.7029346919,,1,g (variance: g^2; CV: %),256,256,0,686.4455539833491,,1,411.35593515143614,,1,59.92550068456183,,1,197.1753731343283,,1,94.48571428571427,,1,169213.70538431255,,1
800.0,1,g (variance: g^2; CV: %),256,256,0,2395.764802728294,,1,1136.9749394454534,,1,47.4577027824546,,1,2066.8357992434935,,1,1029.615637888608,,1,1292712.0129269925,,1,g (variance: g^2; CV: %),256,256,0,671.6234730969913,,1,932.7664641859606,,1,138.88235023781795,,1,1005.3947436142122,,1,221.5453295120485,,1,870053.2767099788,,1,g (variance: g^2; CV: %),256,256,0,746.4172380787072,,1,447.041776966318,,1,59.89167373961143,,1,210.41866255786135,,1,108.03476446034591,,1,199846.35035320322,,1
882.0,1,g (variance: g^2; CV: %),256,256,0,2590.723819912714,,1,1090.903498455789,,1,42.10805837623184,,1,1955.1812606912818,,1,975.6466820938679,,1,1190070.4429430799,,1,g (variance: g^2; CV: %),256,256,0,783.6101246999906,,1,995.4012138909861,,1,127.02761009782523,,1,1201.0018101428323,,1,298.95539128776954,,1,990823.5766156487,,1,g (variance: g^2; CV: %),256,256,0,827.5179074582704,,1,438.95805000902544,,1,53.045142111460706,,1,191.94821057321053,,1,97.54767342278052,,1,192684.1696677261,,1
966.0,1,g (variance: g^2; CV: %),256,256,0,2744.3283341760934,,1,1068.9151525965683,,1,38.94997326977931,,1,1914.2467480364116,,1,949.3457692053678,,1,1142579.6034505449,,1,g (variance: g^2; CV: %),256,256,0,896.2770277468081,,1,1056.283607792817,,1,117.85235759620625,,1,1394.1712801580206,,1,394.3413551823723,,1,1115735.0600918098,,1,g (variance: g^2; CV: %),256,256,0,903.8945100086573,,1,440.8330920718435,,1,48.77041371427527,,1,187.9073300573301,,1,97.9444444444444,,1,194333.81506562245,,1
1035.0,1,g (variance: g^2; CV: %),256,256,0,2877.1103242622094,,1,1038.9535110109512,,1,36.11100701455982,,1,1772.595882148214,,1,868.8251330559474,,1,1079424.3980419827,,1,g (variance: g^2; CV: %),256,256,0,996.6441658218029,,1,1100.7762123441157,,1,110.44826730475553,,1,1536.8929709214058,,1,472.53559912168953,,1,1211708.2696626578,,1,g (variance: g^2; CV: %),256,256,0,969.9683231234451,,1,440.7561119642134,,1,45.44025835244928,,1,214.41987850858834,,1,106.25495495495494,,1,194265.95023381023,,1
1107.0,1,g (variance: g^2; CV: %),256,256,0,3019.388932890283,,1,1028.4768872000082,,1,34.062418259429336,,1,1730.3368046397359,,1,876.5124034472365,,1,1057764.7075046182,,1,g (variance: g^2; CV: %),256,256,0,1133.1929485040102,,1,1155.5916989286613,,1,101.97660517162774,,1,1741.2434476281835,,1,628.6842382592,,1,1335392.1746328298,,1,g (variance: g^2; CV: %),256,256,0,1045.1613690275806,,1,444.0823076688506,,1,42.48935339832024,,1,258.2757242757243,,1,118.85810591293057,,1,197209.0959844917,,1
1179.0,1,g (variance: g^2; CV: %),256,256,0,3128.213354060662,,1,1021.0927136189524,,1,32.64140255310576,,1,1658.1544354411621,,1,833.3431898306178,,1,1042630.3298057159,,1,g (variance: g^2; CV: %),256,256,0,1251.7068150007385,,1,1211.4571415681548,,1,96.78441684983876,,1,1863.501436481079,,1,716.5987199148228,,1,1467628.4058564843,,1,g (variance: g^2; CV: %),256,256,0,1118.819872563589,,1,461.42756760760227,,1,41.242346415452744,,1,278.6912771958098,,1,137.9420118343195,,1,212915.40014826835,,1
1249.0,1,g (variance: g^2; CV: %),256,256,0,3181.8110711861023,,1,1012.8133048122621,,1,31.83134642984034,,1,1607.202321412307,,1,805.3001737846291,,1,1025790.7904047362,,1,g (variance: g^2; CV: %),256,256,0,1309.9907579746161,,1,1233.617124437985,,1,94.16991050725329,,1,1907.0991599585784,,1,781.9600880376489,,1,1521811.209706643,,1,g (variance: g^2; CV: %),256,256,0,1163.7203628392654,,1,476.7898874505278,,1,40.97117337426729,,1,300.38681818181817,,1,147.59523831107327,,1,227328.59677508695,,1
1319.0,1,g (variance: g^2; CV: %),256,256,0,3242.2882411042847,,1,1006.5813204781351,,1,31.045398978324815,,1,1615.6124694903447,,1,796.2911725569752,,1,1013205.9547355062,,1,g (variance: g^2; CV: %),256,256,0,1381.2022197738345,,1,1258.4887769205768,,1,91.11546150907928,,1,1980.1131263525617,,1,846.615984889546,,1,1583794.0016350492,,1,g (variance: g^2; CV: %),256,256,0,1218.6253897278166,,1,494.4219080833635,,1,40.57209969946499,,1,327.1695475767867,,1,162.59634146341477,,1,244453.02319279397,,1
1969.0,1,g (variance: g^2; CV: %),256,256,0,3779.746673614499,,1,812.6899157693346,,1,21.501174177690984,,1,1242.9650309285485,,1,562.1897791404158,,1,660464.8991931682,,1,g (variance: g^2; CV: %),256,256,0,2053.5852636852514,,1,1353.5537212050233,,1,65.91173715261327,,1,2238.3443119610497,,1,1105.7481100965458,,1,1832107.676187966,,1,g (variance: g^2; CV: %),256,256,0,2015.4336950666905,,1,684.2315880231167,,1,33.94959554848941,,1,814.4409743713525,,1,360.2463127788095,,1,468172.86604863615,,1
