actual_load_g,record_count,LINEAR_unit,LINEAR_valid_count_min,LINEAR_valid_count_max,LINEAR_excluded_count_total,LINEAR_mean,LINEAR_mean_sd,LINEAR_mean_n,LINEAR_std,LINEAR_std_sd,LINEAR_std_n,LINEAR_cv_percent,LINEAR_cv_percent_sd,LINEAR_cv_percent_n,LINEAR_iqr,LINEAR_iqr_sd,LINEAR_iqr_n,LINEAR_mad,LINEAR_mad_sd,LINEAR_mad_n,LINEAR_variance,LINEAR_variance_sd,LINEAR_variance_n,GAMMA_unit,GAMMA_valid_count_min,GAMMA_valid_count_max,GAMMA_excluded_count_total,GAMMA_mean,GAMMA_mean_sd,GAMMA_mean_n,GAMMA_std,GAMMA_std_sd,GAMMA_std_n,GAMMA_cv_percent,GAMMA_cv_percent_sd,GAMMA_cv_percent_n,GAMMA_iqr,GAMMA_iqr_sd,GAMMA_iqr_n,GAMMA_mad,GAMMA_mad_sd,GAMMA_mad_n,GAMMA_variance,GAMMA_variance_sd,GAMMA_variance_n,FIT_PRESS_unit,FIT_PRESS_valid_count_min,FIT_PRESS_valid_count_max,FIT_PRESS_excluded_count_total,FIT_PRESS_mean,FIT_PRESS_mean_sd,FIT_PRESS_mean_n,FIT_PRESS_std,FIT_PRESS_std_sd,FIT_PRESS_std_n,FIT_PRESS_cv_percent,FIT_PRESS_cv_percent_sd,FIT_PRESS_cv_percent_n,FIT_PRESS_iqr,FIT_PRESS_iqr_sd,FIT_PRESS_iqr_n,FIT_PRESS_mad,FIT_PRESS_mad_sd,FIT_PRESS_mad_n,FIT_PRESS_variance,FIT_PRESS_variance_sd,FIT_PRESS_variance_n
0.0,1,g (variance: g^2; CV: %),256,256,0,12.608920224038602,,1,74.29453358724456,,1,589.2220132030325,,1,3.707825037986289,,1,0.0,,1,5519.67772094621,,1,g (variance: g^2; CV: %),256,256,0,0.03908937329154464,,1,0.6133155413154174,,1,1569.0083766272169,,1,1.5120564149746307e-09,,1,0.0,,1,0.3761559532190235,,1,g (variance: g^2; CV: %),256,256,0,40.12310919267229,,1,66.52934400630716,,1,165.81303230223608,,1,63.5513698630137,,1,7.551724137931034,,1,4426.153613909558,,1
70.0,1,g (variance: g^2; CV: %),256,256,0,153.08659291977034,,1,246.59116445027544,,1,161.07953005362722,,1,190.2901639997626,,1,48.44052189475508,,1,60807.202384942786,,1,g (variance: g^2; CV: %),256,256,0,0.539234299039058,,1,2.8733038335884387,,1,532.8488634177772,,1,0.011083073541992288,,1,4.4175525751924936e-05,,1,8.255874920114017,,1,g (variance: g^2; CV: %),256,256,0,99.16879397048771,,1,67.3399865114705,,1,67.90441207897581,,1,75.47020773107731,,1,36.492797780577625,,1,4534.673783365029,,1
140.0,2,g (variance: g^2; CV: %),256,256,0,382.45338039223293,78.65631648619939,2,535.5766005703224,70.20706990722014,2,141.1341992027891,10.668984660598774,2,426.28830732742506,61.582571428605625,2,146.2077150085431,3.8039883610787597,2,289306.8114109413,75202.52767382392,2,g (variance: g^2; CV: %),256,256,0,20.903918651969043,9.764246110793495,2,185.6156188109828,82.994145364934,2,892.5955186062566,19.90573114530615,2,0.524717850143559,0.41163566659836565,2,0.011993039747588736,0.011539600035733635,2,37897.17202901197,30810.019299201766,2,g (variance: g^2; CV: %),256,256,0,170.54597133247202,39.69669392492612,2,121.07988211001138,74.04033830544365,2,67.77898754276828,27.637311340114163,2,74.57531981295321,1.6655486256419187,2,37.603938060899544,1.3556640229099246,2,17401.323699966528,17929.590866816954,2
212.0,1,g (variance: g^2; CV: %),256,256,0,663.1819336151793,,1,675.1774577482404,,1,101.80878331043645,,1,764.6101977114574,,1,257.8593610913089,,1,455864.59945137694,,1,g (variance: g^2; CV: %),256,256,0,41.44751057176286,,1,305.30090548086844,,1,736.5964837677421,,1,7.439941506481486,,1,0.1982667832675617,,1,93208.64288743817,,1,g (variance: g^2; CV: %),256,256,0,247.98675343477203,,1,277.25595650544653,,1,111.8027284382241,,1,86.95215066448378,,1,43.323065728838216,,1,76870.86541775006,,1
284.0,1,g (variance: g^2; CV: %),256,256,0,935.9637261439794,,1,819.5130003073983,,1,87.5582009661486,,1,1026.5194760813774,,1,461.4107173778665,,1,671601.5576728339,,1,g (variance: g^2; CV: %),256,256,0,73.91089171368517,,1,283.10198079683573,,1,383.0314778145441,,1,26.67658736215749,,1,1.9341732842941401,,1,80146.73153109195,,1,g (variance: g^2; CV: %),256,256,0,286.0368121436833,,1,154.21943939255667,,1,53.91594118140587,,1,102.77690891330093,,1,52.23529411764707,,1,23783.63548655446,,1
352.0,1,g (variance: g^2; CV: %),256,256,0,1146.261620610048,,1,934.5520125948283,,1,81.5304286378753,,1,1322.3090346398112,,1,633.5448182382826,,1,873387.464245044,,1,g (variance: g^2; CV: %),256,256,0,119.64298542480469,,1,342.6847989861178,,1,286.4228084658539,,1,72.83724111130792,,1,7.388605012615718,,1,117432.87145615598,,1,g (variance: g^2; CV: %),256,256,0,318.32383731069945,,1,127.75155783518794,,1,40.13257659698801,,1,115.73380747126441,,1,60.691464785214805,,1,16320.460529317368,,1
421.0,1,g (variance: g^2; CV: %),256,256,0,1411.476701974698,,1,1067.8484765175485,,1,75.65470085504045,,1,1547.660581934655,,1,774.3227491523526,,1,1140300.3688008494,,1,g (variance: g^2; CV: %),256,256,0,207.5673272389085,,1,477.61650076153114,,1,230.10196600537137,,1,151.4973957507153,,1,20.463386748558275,,1,228117.52179968968,,1,g (variance: g^2; CV: %),256,256,0,376.07483966432386,,1,137.03264470168543,,1,36.437599713928684,,1,143.4493172288532,,1,71.31868751557033,,1,18777.945713938356,,1
489.0,1,g (variance: g^2; CV: %),256,256,0,1667.125666071871,,1,1136.2623555712944,,1,68.15697092880755,,1,1782.9802750624835,,1,900.6648447428049,,1,1291092.1406884266,,1,g (variance: g^2; CV: %),256,256,0,301.76178013480677,,1,591.7990590729695,,1,196.11465004235913,,1,294.70915167779714,,1,50.22781685522386,,1,350226.126319652,,1,g (variance: g^2; CV: %),256,256,0,443.21163963074224,,1,162.95536149254016,,1,36.766940874636084,,1,176.00603727042204,,1,83.52117647058822,,1,26554.44983916444,,1
560.0,1,g (variance: g^2; CV: %),256,256,0,1813.7296205657472,,1,1185.5460556352334,,1,65.36509313143556,,1,2017.7748117497285,,1,1012.000568654397,,1,1405519.45003226,,1,g (variance: g^2; CV: %),256,256,0,375.4544477730958,,1,675.1784539687516,,1,179.82965922321225,,1,451.04843805340874,,1,69.55919990242623,,1,455865.9447036336,,1,g (variance: g^2; CV: %),256,256,0,489.9624273449168,,1,192.4739096277246,,1,39.2834019275175,,1,208.26782751736351,,1,105.89285714285717,,1,37046.2058873815,,1
630.0,1,g (variance: g^2; CV: %),256,256,0,2049.53853304184,,1,1145.896606917187,,1,55.90998112226243,,1,2015.9089562645565,,1,1016.3938600515189,,1,1313079.0337443221,,1,g (variance: g^2; CV: %),256,256,0,469.5089044073852,,1,764.0408765296189,,1,162.73192464666724,,1,610.6438267554189,,1,122.1559558448179,,1,583758.4610081484,,1,g (variance: g^2; CV: %),256,256,0,600.5603954856645,,1,289.1274559480794,,1,48.14294417704088,,1,205.64395921793226,,1,97.4467948717949,,1,83594.68578300858,,1
