configuration_id,load,combo,module_count,configuration_kind,accepted_complete,same_record_complete,counts_as_additional_independent_run,simultaneous_new_acquisition_claimed,point_id,main_V,min_V,max_V,point_source_run_id,point_source_path,point_source_sha256,point_source_fields,photo_paths,photo_sha256,photo_original_references,photo_mapping_basis,point_acceptance_basis,source_reference_run_id,source_reference_main_V,source_to_point_drop_mV,drop_uses_same_record,drop_basis,quality_event_id
ZERO:M0+M1+M2+M3,ZERO,M0+M1+M2+M3,4,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M1,3.245,3.244,3.245,PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,d4aac0c47b7db4f3eb9060d65d999e826499d6b3cdda5174650d9a2c04294c01,V_module1_avg_V;V_module1_min_V;V_module1_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,3.274,29.000,True,source_and_module_main_in_same_record,
ZERO:M0+M1+M2+M3,ZERO,M0+M1+M2+M3,4,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M2,3.243,3.243,3.243,PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,d4aac0c47b7db4f3eb9060d65d999e826499d6b3cdda5174650d9a2c04294c01,V_module2_avg_V;V_module2_min_V;V_module2_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,3.274,31.000,True,source_and_module_main_in_same_record,
ZERO:M0+M1+M2+M3,ZERO,M0+M1+M2+M3,4,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M3,3.248,3.248,3.249,PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,d4aac0c47b7db4f3eb9060d65d999e826499d6b3cdda5174650d9a2c04294c01,V_module3_avg_V;V_module3_min_V;V_module3_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,3.274,26.000,True,source_and_module_main_in_same_record,
ZERO:M0+M1+M3,ZERO,M0+M1+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.277,3.277,3.277,PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1.yaml,5b2c74f7f3098d0dda00b67e6722170919d59941eb3f3bf74e754bd298a4ec09,V_source_avg_V;V_source_min_V;V_source_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_000539.jpg,7f12161f64210c0b3e7712ac409afe21ff73cfe08d1beabb81b8199cc46a9579,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_000539.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M0+M1+M3,ZERO,M0+M1+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M0,3.241,3.241,3.241,PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1.yaml,5b2c74f7f3098d0dda00b67e6722170919d59941eb3f3bf74e754bd298a4ec09,V_module0_avg_V;V_module0_min_V;V_module0_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001239.jpg,7a2100b6129a22b2738741477d6917b49e57c2f47f9ea7de6ef31c9ea2152051,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001239.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1,3.277,36.000,True,source_and_module_main_in_same_record,
ZERO:M0+M1+M3,ZERO,M0+M1+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M1,3.248,3.247,3.248,PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1.yaml,5b2c74f7f3098d0dda00b67e6722170919d59941eb3f3bf74e754bd298a4ec09,V_module1_avg_V;V_module1_min_V;V_module1_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001305.jpg,daf5d00caf7c9f3fa31d57cd31ea2f09a5a15af8863b501971d9b98291de02fc,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001305.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1,3.277,29.000,True,source_and_module_main_in_same_record,
ZERO:M0+M1+M3,ZERO,M0+M1+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M3,3.249,3.249,3.249,PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/zero_load/PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1.yaml,5b2c74f7f3098d0dda00b67e6722170919d59941eb3f3bf74e754bd298a4ec09,V_module3_avg_V;V_module3_min_V;V_module3_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001324.jpg,9e1340c15f91ee0aee6fd856a58085f06b0a467077305eb36f4cdcc7b2879247,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M3/IMG_20260907_001324.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M0-M1-M3_USB_RX_VOLTAGE_R1,3.277,28.000,True,source_and_module_main_in_same_record,
ZERO:M0+M2,ZERO,M0+M2,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.279,3.279,3.279,PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/zero_load/PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1.yaml,61fb4eab2ee15e218706767d0d6c694b12c3d8018d2da9773245157496811fef,V_source_avg_V;V_source_min_V;V_source_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/zero_load/IMG_20260906_231927.jpg,95052ff8b47b164ee3c99cd997c9b1d6c1e52909537ae98ae4fac7fd53418349,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/IMG_20260906_231927.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M0+M2,ZERO,M0+M2,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M0,3.235,3.235,3.235,PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/zero_load/PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1.yaml,61fb4eab2ee15e218706767d0d6c694b12c3d8018d2da9773245157496811fef,V_module0_avg_V;V_module0_min_V;V_module0_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/zero_load/IMG_20260906_232003.jpg,4cbe98a041c2005c1492d1bbaf146c4c26f95b88933fd023684fa926ddb4607a,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/IMG_20260906_232003.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1,3.279,44.000,True,source_and_module_main_in_same_record,
ZERO:M0+M2,ZERO,M0+M2,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M2,3.248,3.248,3.248,PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/zero_load/PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1.yaml,61fb4eab2ee15e218706767d0d6c694b12c3d8018d2da9773245157496811fef,V_module2_avg_V;V_module2_min_V;V_module2_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/zero_load/IMG_20260906_232035.jpg,48b6e05b0d699b921fbfb507bd2daf4299c4efd6f355344ebd46f1ac05fb552b,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M2/IMG_20260906_232035.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M0-M2_USB_RX_VOLTAGE_R1,3.279,31.000,True,source_and_module_main_in_same_record,
ZERO:M0+M2+M3,ZERO,M0+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.276,3.276,3.277,PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/zero_load/PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1.yaml,7ac9267e6536148eef3d68ae21bd79fee309cc0779c33dacdeb5087682c4f47d,V_source_avg_V;V_source_min_V;V_source_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002056.jpg,e8353872781b06d1c9fbd036bd98f94709493b7b7e2059fcd9d339d7f345865b,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002056.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M0+M2+M3,ZERO,M0+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M0,3.241,3.241,3.241,PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/zero_load/PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1.yaml,7ac9267e6536148eef3d68ae21bd79fee309cc0779c33dacdeb5087682c4f47d,V_module0_avg_V;V_module0_min_V;V_module0_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002247.jpg,5e115cad159cd3be6cadf6c6128c862e3d68047ad0f7d8603f2e1fe54a696082,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002247.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1,3.276,35.000,True,source_and_module_main_in_same_record,
ZERO:M0+M2+M3,ZERO,M0+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M2,3.242,3.242,3.242,PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/zero_load/PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1.yaml,7ac9267e6536148eef3d68ae21bd79fee309cc0779c33dacdeb5087682c4f47d,V_module2_avg_V;V_module2_min_V;V_module2_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002315.jpg,f32c91321ba40922ab8ee92893ab699ea32789f3fa8ac74fcba3602132106690,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002315.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1,3.276,34.000,True,source_and_module_main_in_same_record,
ZERO:M0+M2+M3,ZERO,M0+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M3,3.244,3.244,3.244,PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/zero_load/PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1.yaml,7ac9267e6536148eef3d68ae21bd79fee309cc0779c33dacdeb5087682c4f47d,V_module3_avg_V;V_module3_min_V;V_module3_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002343.jpg,b5a11b850f35ea7d8663efac3c99466de3f0ec7f9ec61056aaab6b28a77db43d,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M2-M3/IMG_20260907_002343.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M0-M2-M3_USB_RX_VOLTAGE_R1,3.276,32.000,True,source_and_module_main_in_same_record,
ZERO:M0+M3,ZERO,M0+M3,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.279,3.278,3.279,PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/zero_load/PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1.yaml,ea37816dd44a084a23490a531bc5eaa8634403acc6a4bbe63375234b9ae4de80,V_source_avg_V;V_source_min_V;V_source_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/zero_load/IMG_20260906_232855.jpg,be9a773ea9595f2acd6642ce04ead2900e21c318f4cc77e3edc3e41f874057a2,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/IMG_20260906_232855.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M0+M3,ZERO,M0+M3,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M0,3.237,3.236,3.237,PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/zero_load/PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1.yaml,ea37816dd44a084a23490a531bc5eaa8634403acc6a4bbe63375234b9ae4de80,V_module0_avg_V;V_module0_min_V;V_module0_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/zero_load/IMG_20260906_232921.jpg,e8b6bc22ac43d51c9c68db25871068f32bc17f79992c092c1fe54a584b021603,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/IMG_20260906_232921.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1,3.279,42.000,True,source_and_module_main_in_same_record,
ZERO:M0+M3,ZERO,M0+M3,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M3,3.241,3.241,3.242,PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/zero_load/PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1.yaml,ea37816dd44a084a23490a531bc5eaa8634403acc6a4bbe63375234b9ae4de80,V_module3_avg_V;V_module3_min_V;V_module3_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/zero_load/IMG_20260906_232941.jpg,3ba97cde9eaa19aeafd5a7da28470f9949eee36ad8b9a963e3db8a3d891ef514,DATA/raw/canonical/power_experiment_records/transmission/n=2/M0-M3/IMG_20260906_232941.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M0-M3_USB_RX_VOLTAGE_R1,3.279,38.000,True,source_and_module_main_in_same_record,
ZERO:M1,ZERO,M1,1,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.281,3.280,3.281,PS01_N1_F200_ZERO_M1_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=1/M1/zero_load/PS01_N1_F200_ZERO_M1_USB_RX_R1.yaml,ff0fd645259d56a948ea6d2382f6c5b09d0dc4dacc90acec3778432c1cdb6e4b,V_source_avg_V;V_source_min_V;V_source_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M1,ZERO,M1,1,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M1,3.255,3.255,3.255,PS01_N1_F200_ZERO_M1_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=1/M1/zero_load/PS01_N1_F200_ZERO_M1_USB_RX_R1.yaml,ff0fd645259d56a948ea6d2382f6c5b09d0dc4dacc90acec3778432c1cdb6e4b,V_module0_avg_V;V_module0_min_V;V_module0_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N1_F200_ZERO_M1_USB_RX_R1,3.281,26.000,True,source_and_module_main_in_same_record,
ZERO:M1+M2,ZERO,M1+M2,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.278,3.278,3.278,PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/zero_load/PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1.yaml,6de2a9ff6fe5d6035346802c2411c29a8ed87e0ef5c54d376eb7b73e1ba08979,V_source_avg_V;V_source_min_V;V_source_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/zero_load/IMG_20260906_233306.jpg,3d753b4168d64ef862ffc0149338427602720f81ba18b6652615c736abdb9049,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/IMG_20260906_233306.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M1+M2,ZERO,M1+M2,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M1,3.252,3.252,3.252,PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/zero_load/PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1.yaml,6de2a9ff6fe5d6035346802c2411c29a8ed87e0ef5c54d376eb7b73e1ba08979,V_module1_avg_V;V_module1_min_V;V_module1_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/zero_load/IMG_20260906_233326.jpg,44b939a5dcf69e1330781f1ba3c331398ff277ca898524fe60017518605bd4b4,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/IMG_20260906_233326.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1,3.278,26.000,True,source_and_module_main_in_same_record,
ZERO:M1+M2,ZERO,M1+M2,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M2,3.247,3.247,3.247,PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/zero_load/PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1.yaml,6de2a9ff6fe5d6035346802c2411c29a8ed87e0ef5c54d376eb7b73e1ba08979,V_module2_avg_V;V_module2_min_V;V_module2_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/zero_load/IMG_20260906_233351.jpg,69018df11cf23a6346df70483a1e110bed7a5ef78b012c84dad3437f155703bb,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M2/IMG_20260906_233351.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M1-M2_USB_RX_VOLTAGE_R1,3.278,31.000,True,source_and_module_main_in_same_record,
ZERO:M1+M2+M3,ZERO,M1+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.276,3.276,3.277,PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,c05ab0823c9d26dc0956d827927022f30b82f7edac55885308bafad9ce9cd911,V_source_avg_V;V_source_min_V;V_source_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M1+M2+M3,ZERO,M1+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M1,3.249,3.248,3.249,PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,c05ab0823c9d26dc0956d827927022f30b82f7edac55885308bafad9ce9cd911,V_module1_avg_V;V_module1_min_V;V_module1_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,3.276,27.000,True,source_and_module_main_in_same_record,
ZERO:M1+M2+M3,ZERO,M1+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M2,3.245,3.245,3.246,PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,c05ab0823c9d26dc0956d827927022f30b82f7edac55885308bafad9ce9cd911,V_module2_avg_V;V_module2_min_V;V_module2_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,3.276,31.000,True,source_and_module_main_in_same_record,
ZERO:M1+M2+M3,ZERO,M1+M2+M3,3,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M3,3.249,3.248,3.249,PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,c05ab0823c9d26dc0956d827927022f30b82f7edac55885308bafad9ce9cd911,V_module3_avg_V;V_module3_min_V;V_module3_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,3.276,27.000,True,source_and_module_main_in_same_record,
ZERO:M1+M3,ZERO,M1+M3,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.278,3.278,3.279,PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/zero_load/PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1.yaml,d3aac60eb88bfcb9208d4acf2ceb07be8d751e33e28b3316085f5470a26458cc,V_source_avg_V;V_source_min_V;V_source_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/zero_load/IMG_20260906_233839.jpg,1b42628f0bea0e4e6da5ce7de53f527868380894046d0fbff298de29b436170b,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/IMG_20260906_233839.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M1+M3,ZERO,M1+M3,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M1,3.248,3.247,3.248,PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/zero_load/PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1.yaml,d3aac60eb88bfcb9208d4acf2ceb07be8d751e33e28b3316085f5470a26458cc,V_module1_avg_V;V_module1_min_V;V_module1_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/zero_load/IMG_20260906_233906.jpg,925d80f090d6c45226d70306301cf5cff07a28e8ae6015b399666e7789c3b0d7,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/IMG_20260906_233906.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1,3.278,30.000,True,source_and_module_main_in_same_record,
ZERO:M1+M3,ZERO,M1+M3,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M3,3.245,3.245,3.245,PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/zero_load/PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1.yaml,d3aac60eb88bfcb9208d4acf2ceb07be8d751e33e28b3316085f5470a26458cc,V_module3_avg_V;V_module3_min_V;V_module3_max_V,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/zero_load/IMG_20260906_233928.jpg,d160d125392ca110f3db9c098ba1980081f6690e90949e0b77ad8c2e362aafa4,DATA/raw/canonical/power_experiment_records/transmission/n=2/M1-M3/IMG_20260906_233928.jpg,record_voltage_photo_evidence,no_reported_supply_contact_fault,PS01_N2_F200_ZERO_M1-M3_USB_RX_VOLTAGE_R1,3.278,33.000,True,source_and_module_main_in_same_record,
ZERO:M2,ZERO,M2,1,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.281,3.280,3.281,PS01_N1_F200_ZERO_M2_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=1/M2/zero_load/PS01_N1_F200_ZERO_M2_USB_RX_R1.yaml,65d749c9c43f6e31ff4737849c8511fa0994a9156b0359efb2a3bf102bae0713,V_source_avg_V;V_source_min_V;V_source_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
ZERO:M2,ZERO,M2,1,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,M2,3.249,3.249,3.249,PS01_N1_F200_ZERO_M2_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=1/M2/zero_load/PS01_N1_F200_ZERO_M2_USB_RX_R1.yaml,65d749c9c43f6e31ff4737849c8511fa0994a9156b0359efb2a3bf102bae0713,V_module0_avg_V;V_module0_min_V;V_module0_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,PS01_N1_F200_ZERO_M2_USB_RX_R1,3.281,32.000,True,source_and_module_main_in_same_record,
ZERO:M2+M3,ZERO,M2+M3,2,SAME_RECORD_VOLTAGE_CONFIGURATION,True,True,False,False,SOURCE,3.279,3.278,3.279,PS01_N2_F200_ZERO_M2-M3_USB_RX_R1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/zero_load/PS01_N2_F200_ZERO_M2-M3_USB_RX_R1.yaml,b50050a18d67351c74810a9376ad094906abec2e5c6c944e645fddea7bd4dc2d,V_source_avg_V;V_source_min_V;V_source_max_V,,,,not_mapped_in_original_record,no_reported_supply_contact_fault,,,,,not_applicable_source_point,
