elapsed_s,mul_start_time,raw_offset,packet_sequence,declared_length,received_bytes,outer_crc_ok,parse_ok,updated_mask,module_statuses,algorithms,error
0.002878,2026-09-05T19:30:03.035+01:00,0,1673484,156,156,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.003711,2026-09-05T19:30:03.038+01:00,156,1673485,174,174,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.006162,2026-09-05T19:30:03.039+01:00,330,1673486,166,166,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.010886,2026-09-05T19:30:03.041+01:00,496,1673487,184,184,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.018385,2026-09-05T19:30:03.046+01:00,680,1673488,158,158,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.021240,2026-09-05T19:30:03.055+01:00,838,1673489,170,170,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.026034,2026-09-05T19:30:03.056+01:00,1008,1673490,160,160,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.036066,2026-09-05T19:30:03.061+01:00,1168,1673491,162,162,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.037046,2026-09-05T19:30:03.071+01:00,1330,1673492,152,152,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.041150,2026-09-05T19:30:03.072+01:00,1482,1673493,178,178,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.045796,2026-09-05T19:30:03.076+01:00,1660,1673494,168,168,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.053790,2026-09-05T19:30:03.080+01:00,1828,1673495,186,186,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.055988,2026-09-05T19:30:03.089+01:00,2014,1673496,174,174,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.061242,2026-09-05T19:30:03.091+01:00,2188,1673497,164,164,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.070863,2026-09-05T19:30:03.096+01:00,2352,1673498,180,180,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.071655,2026-09-05T19:30:03.106+01:00,2532,1673499,178,178,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.075952,2026-09-05T19:30:03.107+01:00,2710,1673500,164,164,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.087716,2026-09-05T19:30:03.111+01:00,2874,1673501,188,188,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.088509,2026-09-05T19:30:03.123+01:00,3062,1673502,170,170,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.090886,2026-09-05T19:30:03.123+01:00,3232,1673503,140,140,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.095912,2026-09-05T19:30:03.126+01:00,3372,1673504,154,154,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.105251,2026-09-05T19:30:03.131+01:00,3526,1673505,164,164,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.106040,2026-09-05T19:30:03.140+01:00,3690,1673506,176,176,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.110919,2026-09-05T19:30:03.141+01:00,3866,1673507,158,158,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.115836,2026-09-05T19:30:03.146+01:00,4024,1673508,164,164,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.122442,2026-09-05T19:30:03.151+01:00,4188,1673509,160,160,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.125796,2026-09-05T19:30:03.157+01:00,4348,1673510,172,172,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.131335,2026-09-05T19:30:03.160+01:00,4520,1673511,188,188,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.136066,2026-09-05T19:30:03.166+01:00,4708,1673512,164,164,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.140891,2026-09-05T19:30:03.171+01:00,4872,1673513,168,168,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.145542,2026-09-05T19:30:03.176+01:00,5040,1673514,184,184,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.150649,2026-09-05T19:30:03.180+01:00,5224,1673515,166,166,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.160862,2026-09-05T19:30:03.185+01:00,5390,1673516,160,160,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.161167,2026-09-05T19:30:03.196+01:00,5550,1673517,176,176,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.174659,2026-09-05T19:30:03.196+01:00,5726,1673518,148,148,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.175528,2026-09-05T19:30:03.210+01:00,5874,1673519,172,172,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.176096,2026-09-05T19:30:03.210+01:00,6046,1673520,170,170,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.181077,2026-09-05T19:30:03.211+01:00,6216,1673521,156,156,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.185684,2026-09-05T19:30:03.216+01:00,6372,1673522,170,170,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.192496,2026-09-05T19:30:03.220+01:00,6542,1673523,174,174,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.195914,2026-09-05T19:30:03.227+01:00,6716,1673524,176,176,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.201013,2026-09-05T19:30:03.231+01:00,6892,1673525,176,176,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.209320,2026-09-05T19:30:03.236+01:00,7068,1673526,174,174,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.210566,2026-09-05T19:30:03.244+01:00,7242,1673527,156,156,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.215686,2026-09-05T19:30:03.245+01:00,7398,1673528,162,162,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
0.226068,2026-09-05T19:30:03.250+01:00,7560,1673529,158,158,True,True,0x02,"NO_IRQ,OK,NO_IRQ,NO_IRQ","NONE,DELTA,NONE,NONE",
