row,column,in_common_mask,adc,low_g,high_g,width_g,midpoint_g,half_width_g,merged_knots,touches_zero,touches_upper
10,11,True,671.5714285714286,0.0,430.0,430.0,215.0,215.0,6,True,False
10,12,True,614.6666666666666,0.0,360.0,360.0,180.0,180.0,5,True,False
10,13,True,18.416666666666668,0.0,360.0,360.0,180.0,180.0,5,True,False
10,13,True,487.1666666666667,430.0,570.0,140.0,500.0,70.0,2,False,False
10,13,True,1035.5,1145.0,1213.0,68.0,1179.0,34.0,1,False,False
10,14,True,523.3333333333334,0.0,143.0,143.0,71.5,71.5,2,True,False
10,15,True,503.0,0.0,143.0,143.0,71.5,71.5,2,True,False
10,16,True,180.28571428571428,0.0,430.0,430.0,215.0,215.0,6,True,False
11,1,True,8.5,0.0,73.0,73.0,36.5,36.5,1,True,False
11,2,True,1.5,0.0,73.0,73.0,36.5,36.5,1,True,False
11,2,True,1091.3333333333333,570.0,713.0,143.0,641.5,71.5,2,False,False
11,3,True,0.5,0.0,73.0,73.0,36.5,36.5,1,True,False
11,3,True,1178.0,360.0,430.0,70.0,395.0,35.0,1,False,False
11,3,True,1198.6666666666667,570.0,713.0,143.0,641.5,71.5,2,False,False
11,4,True,457.5,73.0,143.0,70.0,108.0,35.0,1,False,False
11,5,True,513.5,73.0,143.0,70.0,108.0,35.0,1,False,False
11,6,True,418.0,73.0,143.0,70.0,108.0,35.0,1,False,False
11,7,True,649.5,73.0,143.0,70.0,108.0,35.0,1,False,False
11,8,True,53.5,0.0,73.0,73.0,36.5,36.5,1,True,False
11,9,True,1259.4166666666667,73.0,850.0,777.0,461.5,388.5,11,False,False
11,10,True,768.3333333333334,73.0,216.0,143.0,144.5,71.5,2,False,False
11,10,True,974.5,570.0,640.0,70.0,605.0,35.0,1,False,False
11,11,True,687.3333333333334,73.0,216.0,143.0,144.5,71.5,2,False,False
11,12,True,718.6666666666666,73.0,216.0,143.0,144.5,71.5,2,False,False
11,12,True,936.0,570.0,640.0,70.0,605.0,35.0,1,False,False
11,13,True,21.166666666666668,73.0,216.0,143.0,144.5,71.5,2,False,False
11,13,True,574.5,430.0,570.0,140.0,500.0,70.0,2,False,False
11,13,True,1091.0,1145.0,1213.0,68.0,1179.0,34.0,1,False,False
11,14,True,501.0,73.0,143.0,70.0,108.0,35.0,1,False,False
11,15,True,458.5,73.0,143.0,70.0,108.0,35.0,1,False,False
11,16,True,146.0,0.0,73.0,73.0,36.5,36.5,1,True,False
11,16,True,171.5,216.0,288.0,72.0,252.0,36.0,1,False,False
11,16,True,175.5,360.0,430.0,70.0,395.0,35.0,1,False,False
12,1,True,6.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,1,True,617.5,288.0,360.0,72.0,324.0,36.0,1,False,False
12,2,True,1.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,3,True,1.0,0.0,73.0,73.0,36.5,36.5,1,True,False
12,3,True,1121.8333333333333,360.0,497.0,137.0,428.5,68.5,2,False,False
12,4,True,498.6666666666667,73.0,216.0,143.0,144.5,71.5,2,False,False
12,5,True,640.5,73.0,143.0,70.0,108.0,35.0,1,False,False
12,6,True,487.5,73.0,143.0,70.0,108.0,35.0,1,False,False
