load_g,method,metric,mean,sd,n
70.0,FIT_PRESS,variance,4534.673783365029,,1
70.0,FIT_PRESS,iqr,75.47020773107731,,1
70.0,FIT_PRESS,mean_estimate_absolute_percentage_error,41.6697056721253,,1
70.0,GLOBAL_LUT,mean,76.0892624208233,,1
70.0,GLOBAL_LUT,bias_g,6.089262420823304,,1
70.0,GLOBAL_LUT,mae_g,85.60649778213656,,1
70.0,GLOBAL_LUT,rmse_g,103.48482927865622,,1
70.0,GLOBAL_LUT,std,103.30552150782151,,1
70.0,GLOBAL_LUT,cv_percent,135.76885649971808,,1
70.0,GLOBAL_LUT,mad,0.0,,1
70.0,GLOBAL_LUT,variance,10672.030774002973,,1
70.0,GLOBAL_LUT,iqr,147.6162957354174,,1
70.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,8.698946315461862,,1
140.0,LINEAR,mean,382.45338039223293,78.65631648619939,2
140.0,LINEAR,bias_g,242.453380392233,78.65631648619943,2
140.0,LINEAR,mae_g,317.291444165244,49.377640519812545,2
140.0,LINEAR,rmse_g,588.6850267111346,96.26837967122437,2
140.0,LINEAR,std,535.5766005703224,70.20706990722014,2
140.0,LINEAR,cv_percent,141.1341992027891,10.668984660598774,2
140.0,LINEAR,mad,146.2077150085431,3.8039883610787597,2
140.0,LINEAR,variance,289306.8114109413,75202.52767382392,2
140.0,LINEAR,iqr,426.28830732742506,61.582571428605625,2
140.0,LINEAR,mean_estimate_absolute_percentage_error,173.18098599445213,56.18308320442816,2
140.0,GAMMA,mean,20.903918651969043,9.764246110793495,2
140.0,GAMMA,bias_g,-119.09608134803096,9.764246110793497,2
140.0,GAMMA,mae_g,150.1523843052417,6.3204351694920815,2
140.0,GAMMA,rmse_g,223.8405026217124,63.62622507400569,2
140.0,GAMMA,std,185.6156188109828,82.994145364934,2
140.0,GAMMA,cv_percent,892.5955186062566,19.90573114530615,2
140.0,GAMMA,mad,0.011993039747588736,0.011539600035733635,2
140.0,GAMMA,variance,37897.17202901197,30810.019299201766,2
140.0,GAMMA,iqr,0.524717850143559,0.41163566659836565,2
140.0,GAMMA,mean_estimate_absolute_percentage_error,85.06862953430783,6.974461507709635,2
140.0,FIT_PRESS,mean,170.54597133247202,39.69669392492612,2
140.0,FIT_PRESS,bias_g,30.545971332472025,39.69669392492613,2
140.0,FIT_PRESS,mae_g,63.10936198699394,17.44343371851895,2
140.0,FIT_PRESS,rmse_g,125.92090314502366,80.8235110600491,2
140.0,FIT_PRESS,std,121.07988211001138,74.04033830544365,2
140.0,FIT_PRESS,cv_percent,67.77898754276828,27.637311340114163,2
140.0,FIT_PRESS,mad,37.603938060899544,1.3556640229099246,2
140.0,FIT_PRESS,variance,17401.323699966528,17929.590866816954,2
140.0,FIT_PRESS,iqr,74.57531981295321,1.6655486256419187,2
140.0,FIT_PRESS,mean_estimate_absolute_percentage_error,21.81855095176573,28.354781374947233,2
140.0,GLOBAL_LUT,mean,153.1813816959003,27.69170599927991,2
140.0,GLOBAL_LUT,bias_g,13.1813816959003,27.691705999279883,2
140.0,GLOBAL_LUT,mae_g,138.12037078933702,15.75473956938334,2
140.0,GLOBAL_LUT,rmse_g,264.5959303946322,89.4907128639617,2
140.0,GLOBAL_LUT,std,263.7245746496842,88.40231713825072,2
140.0,GLOBAL_LUT,cv_percent,169.72178365755224,27.029041867021864,2
140.0,GLOBAL_LUT,mad,94.94675096849645,9.129693869511856,2
140.0,GLOBAL_LUT,variance,73458.13611186278,46627.726970663316,2
140.0,GLOBAL_LUT,iqr,233.86995414665654,36.57466407197864,2
140.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,13.986423639082147,13.315206260827622,2
212.0,LINEAR,mean,663.1819336151793,,1
212.0,LINEAR,bias_g,451.18193361517945,,1
212.0,LINEAR,mae_g,503.2958475487378,,1
212.0,LINEAR,rmse_g,812.0527918011913,,1
212.0,LINEAR,std,675.1774577482404,,1
212.0,LINEAR,cv_percent,101.80878331043645,,1
212.0,LINEAR,mad,257.8593610913089,,1
212.0,LINEAR,variance,455864.59945137694,,1
212.0,LINEAR,iqr,764.6101977114574,,1
212.0,LINEAR,mean_estimate_absolute_percentage_error,212.82166679961296,,1
212.0,GAMMA,mean,41.44751057176286,,1
212.0,GAMMA,bias_g,-170.55248942823712,,1
212.0,GAMMA,mae_g,220.271097078521,,1
212.0,GAMMA,rmse_g,349.7095859961621,,1
212.0,GAMMA,std,305.30090548086844,,1
212.0,GAMMA,cv_percent,736.5964837677421,,1
212.0,GAMMA,mad,0.1982667832675617,,1
212.0,GAMMA,variance,93208.64288743817,,1
212.0,GAMMA,iqr,7.439941506481486,,1
212.0,GAMMA,mean_estimate_absolute_percentage_error,80.44928746614958,,1
212.0,FIT_PRESS,mean,247.98675343477203,,1
212.0,FIT_PRESS,bias_g,35.98675343477201,,1
212.0,FIT_PRESS,mae_g,75.35790012595784,,1
212.0,FIT_PRESS,rmse_g,279.5816729339124,,1
212.0,FIT_PRESS,std,277.25595650544653,,1
212.0,FIT_PRESS,cv_percent,111.8027284382241,,1
212.0,FIT_PRESS,mad,43.323065728838216,,1
212.0,FIT_PRESS,variance,76870.86541775006,,1
212.0,FIT_PRESS,iqr,86.95215066448378,,1
212.0,FIT_PRESS,mean_estimate_absolute_percentage_error,16.974883695647176,,1
212.0,GLOBAL_LUT,mean,238.63129962470398,,1
212.0,GLOBAL_LUT,bias_g,26.631299624704006,,1
212.0,GLOBAL_LUT,mae_g,168.5348089329016,,1
212.0,GLOBAL_LUT,rmse_g,356.4689842824945,,1
212.0,GLOBAL_LUT,std,355.47279872824663,,1
212.0,GLOBAL_LUT,cv_percent,148.9631910345791,,1
212.0,GLOBAL_LUT,mad,113.91445019718915,,1
212.0,GLOBAL_LUT,variance,126360.91063569253,,1
212.0,GLOBAL_LUT,iqr,247.4893696504102,,1
212.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,12.56193378523774,,1
284.0,LINEAR,mean,935.9637261439794,,1
284.0,LINEAR,bias_g,651.9637261439794,,1
284.0,LINEAR,mae_g,719.6460104745673,,1
284.0,LINEAR,rmse_g,1047.2145233333883,,1
284.0,LINEAR,std,819.5130003073983,,1
284.0,LINEAR,cv_percent,87.5582009661486,,1
284.0,LINEAR,mad,461.4107173778665,,1
284.0,LINEAR,variance,671601.5576728339,,1
284.0,LINEAR,iqr,1026.5194760813774,,1
284.0,LINEAR,mean_estimate_absolute_percentage_error,229.5646923042181,,1
284.0,GAMMA,mean,73.91089171368517,,1
284.0,GAMMA,bias_g,-210.0891082863148,,1
284.0,GAMMA,mae_g,280.073452044179,,1
284.0,GAMMA,rmse_g,352.5395934524672,,1
284.0,GAMMA,std,283.10198079683573,,1
284.0,GAMMA,cv_percent,383.0314778145441,,1
284.0,GAMMA,mad,1.9341732842941401,,1
284.0,GAMMA,variance,80146.73153109195,,1
284.0,GAMMA,iqr,26.67658736215749,,1
284.0,GAMMA,mean_estimate_absolute_percentage_error,73.97503812898408,,1
284.0,FIT_PRESS,mean,286.0368121436833,,1
284.0,FIT_PRESS,bias_g,2.036812143683278,,1
284.0,FIT_PRESS,mae_g,78.38370164406508,,1
284.0,FIT_PRESS,rmse_g,154.23288913284063,,1
284.0,FIT_PRESS,std,154.21943939255667,,1
284.0,FIT_PRESS,cv_percent,53.91594118140587,,1
284.0,FIT_PRESS,mad,52.23529411764707,,1
284.0,FIT_PRESS,variance,23783.63548655446,,1
284.0,FIT_PRESS,iqr,102.77690891330093,,1
284.0,FIT_PRESS,mean_estimate_absolute_percentage_error,0.7171873745363655,,1
284.0,GLOBAL_LUT,mean,323.0379393110214,,1
284.0,GLOBAL_LUT,bias_g,39.03793931102138,,1
284.0,GLOBAL_LUT,mae_g,212.93818562328656,,1
284.0,GLOBAL_LUT,rmse_g,383.1699276576492,,1
284.0,GLOBAL_LUT,std,381.17611776646913,,1
284.0,GLOBAL_LUT,cv_percent,117.99732210385116,,1
284.0,GLOBAL_LUT,mad,144.13840798335988,,1
284.0,GLOBAL_LUT,variance,145295.23275551715,,1
284.0,GLOBAL_LUT,iqr,302.2098201441281,,1
284.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,13.745753278528655,,1
352.0,LINEAR,mean,1146.261620610048,,1
352.0,LINEAR,bias_g,794.2616206100481,,1
352.0,LINEAR,mae_g,881.1714096824039,,1
352.0,LINEAR,rmse_g,1226.474209357516,,1
352.0,LINEAR,std,934.5520125948283,,1
352.0,LINEAR,cv_percent,81.5304286378753,,1
352.0,LINEAR,mad,633.5448182382826,,1
352.0,LINEAR,variance,873387.464245044,,1
352.0,LINEAR,iqr,1322.3090346398112,,1
352.0,LINEAR,mean_estimate_absolute_percentage_error,225.6425058551273,,1
352.0,GAMMA,mean,119.64298542480469,,1
352.0,GAMMA,bias_g,-232.3570145751953,,1
352.0,GAMMA,mae_g,341.7316873068421,,1
352.0,GAMMA,rmse_g,414.0321891815339,,1
352.0,GAMMA,std,342.6847989861178,,1
352.0,GAMMA,cv_percent,286.4228084658539,,1
352.0,GAMMA,mad,7.388605012615718,,1
352.0,GAMMA,variance,117432.87145615598,,1
352.0,GAMMA,iqr,72.83724111130792,,1
352.0,GAMMA,mean_estimate_absolute_percentage_error,66.01051550431684,,1
352.0,FIT_PRESS,mean,318.32383731069945,,1
352.0,FIT_PRESS,bias_g,-33.67616268930051,,1
352.0,FIT_PRESS,mae_g,92.17413761957215,,1
352.0,FIT_PRESS,rmse_g,132.11564806181593,,1
352.0,FIT_PRESS,std,127.75155783518794,,1
352.0,FIT_PRESS,cv_percent,40.13257659698801,,1
352.0,FIT_PRESS,mad,60.691464785214805,,1
352.0,FIT_PRESS,variance,16320.460529317368,,1
352.0,FIT_PRESS,iqr,115.73380747126441,,1
352.0,FIT_PRESS,mean_estimate_absolute_percentage_error,9.567091673096737,,1
352.0,GLOBAL_LUT,mean,404.2757779324418,,1
352.0,GLOBAL_LUT,bias_g,52.27577793244182,,1
352.0,GLOBAL_LUT,mae_g,271.27467628201816,,1
352.0,GLOBAL_LUT,rmse_g,492.30109762097027,,1
352.0,GLOBAL_LUT,std,489.51773589970173,,1
352.0,GLOBAL_LUT,cv_percent,121.08510146296834,,1
352.0,GLOBAL_LUT,mad,177.9595251907811,,1
352.0,GLOBAL_LUT,variance,239627.61376037015,,1
352.0,GLOBAL_LUT,iqr,348.07935533133093,,1
352.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,14.85107327626188,,1
421.0,LINEAR,mean,1411.476701974698,,1
421.0,LINEAR,bias_g,990.4767019746979,,1
421.0,LINEAR,mae_g,1088.987921330854,,1
421.0,LINEAR,rmse_g,1456.4835961848398,,1
421.0,LINEAR,std,1067.8484765175485,,1
421.0,LINEAR,cv_percent,75.65470085504045,,1
421.0,LINEAR,mad,774.3227491523526,,1
421.0,LINEAR,variance,1140300.3688008494,,1
421.0,LINEAR,iqr,1547.660581934655,,1
421.0,LINEAR,mean_estimate_absolute_percentage_error,235.2676251721373,,1
421.0,GAMMA,mean,207.5673272389085,,1
421.0,GAMMA,bias_g,-213.4326727610915,,1
421.0,GAMMA,mae_g,419.4746389388357,,1
421.0,GAMMA,rmse_g,523.1357640246296,,1
421.0,GAMMA,std,477.61650076153114,,1
421.0,GAMMA,cv_percent,230.10196600537137,,1
421.0,GAMMA,mad,20.463386748558275,,1
421.0,GAMMA,variance,228117.52179968968,,1
421.0,GAMMA,iqr,151.4973957507153,,1
421.0,GAMMA,mean_estimate_absolute_percentage_error,50.69659685536615,,1
421.0,FIT_PRESS,mean,376.07483966432386,,1
421.0,FIT_PRESS,bias_g,-44.925160335676125,,1
421.0,FIT_PRESS,mae_g,106.78048877103485,,1
421.0,FIT_PRESS,rmse_g,144.20893087851584,,1
421.0,FIT_PRESS,std,137.03264470168543,,1
421.0,FIT_PRESS,cv_percent,36.437599713928684,,1
421.0,FIT_PRESS,mad,71.31868751557033,,1
421.0,FIT_PRESS,variance,18777.945713938356,,1
421.0,FIT_PRESS,iqr,143.4493172288532,,1
421.0,FIT_PRESS,mean_estimate_absolute_percentage_error,10.67105946215585,,1
421.0,GLOBAL_LUT,mean,530.2183444320247,,1
421.0,GLOBAL_LUT,bias_g,109.2183444320246,,1
421.0,GLOBAL_LUT,mae_g,363.88316817838654,,1
421.0,GLOBAL_LUT,rmse_g,650.0813577868312,,1
421.0,GLOBAL_LUT,std,640.8409513923855,,1
421.0,GLOBAL_LUT,cv_percent,120.86359480429914,,1
421.0,GLOBAL_LUT,mad,227.92588519198898,,1
421.0,GLOBAL_LUT,variance,410677.12498149776,,1
421.0,GLOBAL_LUT,iqr,471.71400404250824,,1
421.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,25.942599627559286,,1
489.0,LINEAR,mean,1667.125666071871,,1
489.0,LINEAR,bias_g,1178.125666071871,,1
489.0,LINEAR,mae_g,1259.8141297374318,,1
489.0,LINEAR,rmse_g,1636.7871656833447,,1
489.0,LINEAR,std,1136.2623555712944,,1
489.0,LINEAR,cv_percent,68.15697092880755,,1
489.0,LINEAR,mad,900.6648447428049,,1
489.0,LINEAR,variance,1291092.1406884266,,1
489.0,LINEAR,iqr,1782.9802750624835,,1
489.0,LINEAR,mean_estimate_absolute_percentage_error,240.92549408422718,,1
489.0,GAMMA,mean,301.76178013480677,,1
489.0,GAMMA,bias_g,-187.23821986519317,,1
489.0,GAMMA,mae_g,482.21940645833,,1
489.0,GAMMA,rmse_g,620.7127172033278,,1
489.0,GAMMA,std,591.7990590729695,,1
489.0,GAMMA,cv_percent,196.11465004235913,,1
489.0,GAMMA,mad,50.22781685522386,,1
489.0,GAMMA,variance,350226.126319652,,1
489.0,GAMMA,iqr,294.70915167779714,,1
489.0,GAMMA,mean_estimate_absolute_percentage_error,38.29002451230944,,1
489.0,FIT_PRESS,mean,443.21163963074224,,1
489.0,FIT_PRESS,bias_g,-45.788360369257774,,1
489.0,FIT_PRESS,mae_g,127.26035603047731,,1
489.0,FIT_PRESS,rmse_g,169.26613301091703,,1
489.0,FIT_PRESS,std,162.95536149254016,,1
489.0,FIT_PRESS,cv_percent,36.766940874636084,,1
489.0,FIT_PRESS,mad,83.52117647058822,,1
489.0,FIT_PRESS,variance,26554.44983916444,,1
489.0,FIT_PRESS,iqr,176.00603727042204,,1
489.0,FIT_PRESS,mean_estimate_absolute_percentage_error,9.36367287714883,,1
489.0,GLOBAL_LUT,mean,664.1220332281307,,1
489.0,GLOBAL_LUT,bias_g,175.12203322813073,,1
489.0,GLOBAL_LUT,mae_g,454.3899391904897,,1
489.0,GLOBAL_LUT,rmse_g,792.2943132642167,,1
489.0,GLOBAL_LUT,std,772.6982284882387,,1
489.0,GLOBAL_LUT,cv_percent,116.34883196576784,,1
489.0,GLOBAL_LUT,mad,287.1401903513005,,1
489.0,GLOBAL_LUT,variance,597062.5523088623,,1
489.0,GLOBAL_LUT,iqr,589.3304140291516,,1
489.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,35.81227673376907,,1
560.0,LINEAR,mean,1813.7296205657472,,1
560.0,LINEAR,bias_g,1253.7296205657472,,1
560.0,LINEAR,mae_g,1338.1420299641377,,1
560.0,LINEAR,rmse_g,1725.5020751990396,,1
560.0,LINEAR,std,1185.5460556352334,,1
560.0,LINEAR,cv_percent,65.36509313143556,,1
560.0,LINEAR,mad,1012.000568654397,,1
560.0,LINEAR,variance,1405519.45003226,,1
560.0,LINEAR,iqr,2017.7748117497285,,1
560.0,LINEAR,mean_estimate_absolute_percentage_error,223.88028938674057,,1
560.0,GAMMA,mean,375.4544477730958,,1
560.0,GAMMA,bias_g,-184.54555222690416,,1
560.0,GAMMA,mae_g,539.3239633550227,,1
560.0,GAMMA,rmse_g,699.9450018039751,,1
560.0,GAMMA,std,675.1784539687516,,1
560.0,GAMMA,cv_percent,179.82965922321225,,1
560.0,GAMMA,mad,69.55919990242623,,1
560.0,GAMMA,variance,455865.9447036336,,1
560.0,GAMMA,iqr,451.04843805340874,,1
560.0,GAMMA,mean_estimate_absolute_percentage_error,32.95456289766146,,1
560.0,FIT_PRESS,mean,489.9624273449168,,1
560.0,FIT_PRESS,bias_g,-70.03757265508312,,1
560.0,FIT_PRESS,mae_g,154.0815017603087,,1
560.0,FIT_PRESS,rmse_g,204.8205738464707,,1
560.0,FIT_PRESS,std,192.4739096277246,,1
560.0,FIT_PRESS,cv_percent,39.2834019275175,,1
560.0,FIT_PRESS,mad,105.89285714285717,,1
560.0,FIT_PRESS,variance,37046.2058873815,,1
560.0,FIT_PRESS,iqr,208.26782751736351,,1
560.0,FIT_PRESS,mean_estimate_absolute_percentage_error,12.506709402693414,,1
560.0,GLOBAL_LUT,mean,753.7749690183213,,1
560.0,GLOBAL_LUT,bias_g,193.77496901832123,,1
560.0,GLOBAL_LUT,mae_g,523.873551768278,,1
560.0,GLOBAL_LUT,rmse_g,880.0527221629975,,1
560.0,GLOBAL_LUT,std,858.4544572477043,,1
560.0,GLOBAL_LUT,cv_percent,113.8873659290799,,1
560.0,GLOBAL_LUT,mad,318.475011910338,,1
560.0,GLOBAL_LUT,variance,736944.0551684507,,1
560.0,GLOBAL_LUT,iqr,713.5998428631277,,1
560.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,34.602673038985934,,1
630.0,LINEAR,mean,2049.53853304184,,1
630.0,LINEAR,bias_g,1419.5385330418399,,1
630.0,LINEAR,mae_g,1433.2229786213418,,1
630.0,LINEAR,rmse_g,1824.3269116402632,,1
630.0,LINEAR,std,1145.896606917187,,1
630.0,LINEAR,cv_percent,55.90998112226243,,1
630.0,LINEAR,mad,1016.3938600515189,,1
630.0,LINEAR,variance,1313079.0337443221,,1
630.0,LINEAR,iqr,2015.9089562645565,,1
630.0,LINEAR,mean_estimate_absolute_percentage_error,225.32357667330794,,1
630.0,GAMMA,mean,469.5089044073852,,1
630.0,GAMMA,bias_g,-160.4910955926147,,1
630.0,GAMMA,mae_g,602.1165186214076,,1
630.0,GAMMA,rmse_g,780.7149625648699,,1
630.0,GAMMA,std,764.0408765296189,,1
630.0,GAMMA,cv_percent,162.73192464666724,,1
630.0,GAMMA,mad,122.1559558448179,,1
630.0,GAMMA,variance,583758.4610081484,,1
630.0,GAMMA,iqr,610.6438267554189,,1
630.0,GAMMA,mean_estimate_absolute_percentage_error,25.474777078192812,,1
630.0,FIT_PRESS,mean,600.5603954856645,,1
630.0,FIT_PRESS,bias_g,-29.439604514335556,,1
630.0,FIT_PRESS,mae_g,151.31046910885772,,1
630.0,FIT_PRESS,rmse_g,290.62239434869616,,1
630.0,FIT_PRESS,std,289.1274559480794,,1
630.0,FIT_PRESS,cv_percent,48.14294417704088,,1
630.0,FIT_PRESS,mad,97.4467948717949,,1
630.0,FIT_PRESS,variance,83594.68578300858,,1
630.0,FIT_PRESS,iqr,205.64395921793226,,1
630.0,FIT_PRESS,mean_estimate_absolute_percentage_error,4.67295309751358,,1
630.0,GLOBAL_LUT,mean,881.1726864886712,,1
630.0,GLOBAL_LUT,bias_g,251.17268648867113,,1
630.0,GLOBAL_LUT,mae_g,594.0844160842137,,1
630.0,GLOBAL_LUT,rmse_g,983.3522123866568,,1
630.0,GLOBAL_LUT,std,950.7333249485873,,1
630.0,GLOBAL_LUT,cv_percent,107.89409834491171,,1
630.0,GLOBAL_LUT,mad,353.7465454216516,,1
630.0,GLOBAL_LUT,variance,903893.8551677961,,1
630.0,GLOBAL_LUT,iqr,832.4900600164176,,1
630.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,39.86868039502716,,1
697.0,LINEAR,mean,2248.1076668357364,,1
697.0,LINEAR,bias_g,1551.1076668357366,,1
697.0,LINEAR,mae_g,1555.0583874732172,,1
697.0,LINEAR,rmse_g,1923.6576869607973,,1
697.0,LINEAR,std,1137.7714632063692,,1
697.0,LINEAR,cv_percent,50.61018562370764,,1
697.0,LINEAR,mad,1007.8664807950977,,1
697.0,LINEAR,variance,1294523.9024867623,,1
697.0,LINEAR,iqr,2020.708349260098,,1
697.0,LINEAR,mean_estimate_absolute_percentage_error,222.54055478274557,,1
697.0,GAMMA,mean,577.4682937981987,,1
697.0,GAMMA,bias_g,-119.53170620180126,,1
697.0,GAMMA,mae_g,669.0882521935266,,1
697.0,GAMMA,rmse_g,868.349314344294,,1
697.0,GAMMA,std,860.0829628208502,,1
697.0,GAMMA,cv_percent,148.94029197062957,,1
697.0,GAMMA,mad,167.0900827730822,,1
697.0,GAMMA,variance,739742.7029346919,,1
697.0,GAMMA,iqr,793.1739980093735,,1
697.0,GAMMA,mean_estimate_absolute_percentage_error,17.14945569609774,,1
697.0,FIT_PRESS,mean,686.4455539833491,,1
697.0,FIT_PRESS,bias_g,-10.554446016650893,,1
697.0,FIT_PRESS,mae_g,168.6939471595122,,1
697.0,FIT_PRESS,rmse_g,411.4913142643851,,1
697.0,FIT_PRESS,std,411.35593515143614,,1
697.0,FIT_PRESS,cv_percent,59.92550068456183,,1
697.0,FIT_PRESS,mad,94.48571428571427,,1
697.0,FIT_PRESS,variance,169213.70538431255,,1
697.0,FIT_PRESS,iqr,197.1753731343283,,1
697.0,FIT_PRESS,mean_estimate_absolute_percentage_error,1.5142677211837723,,1
697.0,GLOBAL_LUT,mean,1017.7230706500445,,1
697.0,GLOBAL_LUT,bias_g,320.72307065004446,,1
697.0,GLOBAL_LUT,mae_g,689.3769603858323,,1
697.0,GLOBAL_LUT,rmse_g,1103.9679293674938,,1
697.0,GLOBAL_LUT,std,1056.3531137951732,,1
697.0,GLOBAL_LUT,cv_percent,103.79573228309098,,1
697.0,GLOBAL_LUT,mad,401.5790210837895,,1
697.0,GLOBAL_LUT,variance,1115881.9010247581,,1
697.0,GLOBAL_LUT,iqr,926.1028106211427,,1
697.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,46.014787754669214,,1
800.0,LINEAR,mean,2395.764802728294,,1
800.0,LINEAR,bias_g,1595.764802728294,,1
800.0,LINEAR,mae_g,1601.2235933746902,,1
800.0,LINEAR,rmse_g,1959.3818715486432,,1
800.0,LINEAR,std,1136.9749394454534,,1
800.0,LINEAR,cv_percent,47.4577027824546,,1
800.0,LINEAR,mad,1029.615637888608,,1
800.0,LINEAR,variance,1292712.0129269925,,1
800.0,LINEAR,iqr,2066.8357992434935,,1
800.0,LINEAR,mean_estimate_absolute_percentage_error,199.47060034103674,,1
800.0,GAMMA,mean,671.6234730969913,,1
800.0,GAMMA,bias_g,-128.37652690300868,,1
800.0,GAMMA,mae_g,745.6785435049821,,1
800.0,GAMMA,rmse_g,941.5592436855251,,1
800.0,GAMMA,std,932.7664641859606,,1
800.0,GAMMA,cv_percent,138.88235023781795,,1
800.0,GAMMA,mad,221.5453295120485,,1
800.0,GAMMA,variance,870053.2767099788,,1
800.0,GAMMA,iqr,1005.3947436142122,,1
800.0,GAMMA,mean_estimate_absolute_percentage_error,16.047065862876085,,1
800.0,FIT_PRESS,mean,746.4172380787072,,1
800.0,FIT_PRESS,bias_g,-53.58276192129276,,1
800.0,FIT_PRESS,mae_g,196.59420788623348,,1
800.0,FIT_PRESS,rmse_g,450.241560418757,,1
800.0,FIT_PRESS,std,447.041776966318,,1
800.0,FIT_PRESS,cv_percent,59.89167373961143,,1
800.0,FIT_PRESS,mad,108.03476446034591,,1
800.0,FIT_PRESS,variance,199846.35035320322,,1
800.0,FIT_PRESS,iqr,210.41866255786135,,1
800.0,FIT_PRESS,mean_estimate_absolute_percentage_error,6.697845240161595,,1
800.0,GLOBAL_LUT,mean,1139.0660202371862,,1
800.0,GLOBAL_LUT,bias_g,339.06602023718625,,1
800.0,GLOBAL_LUT,mae_g,778.6781208620921,,1
800.0,GLOBAL_LUT,rmse_g,1210.3468689366707,,1
800.0,GLOBAL_LUT,std,1161.8837192530577,,1
800.0,GLOBAL_LUT,cv_percent,102.00319372279408,,1
800.0,GLOBAL_LUT,mad,420.1458338545074,,1
800.0,GLOBAL_LUT,variance,1349973.7770653183,,1
800.0,GLOBAL_LUT,iqr,1180.1543505213972,,1
800.0,GLOBAL_LUT,mean_estimate_absolute_percentage_error,42.38325252964828,,1
882.0,LINEAR,mean,2590.723819912714,,1
