mode,condition,actual_load_protocol,loading_relationship_between_modules,modules,N,target_hz,batch_id,load_layers,temporal_repeat_n,recorded_repeat_n,eligible_repeat_n,review_required_n,batch_n,recorded_batch_n,statistics_scope,statistics_basis,primary_matrix_selected_n,dynamic_analysis_selected_n,statistic_run_ids,review_required_run_ids,repeat_interpretation,main_packets_total,main_window_seconds_total,rate_Hz_mean,rate_Hz_sample_sd,rate_Hz_known_n,packet_Mbit_s_mean,packet_Mbit_s_sample_sd,packet_Mbit_s_known_n,raw_arrival_Mbit_s_mean,raw_arrival_Mbit_s_sample_sd,raw_arrival_Mbit_s_known_n,Lmean_B_mean,Lmean_B_sample_sd,Lmean_B_known_n,K_ESKD_mean,K_ESKD_sample_sd,K_ESKD_known_n,q_ESKF_mean,q_ESKF_sample_sd,q_ESKF_known_n,q_ESKF_pct_mean,q_ESKF_pct_sample_sd,q_ESKF_pct_known_n,equal_rate_FULL_saving_pct_mean,equal_rate_FULL_saving_pct_sample_sd,equal_rate_FULL_saving_pct_known_n
DELTA,large_area,large_area_coverage,simultaneous_coverage_and_loading_of_both_modules,M1_M3,2,200,BATCH_29a9913ec9454e27a7c47e72af6171f5,unspecified,3,3,3,0,1,1,complete_three_window_dynamic_batch,sample mean and SD across fixed main windows; CHECK retained in diagnostic statistics,0,3,20260907_054752_155421;20260907_054832_183609;20260907_054912_204552,,consecutive temporal windows in one setup; not independent assemblies,17968,90.01232840001467,199.61710025219432,0.014905785966838815,3,0.8158799625637574,0.0177862491770217,3,0.8158800514381012,0.01778619347321691,3,510.90319995859596,11.144827940512767,3,73.05365676969417,2.7206065624744946,3,0.0065672198325384705,0.00033708080858029925,3,0.6567219832538471,0.033708080858029926,3,75.9913909793893,0.5237231175053009,3
