N,combination_n,temporal_window_n,batch_n,weighting,rate_Hz_mean,rate_Hz_between_combination_sample_sd,rate_Hz_across_run_sample_sd,Lmean_B_mean,Lmean_B_between_combination_sample_sd,Lmean_B_across_run_sample_sd,packet_Mbit_s_mean,packet_Mbit_s_between_combination_sample_sd,packet_Mbit_s_across_run_sample_sd,raw_arrival_Mbit_s_mean,raw_arrival_Mbit_s_between_combination_sample_sd,raw_arrival_Mbit_s_across_run_sample_sd,K_ESKD_mean,K_ESKD_between_combination_sample_sd,K_ESKD_across_run_sample_sd,q_ESKF_mean,q_ESKF_between_combination_sample_sd,q_ESKF_across_run_sample_sd,q_ESKF_pct_mean,q_ESKF_pct_between_combination_sample_sd,q_ESKF_pct_across_run_sample_sd,K_effective_mean,K_effective_between_combination_sample_sd,K_effective_across_run_sample_sd
1,4,12,4,equal combination means; between-combination SD is undefined for one combination,200.15792999042014,0.1395258058930774,0.2778282671317611,145.237425269578,18.214423721379518,16.49651018239097,0.23256170766052073,0.029154969029256534,0.026404538151824072,0.23256184098434965,0.02915501756220553,0.02640458259818633,8.255807964060256,9.15209828077746,8.289100059511735,0.0050088865253452314,2.8960621074993935e-05,4.8569209547414416e-05,0.5008886525345231,0.0028960621074993723,0.004856920954741432,10.618712634789002,9.10721186068976,8.248255091195487
2,6,18,6,equal combination means; between-combination SD is undefined for one combination,200.37263872347864,0.6272757604644061,0.9457872543015633,251.98157262883575,17.216416855249545,16.36055347411,0.40389996740472006,0.02738861994313676,0.02593311591854642,0.4039001303382248,0.027388629467926053,0.02593312212233268,8.641245186686735,4.322043020205655,4.106753632439737,0.004994454449524698,1.9310917703816062e-05,2.819358681039659e-05,0.4994454449524698,0.0019310917703815858,0.0028193586810396575,10.995393157208937,4.304104213812388,4.0901383685275
3,4,12,4,equal combination means; between-combination SD is undefined for one combination,200.15912653249936,0.04548856907465109,0.05307385570057138,360.7402405644026,25.62409443050959,24.153549165989546,0.5776463321044134,0.04108471983492496,0.03872105283587461,0.5776464432053356,0.04108477396262914,0.038721097211557885,9.102065693518153,4.292739578331886,4.045633368101428,0.005000324219944801,8.656011942750184e-06,1.6117841140224165e-05,0.5000324219944801,0.0008656011942750252,0.0016117841140224078,11.456706760733763,4.270682405084933,4.025591527664925
4,1,3,1,equal combination means; between-combination SD is undefined for one combination,200.60019658768357,,0.8453966723491829,475.1477938869678,,5.719525970903759,0.7625432995093676,,0.012374861946287362,0.7625435661467628,,0.012374861945968468,10.044482636066347,,0.7171982427139422,0.004998330404656743,,2.8778322917913665e-06,0.4998330404656743,,0.00028778322917915266,12.393474235870972,,0.7149407463629679
