run_id,N,modules,slot,batch_id,repeat,main_status,ESKF_count,ESKD_count,K_ESKD,K1_ESKD,K2_ESKD,K_zero_fraction,K_max,q_ESKF,valid_update_rate_Hz,ESKF_PC_interval_mean_s,ESKF_trigger_reason
20260907_014243_220995,2,M0_M1,M0,BATCH_dfc2ebbd8db041c5b2d9018b1dee2619,2,PASS,30,5973,8.189352084379708,7.969194709526201,0.22015737485350745,0.0016742005692281935,47,0.004997501249375313,200.0986353273983,0.9994458586212392,unknown_without_correlated_firmware_events
20260907_014243_220995,2,M0_M1,M1,BATCH_dfc2ebbd8db041c5b2d9018b1dee2619,2,PASS,30,5973,1.1384563870751716,0.26351916959651767,0.8749372174786539,0.5824543780344885,17,0.004997501249375313,200.0986353273983,0.9996443448281156,unknown_without_correlated_firmware_events
20260907_014323_266112,2,M0_M1,M0,BATCH_dfc2ebbd8db041c5b2d9018b1dee2619,3,PASS,30,5974,6.133578841647138,5.886675594241714,0.2469032474054235,0.01975225979243388,80,0.004996668887408394,200.1284088402599,0.9993845241381144,unknown_without_correlated_firmware_events
20260907_014323_266112,2,M0_M1,M1,BATCH_dfc2ebbd8db041c5b2d9018b1dee2619,3,PASS,30,5974,1.3061600267827251,0.3237361901573485,0.9824238366253766,0.5490458654168061,68,0.004996668887408394,200.1284088402599,0.9993962655175108,unknown_without_correlated_firmware_events
20260907_014425_784635,2,M0_M2,M0,BATCH_7f9647ea41b9438fa2f830b83baf29c6,1,PASS,30,5972,5.337073007367716,5.004855994641661,0.3322170127260549,0.001841929002009377,51,0.004998333888703766,200.04447706652678,0.9990558034483472,unknown_without_correlated_firmware_events
20260907_014425_784635,2,M0_M2,M2,BATCH_7f9647ea41b9438fa2f830b83baf29c6,1,PASS,30,5972,22.811453449430676,22.476557267247152,0.33489618218352313,0.04186202277294039,37,0.004998333888703766,200.04447706652678,0.9994370206891446,unknown_without_correlated_firmware_events
20260907_014505_874750,2,M0_M2,M0,BATCH_7f9647ea41b9438fa2f830b83baf29c6,2,PASS,31,5996,3.541194129419613,3.334723148765844,0.20647098065376918,0.1887925283522348,52,0.0051435208229633315,200.87986313295784,0.9968058066665738,unknown_without_correlated_firmware_events
20260907_014505_874750,2,M0_M2,M2,BATCH_7f9647ea41b9438fa2f830b83baf29c6,2,PASS,30,5997,21.113390028347506,20.752042688010672,0.3613473403368351,0.04385526096381524,38,0.004977600796416127,200.87986313295784,0.9990621344828657,unknown_without_correlated_firmware_events
20260907_014545_965962,2,M0_M2,M0,BATCH_7f9647ea41b9438fa2f830b83baf29c6,3,PASS,30,5973,4.391595513142475,4.15737485350745,0.23422065963502428,0.1669177967520509,53,0.004997501249375313,200.04836951636236,0.9995304413796162,unknown_without_correlated_firmware_events
20260907_014545_965962,2,M0_M2,M2,BATCH_7f9647ea41b9438fa2f830b83baf29c6,3,PASS,30,5973,20.240750041855016,19.904068307383223,0.33668173447178973,0.053741838272225013,38,0.004997501249375313,200.04836951636236,0.9993014931026445,unknown_without_correlated_firmware_events
