row,column,method,adc_rmse,adc_r2,pressure_rmse,pressure_r2,lut_points,plateau_count,measured_adc_min,measured_adc_max
2,16,isotonic+pchip+lut,0.000000,1.000000,10.402141,0.999909,21,1,0.000,1287.000
3,1,isotonic+pchip+lut,0.213201,0.999999,55.790101,0.997387,17,5,3.000,775.000
3,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,3.000,1277.000
3,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,4.000,1036.000
3,4,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,14.000,1097.000
3,5,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,3.000,1185.000
3,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,10.000,1252.000
3,7,isotonic+pchip+lut,1.959824,0.999943,21.811724,0.999601,21,1,195.000,1317.500
3,8,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,167.000,1334.000
3,9,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,201.000,1328.000
3,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,13.000,1223.000
3,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,3.000,1334.000
3,12,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1321.000
3,13,isotonic+pchip+lut,0.075378,1.000000,31.281342,0.999179,21,1,1.000,1203.500
3,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1343.000
3,15,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1259.000
3,16,isotonic+pchip+lut,0.000000,1.000000,10.402141,0.999909,21,1,0.000,1298.000
4,1,isotonic+pchip+lut,0.174078,0.999999,71.683965,0.995687,20,2,0.000,759.000
4,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,5.500,1276.000
4,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,7.000,1035.000
4,4,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,17.000,1124.000
4,5,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,3.500,1200.000
4,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,12.000,1250.000
4,7,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,194.000,1321.000
4,8,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,220.000,1332.000
4,9,isotonic+pchip+lut,1.809068,0.999964,12.151648,0.999876,21,1,220.000,1332.000
4,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,17.000,1243.000
4,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,3.000,1339.000
4,12,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1331.000
4,13,isotonic+pchip+lut,0.000000,1.000000,21.411552,0.999615,20,2,0.000,1219.000
4,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1359.000
4,15,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1277.000
4,16,isotonic+pchip+lut,0.000000,1.000000,21.411552,0.999615,20,2,1.000,1319.000
5,1,isotonic+pchip+lut,0.452267,0.999993,71.718859,0.995683,19,3,0.000,742.000
5,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1264.000
5,3,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,0.000,1023.000
5,4,isotonic+pchip+lut,0.452267,0.999998,11.162702,0.999895,21,1,4.000,1122.000
5,5,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1192.000
5,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,4.000,1270.000
5,7,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,55.000,1291.000
5,8,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,89.000,1330.000
5,9,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,62.000,1325.000
5,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,7.000,1283.000
5,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1369.000
5,12,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,1.000,1335.000
5,13,isotonic+pchip+lut,0.000000,1.000000,34.040751,0.999027,19,3,1.000,1248.000
5,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1365.000
5,15,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,1.000,1274.000
5,16,isotonic+pchip+lut,0.000000,1.000000,10.402141,0.999909,21,1,0.000,1323.000
6,1,isotonic+pchip+lut,0.150756,0.999999,64.672985,0.996489,18,4,0.000,740.000
6,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1259.000
6,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1028.000
6,4,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.500,1106.000
6,5,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,2.000,1197.000
6,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,8.000,1275.000
6,7,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,72.000,1282.000
6,8,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,197.000,1339.000
6,9,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,58.000,1314.000
6,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,8.000,1298.000
6,11,isotonic+pchip+lut,0.000000,1.000000,9.949874,0.999917,21,1,2.000,1395.000
6,12,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1347.000
6,13,isotonic+pchip+lut,0.174078,1.000000,31.390072,0.999173,20,2,1.000,1285.000
6,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1380.000
6,15,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1279.000
6,16,isotonic+pchip+lut,0.000000,1.000000,10.402141,0.999909,21,1,1.000,1311.000
7,1,isotonic+pchip+lut,0.583874,0.999989,150.595660,0.980964,16,6,0.000,741.000
7,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,2.000,1275.000
7,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1033.000
7,4,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,14.000,1117.500
7,5,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,4.000,1184.000
7,6,isotonic+pchip+lut,0.452267,0.999997,11.931114,0.999881,21,1,15.000,1277.000
7,7,isotonic+pchip+lut,2.261335,0.999940,11.588542,0.999887,21,1,124.000,1292.000
7,8,isotonic+pchip+lut,16.884635,0.995762,18.214646,0.999722,21,1,269.000,1317.000
7,9,isotonic+pchip+lut,6.482494,0.999667,15.471921,0.999799,21,1,65.000,1311.000
7,10,isotonic+pchip+lut,0.150756,1.000000,10.853465,0.999901,21,1,16.000,1299.000
7,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,2.000,1397.000
7,12,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1357.000
7,13,isotonic+pchip+lut,0.150756,1.000000,14.609546,0.999821,21,1,0.000,1268.000
7,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1404.000
7,15,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1288.000
7,16,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,1.000,1321.000
8,1,isotonic+pchip+lut,0.460566,0.999993,88.672989,0.993400,18,4,1.000,739.500
8,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1273.000
8,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1021.000
8,4,isotonic+pchip+lut,1.356801,0.999978,31.258635,0.999180,21,1,13.000,1103.500
8,5,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,7.000,1184.000
8,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,25.000,1232.000
8,7,isotonic+pchip+lut,11.608187,0.998538,19.984540,0.999665,21,1,146.000,1310.000
8,8,isotonic+pchip+lut,38.787299,0.982735,52.201311,0.997713,20,2,195.000,1317.000
8,9,isotonic+pchip+lut,12.738854,0.998840,35.040439,0.998969,21,1,59.000,1313.000
8,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,24.000,1279.000
8,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,3.000,1391.000
8,12,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,1.000,1356.000
8,13,isotonic+pchip+lut,0.452267,0.999998,27.804951,0.999351,19,3,1.000,1250.000
8,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1412.000
8,15,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,1.000,1284.000
8,16,isotonic+pchip+lut,0.000000,1.000000,10.402141,0.999909,21,1,0.000,1354.000
9,1,isotonic+pchip+lut,0.759785,0.999982,100.764107,0.991477,17,5,0.000,740.000
9,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,4.000,1282.000
9,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,8.000,1025.000
9,4,isotonic+pchip+lut,1.206045,0.999982,20.557914,0.999645,21,1,12.000,1097.000
9,5,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,5.000,1174.000
9,6,isotonic+pchip+lut,0.829156,0.999992,11.889258,0.999881,21,1,13.000,1217.000
9,7,isotonic+pchip+lut,18.844459,0.996791,28.264428,0.999329,21,1,39.000,1329.000
9,8,isotonic+pchip+lut,37.236651,0.987975,39.502901,0.998690,21,1,46.000,1322.000
9,9,isotonic+pchip+lut,10.100630,0.999307,29.471720,0.999271,21,1,22.000,1319.000
9,10,isotonic+pchip+lut,0.678401,0.999996,11.346970,0.999892,21,1,11.500,1274.000
9,11,isotonic+pchip+lut,0.150756,1.000000,11.162182,0.999895,21,1,2.000,1384.000
9,12,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1349.000
9,13,isotonic+pchip+lut,0.150756,1.000000,31.258635,0.999180,21,1,0.000,1236.000
9,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1389.000
9,15,isotonic+pchip+lut,9.422445,0.999180,186.037645,0.970949,16,6,0.000,1281.000
9,16,isotonic+pchip+lut,0.000000,1.000000,21.411552,0.999615,20,2,1.000,1359.000
10,1,isotonic+pchip+lut,0.384353,0.999996,119.959999,0.987921,18,4,2.000,742.000
10,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.500,1270.000
10,3,isotonic+pchip+lut,0.226134,0.999999,13.755155,0.999841,21,1,7.000,1041.000
10,4,isotonic+pchip+lut,0.452267,0.999997,23.451113,0.999538,21,1,22.500,1083.000
10,5,isotonic+pchip+lut,0.301511,0.999999,11.866702,0.999882,21,1,8.000,1168.000
10,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,33.000,1207.000
10,7,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,250.000,1298.000
10,8,isotonic+pchip+lut,25.825170,0.991541,52.031869,0.997728,20,2,328.000,1323.000
10,9,isotonic+pchip+lut,3.334848,0.999916,22.864449,0.999561,20,2,117.000,1324.000
10,10,isotonic+pchip+lut,1.206045,0.999987,13.941012,0.999837,21,1,43.000,1290.000
10,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,5.000,1342.000
10,12,isotonic+pchip+lut,0.150756,1.000000,11.287644,0.999893,21,1,0.000,1351.000
10,13,isotonic+pchip+lut,0.621582,0.999997,38.184250,0.998776,20,2,0.000,1243.000
10,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,2.000,1397.000
10,15,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,1.000,1267.000
10,16,isotonic+pchip+lut,0.174078,1.000000,21.557222,0.999610,20,2,0.000,1337.000
11,1,isotonic+pchip+lut,0.337100,0.999997,94.840549,0.992450,17,5,2.000,748.000
11,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,7.000,1280.000
11,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,10.000,1036.500
11,4,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,18.000,1085.000
11,5,isotonic+pchip+lut,0.150756,1.000000,11.447870,0.999890,21,1,5.000,1164.000
11,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,22.000,1200.000
11,7,isotonic+pchip+lut,7.839295,0.999439,32.890887,0.999092,21,1,104.000,1287.000
11,8,isotonic+pchip+lut,20.249205,0.996679,42.078710,0.998514,20,2,113.000,1303.000
11,9,isotonic+pchip+lut,5.125693,0.999830,33.858514,0.999038,21,1,39.000,1299.000
11,10,isotonic+pchip+lut,0.904534,0.999993,11.799870,0.999883,21,1,26.000,1253.000
11,11,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,4.000,1323.000
11,12,isotonic+pchip+lut,0.150756,1.000000,11.871804,0.999882,21,1,0.000,1373.000
11,13,isotonic+pchip+lut,0.184637,1.000000,36.140426,0.998904,18,4,0.000,1221.000
11,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1380.000
11,15,isotonic+pchip+lut,0.150756,1.000000,11.066269,0.999897,21,1,0.000,1265.000
11,16,isotonic+pchip+lut,0.174078,1.000000,21.659599,0.999606,20,2,0.000,1351.000
12,1,isotonic+pchip+lut,0.684653,0.999988,86.972606,0.993651,15,7,2.000,760.000
12,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,5.000,1352.000
12,3,isotonic+pchip+lut,0.452267,0.999998,20.671367,0.999641,21,1,14.000,1061.000
12,4,isotonic+pchip+lut,2.451229,0.999923,36.122704,0.998905,19,3,44.000,1091.000
12,5,isotonic+pchip+lut,3.261344,0.999893,39.561591,0.998686,20,2,11.000,1175.000
12,6,isotonic+pchip+lut,0.452267,0.999997,13.222650,0.999853,21,1,43.000,1210.000
12,7,isotonic+pchip+lut,2.110579,0.999951,31.258635,0.999180,21,1,249.000,1293.000
12,8,isotonic+pchip+lut,16.367929,0.997120,38.387519,0.998763,20,2,251.000,1302.000
12,9,isotonic+pchip+lut,5.190317,0.999796,26.653377,0.999404,20,2,98.000,1288.000
12,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,27.000,1254.000
12,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,4.000,1327.000
12,12,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,0.000,1356.000
12,13,isotonic+pchip+lut,0.174078,1.000000,48.274782,0.998044,20,2,0.000,1215.000
12,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1376.000
12,15,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,0.000,1258.000
12,16,isotonic+pchip+lut,0.174078,1.000000,21.596272,0.999609,20,2,0.000,1325.000
13,1,isotonic+pchip+lut,0.466694,0.999994,69.695448,0.995923,15,7,0.000,754.500
13,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1312.500
13,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1081.000
13,4,isotonic+pchip+lut,0.527645,0.999997,31.493271,0.999167,21,1,24.000,1097.000
13,5,isotonic+pchip+lut,2.880183,0.999913,46.421104,0.998191,20,2,10.000,1166.000
13,6,isotonic+pchip+lut,0.904534,0.999989,16.586795,0.999769,21,1,65.000,1200.000
13,7,isotonic+pchip+lut,11.841120,0.998342,48.777673,0.998003,20,2,206.000,1265.000
13,8,isotonic+pchip+lut,15.980101,0.997285,34.404798,0.999006,21,1,182.000,1285.000
13,9,isotonic+pchip+lut,4.221159,0.999870,32.193296,0.999130,21,1,67.000,1281.000
13,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,27.000,1233.000
13,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,3.000,1307.000
13,12,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,0.000,1352.000
13,13,isotonic+pchip+lut,0.000000,1.000000,34.040751,0.999027,19,3,0.000,1211.000
13,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1392.000
13,15,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,0.000,1268.000
13,16,isotonic+pchip+lut,0.000000,1.000000,21.411552,0.999615,20,2,0.000,1303.000
14,1,isotonic+pchip+lut,0.000000,1.000000,63.962169,0.996566,17,5,0.000,750.000
14,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1273.000
14,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1035.500
14,4,isotonic+pchip+lut,2.455668,0.999925,38.393779,0.998763,20,2,33.000,1094.000
14,5,isotonic+pchip+lut,9.062410,0.999102,112.371390,0.989401,18,4,13.000,1194.000
14,6,isotonic+pchip+lut,2.110579,0.999941,39.990043,0.998658,21,1,64.000,1221.000
14,7,isotonic+pchip+lut,8.096015,0.999226,52.731218,0.997666,20,2,256.000,1276.000
14,8,isotonic+pchip+lut,21.020192,0.994971,28.756076,0.999306,20,2,233.000,1300.000
14,9,isotonic+pchip+lut,7.712642,0.999603,28.473700,0.999319,20,2,83.000,1304.000
14,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,40.000,1235.000
14,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,5.000,1317.000
14,12,isotonic+pchip+lut,0.758787,0.999998,582.090956,0.715591,19,3,0.000,1443.000
14,13,isotonic+pchip+lut,0.000000,1.000000,34.040751,0.999027,19,3,0.000,1221.000
14,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,1.000,1391.000
14,15,isotonic+pchip+lut,0.000000,1.000000,11.005164,0.999898,21,1,0.000,1283.000
14,16,isotonic+pchip+lut,0.000000,1.000000,21.411552,0.999615,20,2,0.000,1305.000
15,1,isotonic+pchip+lut,0.381881,0.999996,88.247760,0.993463,17,5,0.000,747.500
15,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,0.000,1260.000
15,3,isotonic+pchip+lut,0.075378,1.000000,11.085037,0.999897,21,1,0.000,1026.000
15,4,isotonic+pchip+lut,0.301511,0.999999,31.500765,0.999167,21,1,18.000,1095.000
15,5,isotonic+pchip+lut,3.618136,0.999870,43.234634,0.998431,21,1,5.000,1192.000
15,6,isotonic+pchip+lut,0.753778,0.999993,15.365193,0.999802,21,1,18.000,1218.000
15,7,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,97.000,1275.000
15,8,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,126.000,1337.000
15,9,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,48.000,1359.000
15,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,10.000,1244.000
15,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,2.000,1319.000
15,12,isotonic+pchip+lut,0.150756,1.000000,11.871804,0.999882,21,1,0.000,1343.000
15,13,isotonic+pchip+lut,0.184637,1.000000,34.377342,0.999008,19,3,0.000,1210.000
15,14,isotonic+pchip+lut,2.475639,0.999974,1191.149063,-0.190950,15,7,1.000,1447.000
15,15,isotonic+pchip+lut,0.150756,1.000000,11.047886,0.999898,21,1,0.000,1288.000
15,16,isotonic+pchip+lut,0.174078,1.000000,21.643683,0.999607,20,2,0.000,1310.000
16,1,isotonic+pchip+lut,0.713771,0.999984,142.982226,0.982840,17,5,0.500,731.000
16,2,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,2.000,1240.500
16,3,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,5.000,1008.000
16,4,isotonic+pchip+lut,0.150756,1.000000,17.253120,0.999750,21,1,15.000,1083.000
16,5,isotonic+pchip+lut,1.507557,0.999979,15.943786,0.999787,21,1,6.000,1196.000
16,6,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,25.000,1207.000
16,7,isotonic+pchip+lut,3.467380,0.999889,32.984311,0.999087,21,1,132.000,1267.000
16,8,isotonic+pchip+lut,12.846117,0.999022,223.321816,0.958138,20,2,134.000,1367.000
16,9,isotonic+pchip+lut,5.539938,0.999879,972.579192,0.206017,16,6,51.000,1429.000
16,10,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,29.000,1230.000
16,11,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,5.000,1308.000
16,12,isotonic+pchip+lut,0.150756,1.000000,11.871804,0.999882,21,1,0.000,1312.000
16,13,isotonic+pchip+lut,0.184637,1.000000,34.424073,0.999005,19,3,0.000,1197.000
16,14,isotonic+pchip+lut,0.000000,1.000000,0.000000,1.000000,22,0,2.000,1409.000
16,15,isotonic+pchip+lut,0.150756,1.000000,11.053612,0.999897,21,1,0.000,1258.000
16,16,isotonic+pchip+lut,0.174078,1.000000,21.699018,0.999605,20,2,0.000,1286.000
