source,actual_load_g,row,column,raw_adc,common_valid,status,quality_flags,linear_g,gamma_g,fit_g,global_lut_g
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,8,486.0,True,ok,,1339.3558523173604,25.743874268429863,326.6086956521739,245.43295306604296
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,9,671.0,True,ok,,0.0,0.0,385.22388059701484,392.290345895715
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,10,610.0,True,ok,,1295.787545787546,22.554083967789175,405.9375,345.95345368400274
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,11,603.0,True,ok,,0.0,0.0,215.0,340.29314088924957
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,12,620.0,True,ok,,0.0,0.0,232.63157894736872,354.0396148193643
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,13,18.0,True,ok,,0.0,0.0,180.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,14,646.0,True,ok,,582.8571428571429,0.9232907387255311,418.3333333333333,373.78750645327824
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,15,649.0,True,ok,,592.9304446978335,0.9887921002826201,394.2857142857143,376.00784718637067
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,10,16,167.0,True,ok,,0.0,0.0,215.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,1,328.0,True,ok,,1146.8885672937772,13.841236236056325,177.65656565656565,131.88719550915695
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,2,746.0,True,ok,,2623.413258110014,378.92810949502626,313.1162790697674,448.5091427161159
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,3,1082.0,True,ok,,3758.692628650904,1596.7511439239324,210.62105263157895,961.0781810231745
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,4,651.0,True,ok,,2172.794117647059,178.30531720836163,283.0769230769231,377.48807434176564
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,5,788.0,True,ok,,2179.039301310044,180.3641585933241,302.6666666666667,480.83437661259563
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,6,634.0,True,ok,,1790.9238249594814,82.29973616165692,303.04477611940297,364.90614352090864
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,7,846.0,True,ok,,2316.8498168498168,230.50561986826236,388.71794871794873,540.8722634684942
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,8,696.0,True,ok,,2260.5790645879733,208.91460012421257,332.01413427561835,410.7931853381518
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,9,1324.0,True,ok,,4300.11862396204,2735.342618420294,1208.4666666666667,2548.4905511188426
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,10,871.0,True,ok,,2717.12158808933,436.0399479522416,356.63157894736844,570.6328705198579
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,11,764.0,True,ok,,669.2913385826772,1.6052800411137438,316.6530612244898,462.3628143860358
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,12,789.0,True,ok,,994.9937421777222,7.840998745308999,332.6896551724138,481.6040250387023
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,13,24.0,True,ok,,19.978205593897567,1.2744297453399739e-06,360.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,14,721.0,True,ok,,1699.530516431925,66.74302024167645,326.7692307692308,429.29602478058854
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,15,731.0,True,ok,,1770.8333333333335,78.66847662278165,319.92452830188677,436.9644163245159
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,11,16,164.0,True,ok,,33.11258278145695,9.61750044698776e-06,212.1219512195122,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,1,403.0,True,ok,,1406.25,31.28528594970703,202.44910179640718,184.82020669992872
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,2,869.0,True,ok,,3024.390243902439,669.3315563488914,305.29411764705884,568.1470905514309
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,3,1042.0,True,ok,,3624.6518105849586,1380.8775301119122,265.9591836734694,859.7807661951308
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,4,674.0,True,ok,,2266.857962697274,211.2453813828419,248.32530949105916,394.51068662880743
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,5,873.0,True,ok,,2726.5500794912564,442.12380880746883,266.220640569395,573.5259928963513
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,6,695.0,True,ok,,2189.8355754858,183.96534306699655,271.0112359550562,410.0530717604543
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,7,1162.0,True,ok,,3825.636942675159,1713.582417682574,427.1428571428571,1164.573692840226
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,8,632.0,True,ok,,2091.0384068278804,152.9459656805634,311.64179104477614,363.4259163655137
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,9,878.0,True,ok,,2684.5906902086676,415.52992548901204,317.6307692307692,580.7587988375848
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,10,822.0,True,ok,,2635.6877323420076,386.06977964184904,276.4379562043796,512.4115743384732
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,11,752.0,True,ok,,2011.2456747404844,130.903265199919,263.3557046979866,453.12703327275585
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,12,866.0,True,ok,,2574.2154368108568,351.29304230294224,273.13548387096773,564.5895044101783
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,13,26.0,True,ok,,64.28571428571428,0.00013663057059558516,273.6,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,14,1093.0,True,ok,,3601.4851485148515,1345.9114873296637,482.76265432098774,995.6191808700077
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,15,1128.0,True,ok,,3750.0,1582.03125,279.56756756756755,1056.7049096921903
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,12,16,228.0,True,ok,,464.20141620771045,0.3714632305065816,216.0,45.855817875210796
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,1,169.0,True,ok,,570.2364394993047,0.8458821341557462,206.87850467289718,0.5059227573725991
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,2,381.0,True,ok,,1313.9695712309822,23.846860928613335,306.91525423728814,170.16817533856022
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,3,434.0,True,ok,,1487.9725085910652,39.21657091923555,303.4554973821989,205.46625089094798
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,4,324.0,True,ok,,1030.1507537688442,9.00934308426333,294.8165680473373,128.2457517335975
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,5,385.0,True,ok,,893.2714617169374,5.093588125280238,305.05263157894734,172.83218104062723
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,6,338.0,True,ok,,975.254730713246,7.237061271932661,306.8456375838926,140.99080494805557
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,7,550.0,True,ok,,1540.5405405405406,45.05910004530028,318.7976878612717,297.4364868718331
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,8,357.0,True,ok,,1163.035839775123,14.63734735569462,314.44363636363636,154.18414112615824
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,9,497.0,True,ok,,1446.1883408071749,34.99366344893148,325.94011976047904,254.3807233169311
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,10,566.0,True,ok,,1844.5896877269427,92.61665515976203,344.57142857142856,310.37434468841167
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,11,502.0,True,ok,,1465.9090909090908,36.94180738700395,315.4064516129032,258.44789161278936
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,12,743.0,True,ok,,2399.5535714285716,265.22336938092235,306.989010989011,446.20019743779585
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,13,22.0,True,ok,,67.32813607370659,0.0001643903624990241,312.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,14,603.0,True,ok,,1941.8181818181818,113.74288504892287,327.588424437299,340.29314088924957
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,15,560.0,True,ok,,1766.402307137707,77.88404161516333,324.37630662020905,305.52264800719473
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,13,16,111.0,True,ok,,296.269202633504,0.06163622354016899,315.54455445544556,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,1,213.0,True,ok,,746.6383581033264,2.4861720408664465,116.18617021276596,34.326183523218035
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,2,502.0,True,ok,,1739.5833333333333,73.26067898597245,280.08376963350787,258.44789161278936
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,3,582.0,True,ok,,2015.9611380985425,132.13522563338023,202.34532374100718,323.31220250499024
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,4,462.0,True,ok,,1589.655172413793,51.085976228401435,136.63464696223318,225.91054524592334
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,5,513.0,True,ok,,1754.9896765313144,75.89064632697756,109.61194029850746,267.3956618636775
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,6,454.0,True,ok,,1555.4026152787337,46.8232210646616,209.29192546583852,219.40307597255014
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,7,672.0,True,ok,,2310.082872928177,227.82439621085496,142.47761194029852,393.0304594734125
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,8,528.0,True,ok,,1822.268326417704,88.21436116047042,254.07249466950958,279.59716675125225
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,9,800.0,True,ok,,2753.623188405797,459.9472513514178,178.21140142517814,490.07015772587556
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,10,1009.0,True,ok,,3444.976076555024,1126.7688397445288,257.8718421052631,784.6482159478746
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,11,865.0,True,ok,,2949.419002050581,605.390891875058,135.63157894736844,563.4036423630941
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,12,1034.0,True,ok,,3543.956043956044,1261.9533288907014,169.07142857142856,841.8371703381943
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,13,31.0,True,ok,,104.60251046025104,0.0009577637991795424,174.28571428571428,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,14,667.0,True,ok,,2306.0941828254845,226.25498053830313,262.188679245283,389.3298915849251
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,15,633.0,True,ok,,2188.365650969529,183.47189411772146,260.0,364.16602994321113
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,14,16,137.0,True,ok,,482.611781405252,0.4339919414098139,204.1867469879518,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,1,124.0,True,ok,,433.09859154929575,0.28147321427693034,180.60606060606062,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,2,286.0,True,ok,,981.4049586776861,7.421351110389732,226.8734693877551,93.65203586578272
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,3,336.0,True,ok,,1157.8221915920055,14.376642193872396,177.9736842105263,139.17008306027583
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,4,264.0,True,ok,,906.2715368711234,5.396638763646768,196.96597145993417,73.62409510020575
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,5,302.0,True,ok,,1034.3642611683847,9.157649417905967,177.38866396761134,108.21781096802053
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,6,270.0,True,ok,,927.5862068965516,5.9225279016402235,183.5810162991371,79.08626076354491
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,7,409.0,True,ok,,1402.0618556701031,30.914247773005183,174.97955607476638,188.8162152530292
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,8,316.0,True,ok,,1079.9726589200272,10.88280958148256,185.37032418952617,120.9628641824786
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,9,484.0,True,ok,,1651.8467852257181,59.56196771454537,169.43063988790288,243.80608574769963
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,10,606.0,True,ok,,2072.50341997264,147.5947842458994,155.29617224880383,342.7189892298581
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,11,571.0,True,ok,,1938.2213170400541,112.90247175061144,145.96705776173286,314.4174252560925
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,12,562.0,True,ok,,1922.0246238030095,109.1756474512089,183.19156850588965,307.139880234267
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,13,17.0,True,ok,,55.90496156533892,7.8143237445311e-05,172.02173913043478,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,14,429.0,True,ok,,1476.2560220233997,37.99589823998001,202.83580508474577,202.13624376336423
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,15,396.0,True,ok,,1368.3483068417415,28.04636770240359,208.62190812720848,180.15819672131147
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,15,16,85.0,True,ok,,301.29124820659973,0.06592286197157793,161.4111111111111,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,1,2.0,True,ok,,3.589375448671931,1.3279005128739614e-09,119.66666666666666,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,2,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,3,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,4,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,5,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,6,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,7,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,8,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,9,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,10,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,11,0.0,True,ok,,0.0,0.0,0.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,12,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,13,1.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,14,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,15,0.0,True,ok,,0.0,0.0,108.0,0.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_352g_20260907_090729_092912\view_distribution_capture.json,352.0,16,16,1.0,True,ok,,0.0,0.0,108.0,0.0
