N,M_configured_slots,frequency_Hz,FULL_Mbit_s,DELTA_K0_Mbit_s,DELTA_K240_Mbit_s,DELTA_K480_Mbit_s,USB_raw_Mbit_s,q_ESKF_total,T_sync_s,DELTA_K0_no_ESKF_bound_Mbit_s,DELTA_K240_no_ESKF_bound_Mbit_s,DELTA_K480_no_ESKF_bound_Mbit_s
21,21,700,123.3792,10.64448,67.01184,123.3792,480.0,0.0014285714285714286,1.0,10.4832,66.9312,123.3792
22,22,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
22,22,25,4.616,0.56096,2.5884799999999997,4.616,480.0,0.04,1.0,0.392,2.504,4.616
22,22,50,9.232,0.9529599999999999,5.09248,9.232,480.0,0.02,1.0,0.784,5.008,9.232
22,22,75,13.848,1.34496,7.59648,13.848,480.0,0.013333333333333334,1.0,1.176,7.512,13.848
22,22,100,18.464,1.7369599999999998,10.100480000000001,18.464,480.0,0.01,1.0,1.568,10.016,18.464
22,22,125,23.08,2.12896,12.604479999999999,23.08,480.0,0.008,1.0,1.96,12.52,23.08
22,22,150,27.696,2.52096,15.108480000000002,27.696,480.0,0.006666666666666667,1.0,2.352,15.024,27.696
22,22,175,32.312,2.91296,17.61248,32.312,480.0,0.005714285714285714,1.0,2.744,17.528,32.312
22,22,200,36.928,3.30496,20.11648,36.928,480.0,0.005,1.0,3.136,20.032,36.928
22,22,225,41.544,3.69696,22.62048,41.544,480.0,0.0044444444444444444,1.0,3.528,22.536,41.544
22,22,250,46.16,4.08896,25.124480000000005,46.16,480.0,0.004,1.0,3.92,25.04,46.16
22,22,275,50.776,4.48096,27.628479999999996,50.776,480.0,0.0036363636363636364,1.0,4.312,27.544,50.776
22,22,300,55.392,4.87296,30.13248,55.392,480.0,0.0033333333333333335,1.0,4.704,30.048,55.392
22,22,325,60.008,5.264959999999999,32.63648,60.008,480.0,0.003076923076923077,1.0,5.096,32.552,60.008
22,22,350,64.624,5.656959999999999,35.14048,64.624,480.0,0.002857142857142857,1.0,5.488,35.056,64.624
22,22,375,69.24,6.048960000000001,37.64448,69.24,480.0,0.0026666666666666666,1.0,5.88,37.56,69.24
22,22,400,73.856,6.440960000000001,40.148480000000006,73.856,480.0,0.0025,1.0,6.272,40.064,73.856
22,22,425,78.472,6.83296,42.652480000000004,78.472,480.0,0.002352941176470588,1.0,6.664,42.568,78.472
22,22,450,83.088,7.224959999999999,45.15648,83.088,480.0,0.0022222222222222222,1.0,7.056,45.072,83.088
22,22,475,87.704,7.616959999999999,47.66048000000001,87.704,480.0,0.002105263157894737,1.0,7.448,47.576,87.704
22,22,500,92.32,8.008959999999998,50.16447999999999,92.32,480.0,0.002,1.0,7.84,50.08,92.32
22,22,525,96.936,8.40096,52.66848,96.93600000000002,480.0,0.0019047619047619048,1.0,8.232,52.584,96.936
22,22,550,101.552,8.79296,55.17248,101.552,480.0,0.0018181818181818182,1.0,8.624,55.088,101.552
22,22,575,106.168,9.184959999999998,57.67647999999999,106.168,480.0,0.0017391304347826088,1.0,9.016,57.592,106.168
22,22,600,110.784,9.57696,60.180479999999996,110.784,480.0,0.0016666666666666668,1.0,9.408,60.096,110.784
22,22,625,115.4,9.96896,62.68447999999999,115.4,480.0,0.0016,1.0,9.8,62.6,115.4
22,22,650,120.016,10.36096,65.18848,120.016,480.0,0.0015384615384615385,1.0,10.192,65.104,120.016
22,22,675,124.632,10.75296,67.69247999999999,124.632,480.0,0.0014814814814814814,1.0,10.584,67.608,124.632
22,22,700,129.248,11.144959999999998,70.19648,129.248,480.0,0.0014285714285714286,1.0,10.976,70.112,129.248
23,23,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
23,23,25,4.8256,0.58624,2.7059199999999994,4.8256,480.0,0.04,1.0,0.4096,2.6176,4.8256
23,23,50,9.6512,0.99584,5.32352,9.6512,480.0,0.02,1.0,0.8192,5.2352,9.6512
23,23,75,14.4768,1.40544,7.941119999999999,14.4768,480.0,0.013333333333333334,1.0,1.2288,7.8528,14.4768
23,23,100,19.3024,1.8150399999999998,10.558720000000001,19.3024,480.0,0.01,1.0,1.6384,10.4704,19.3024
23,23,125,24.128,2.2246400000000004,13.176319999999999,24.128,480.0,0.008,1.0,2.048,13.088,24.128
23,23,150,28.9536,2.6342400000000006,15.79392,28.9536,480.0,0.006666666666666667,1.0,2.4576,15.7056,28.9536
23,23,175,33.7792,3.0438400000000003,18.41152,33.7792,480.0,0.005714285714285714,1.0,2.8672,18.3232,33.7792
23,23,200,38.6048,3.4534399999999996,21.02912,38.6048,480.0,0.005,1.0,3.2768,20.9408,38.6048
23,23,225,43.4304,3.86304,23.64672,43.4304,480.0,0.0044444444444444444,1.0,3.6864,23.5584,43.4304
23,23,250,48.256,4.27264,26.264320000000005,48.256,480.0,0.004,1.0,4.096,26.176,48.256
23,23,275,53.0816,4.682239999999999,28.881919999999997,53.0816,480.0,0.0036363636363636364,1.0,4.5056,28.7936,53.0816
23,23,300,57.9072,5.091840000000001,31.499520000000004,57.9072,480.0,0.0033333333333333335,1.0,4.9152,31.4112,57.9072
23,23,325,62.7328,5.50144,34.11712,62.7328,480.0,0.003076923076923077,1.0,5.3248,34.0288,62.7328
23,23,350,67.5584,5.911039999999999,36.73472,67.5584,480.0,0.002857142857142857,1.0,5.7344,36.6464,67.5584
23,23,375,72.384,6.32064,39.35231999999999,72.384,480.0,0.0026666666666666666,1.0,6.144,39.264,72.384
23,23,400,77.2096,6.730239999999999,41.96992,77.2096,480.0,0.0025,1.0,6.5536,41.8816,77.2096
23,23,425,82.0352,7.13984,44.587520000000005,82.0352,480.0,0.002352941176470588,1.0,6.9632,44.4992,82.0352
23,23,450,86.8608,7.54944,47.20512000000001,86.8608,480.0,0.0022222222222222222,1.0,7.3728,47.1168,86.8608
23,23,475,91.6864,7.959039999999999,49.82272000000001,91.6864,480.0,0.002105263157894737,1.0,7.7824,49.7344,91.6864
23,23,500,96.512,8.36864,52.44031999999999,96.512,480.0,0.002,1.0,8.192,52.352,96.512
23,23,525,101.3376,8.77824,55.05792,101.33760000000001,480.0,0.0019047619047619048,1.0,8.6016,54.9696,101.3376
23,23,550,106.1632,9.18784,57.67552,106.1632,480.0,0.0018181818181818182,1.0,9.0112,57.5872,106.1632
23,23,575,110.9888,9.597439999999999,60.293119999999995,110.9888,480.0,0.0017391304347826088,1.0,9.4208,60.2048,110.9888
23,23,600,115.8144,10.00704,62.91072,115.8144,480.0,0.0016666666666666668,1.0,9.8304,62.8224,115.8144
23,23,625,120.64,10.41664,65.52832,120.64,480.0,0.0016,1.0,10.24,65.44,120.64
23,23,650,125.4656,10.826240000000002,68.14591999999999,125.4656,480.0,0.0015384615384615385,1.0,10.6496,68.0576,125.4656
23,23,675,130.2912,11.235839999999998,70.76351999999999,130.2912,480.0,0.0014814814814814814,1.0,11.0592,70.6752,130.2912
23,23,700,135.1168,11.645439999999999,73.38112,135.1168,480.0,0.0014285714285714286,1.0,11.4688,73.2928,135.1168
24,24,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
24,24,25,5.0352,0.6115200000000001,2.82336,5.0352,480.0,0.04,1.0,0.4272,2.7312,5.0352
24,24,50,10.0704,1.0387199999999999,5.554560000000001,10.0704,480.0,0.02,1.0,0.8544,5.4624,10.0704
24,24,75,15.1056,1.46592,8.28576,15.1056,480.0,0.013333333333333334,1.0,1.2816,8.1936,15.1056
24,24,100,20.1408,1.8931199999999997,11.01696,20.1408,480.0,0.01,1.0,1.7088,10.9248,20.1408
24,24,125,25.176,2.32032,13.748159999999999,25.176,480.0,0.008,1.0,2.136,13.656,25.176
24,24,150,30.2112,2.7475200000000006,16.479360000000003,30.2112,480.0,0.006666666666666667,1.0,2.5632,16.3872,30.2112
24,24,175,35.2464,3.1747200000000007,19.21056,35.2464,480.0,0.005714285714285714,1.0,2.9904,19.1184,35.2464
24,24,200,40.2816,3.6019199999999993,21.941759999999995,40.2816,480.0,0.005,1.0,3.4176,21.8496,40.2816
24,24,225,45.3168,4.02912,24.67296,45.3168,480.0,0.0044444444444444444,1.0,3.8448,24.5808,45.3168
24,24,250,50.352,4.45632,27.404160000000005,50.352,480.0,0.004,1.0,4.272,27.312,50.352
24,24,275,55.3872,4.883519999999999,30.135359999999995,55.3872,480.0,0.0036363636363636364,1.0,4.6992,30.0432,55.3872
24,24,300,60.4224,5.31072,32.86656000000001,60.4224,480.0,0.0033333333333333335,1.0,5.1264,32.7744,60.4224
24,24,325,65.4576,5.737919999999999,35.59776,65.4576,480.0,0.003076923076923077,1.0,5.5536,35.5056,65.4576
24,24,350,70.4928,6.165119999999999,38.328959999999995,70.4928,480.0,0.002857142857142857,1.0,5.9808,38.2368,70.4928
24,24,375,75.528,6.59232,41.06016,75.528,480.0,0.0026666666666666666,1.0,6.408,40.968,75.528
24,24,400,80.5632,7.019520000000001,43.79136,80.5632,480.0,0.0025,1.0,6.8352,43.6992,80.5632
24,24,425,85.5984,7.446720000000001,46.522560000000006,85.5984,480.0,0.002352941176470588,1.0,7.2624,46.4304,85.5984
24,24,450,90.6336,7.873919999999999,49.25376000000001,90.6336,480.0,0.0022222222222222222,1.0,7.6896,49.1616,90.6336
24,24,475,95.6688,8.30112,51.98496000000001,95.6688,480.0,0.002105263157894737,1.0,8.1168,51.8928,95.6688
24,24,500,100.704,8.72832,54.716159999999995,100.704,480.0,0.002,1.0,8.544,54.624,100.704
24,24,525,105.7392,9.155520000000001,57.44736,105.73920000000003,480.0,0.0019047619047619048,1.0,8.9712,57.3552,105.7392
24,24,550,110.7744,9.582719999999998,60.17855999999999,110.7744,480.0,0.0018181818181818182,1.0,9.3984,60.0864,110.7744
24,24,575,115.8096,10.009919999999997,62.90975999999999,115.8096,480.0,0.0017391304347826088,1.0,9.8256,62.8176,115.8096
24,24,600,120.8448,10.437119999999998,65.64095999999999,120.8448,480.0,0.0016666666666666668,1.0,10.2528,65.5488,120.8448
24,24,625,125.88,10.86432,68.37215999999998,125.88,480.0,0.0016,1.0,10.68,68.28,125.88
24,24,650,130.9152,11.291520000000002,71.10336,130.9152,480.0,0.0015384615384615385,1.0,11.1072,71.0112,130.9152
24,24,675,135.9504,11.71872,73.83455999999998,135.9504,480.0,0.0014814814814814814,1.0,11.5344,73.7424,135.9504
24,24,700,140.9856,12.14592,76.56576,140.9856,480.0,0.0014285714285714286,1.0,11.9616,76.4736,140.9856
25,25,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
25,25,25,5.2448,0.6368,2.9407999999999994,5.2448,480.0,0.04,1.0,0.4448,2.8448,5.2448
25,25,50,10.4896,1.0815999999999997,5.7856,10.4896,480.0,0.02,1.0,0.8896,5.6896,10.4896
25,25,75,15.7344,1.5264,8.6304,15.7344,480.0,0.013333333333333334,1.0,1.3344,8.5344,15.7344
25,25,100,20.9792,1.9712,11.475200000000003,20.9792,480.0,0.01,1.0,1.7792,11.3792,20.9792
25,25,125,26.224,2.416,14.319999999999999,26.224,480.0,0.008,1.0,2.224,14.224,26.224
25,25,150,31.4688,2.8608,17.164800000000003,31.4688,480.0,0.006666666666666667,1.0,2.6688,17.0688,31.4688
25,25,175,36.7136,3.3056000000000005,20.0096,36.7136,480.0,0.005714285714285714,1.0,3.1136,19.9136,36.7136
25,25,200,41.9584,3.7504,22.8544,41.9584,480.0,0.005,1.0,3.5584,22.7584,41.9584
25,25,225,47.2032,4.1952,25.6992,47.2032,480.0,0.0044444444444444444,1.0,4.0032,25.6032,47.2032
25,25,250,52.448,4.64,28.544000000000004,52.448,480.0,0.004,1.0,4.448,28.448,52.448
25,25,275,57.6928,5.084799999999999,31.388799999999993,57.6928,480.0,0.0036363636363636364,1.0,4.8928,31.2928,57.6928
25,25,300,62.9376,5.5296,34.2336,62.9376,480.0,0.0033333333333333335,1.0,5.3376,34.1376,62.9376
25,25,325,68.1824,5.974399999999999,37.0784,68.1824,480.0,0.003076923076923077,1.0,5.7824,36.9824,68.1824
25,25,350,73.4272,6.4192,39.923199999999994,73.4272,480.0,0.002857142857142857,1.0,6.2272,39.8272,73.4272
25,25,375,78.672,6.864,42.768,78.672,480.0,0.0026666666666666666,1.0,6.672,42.672,78.672
25,25,400,83.9168,7.3088,45.61280000000001,83.9168,480.0,0.0025,1.0,7.1168,45.5168,83.9168
25,25,425,89.1616,7.7536,48.45760000000001,89.1616,480.0,0.002352941176470588,1.0,7.5616,48.3616,89.1616
25,25,450,94.4064,8.1984,51.302400000000006,94.4064,480.0,0.0022222222222222222,1.0,8.0064,51.2064,94.4064
25,25,475,99.6512,8.643199999999998,54.147200000000005,99.6512,480.0,0.002105263157894737,1.0,8.4512,54.0512,99.6512
25,25,500,104.896,9.087999999999997,56.99199999999999,104.896,480.0,0.002,1.0,8.896,56.896,104.896
25,25,525,110.1408,9.5328,59.8368,110.14080000000003,480.0,0.0019047619047619048,1.0,9.3408,59.7408,110.1408
25,25,550,115.3856,9.9776,62.6816,115.3856,480.0,0.0018181818181818182,1.0,9.7856,62.5856,115.3856
25,25,575,120.6304,10.4224,65.5264,120.6304,480.0,0.0017391304347826088,1.0,10.2304,65.4304,120.6304
25,25,600,125.8752,10.8672,68.37119999999999,125.8752,480.0,0.0016666666666666668,1.0,10.6752,68.2752,125.8752
25,25,625,131.12,11.312,71.21599999999998,131.12,480.0,0.0016,1.0,11.12,71.12,131.12
25,25,650,136.3648,11.756800000000002,74.0608,136.3648,480.0,0.0015384615384615385,1.0,11.5648,73.9648,136.3648
25,25,675,141.6096,12.2016,76.90559999999998,141.6096,480.0,0.0014814814814814814,1.0,12.0096,76.8096,141.6096
25,25,700,146.8544,12.6464,79.75040000000001,146.8544,480.0,0.0014285714285714286,1.0,12.4544,79.6544,146.8544
26,26,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
26,26,25,5.4544,0.66208,3.05824,5.4544,480.0,0.04,1.0,0.4624,2.9584,5.4544
26,26,50,10.9088,1.12448,6.01664,10.9088,480.0,0.02,1.0,0.9248,5.9168,10.9088
26,26,75,16.3632,1.5868799999999998,8.97504,16.3632,480.0,0.013333333333333334,1.0,1.3872,8.8752,16.3632
26,26,100,21.8176,2.04928,11.93344,21.8176,480.0,0.01,1.0,1.8496,11.8336,21.8176
26,26,125,27.272,2.5116800000000006,14.891839999999998,27.272,480.0,0.008,1.0,2.312,14.792,27.272
26,26,150,32.7264,2.97408,17.85024,32.7264,480.0,0.006666666666666667,1.0,2.7744,17.7504,32.7264
26,26,175,38.1808,3.4364800000000004,20.80864,38.1808,480.0,0.005714285714285714,1.0,3.2368,20.7088,38.1808
26,26,200,43.6352,3.8988799999999997,23.76704,43.6352,480.0,0.005,1.0,3.6992,23.6672,43.6352
26,26,225,49.0896,4.36128,26.72544,49.0896,480.0,0.0044444444444444444,1.0,4.1616,26.6256,49.0896
26,26,250,54.544,4.82368,29.683840000000004,54.544,480.0,0.004,1.0,4.624,29.584,54.544
26,26,275,59.9984,5.286079999999999,32.642239999999994,59.9984,480.0,0.0036363636363636364,1.0,5.0864,32.5424,59.9984
26,26,300,65.4528,5.748480000000001,35.60064,65.4528,480.0,0.0033333333333333335,1.0,5.5488,35.5008,65.4528
26,26,325,70.9072,6.2108799999999995,38.55904,70.9072,480.0,0.003076923076923077,1.0,6.0112,38.4592,70.9072
26,26,350,76.3616,6.67328,41.51743999999999,76.3616,480.0,0.002857142857142857,1.0,6.4736,41.4176,76.3616
26,26,375,81.816,7.13568,44.47584,81.816,480.0,0.0026666666666666666,1.0,6.936,44.376,81.816
26,26,400,87.2704,7.59808,47.43424,87.2704,480.0,0.0025,1.0,7.3984,47.3344,87.2704
26,26,425,92.7248,8.06048,50.39264000000001,92.7248,480.0,0.002352941176470588,1.0,7.8608,50.2928,92.7248
26,26,450,98.1792,8.522879999999999,53.351040000000005,98.1792,480.0,0.0022222222222222222,1.0,8.3232,53.2512,98.1792
26,26,475,103.6336,8.98528,56.30944000000001,103.6336,480.0,0.002105263157894737,1.0,8.7856,56.2096,103.6336
26,26,500,109.088,9.447679999999998,59.26783999999999,109.088,480.0,0.002,1.0,9.248,59.168,109.088
26,26,525,114.5424,9.910080000000002,62.22624,114.54240000000003,480.0,0.0019047619047619048,1.0,9.7104,62.1264,114.5424
26,26,550,119.9968,10.372479999999998,65.18464,119.9968,480.0,0.0018181818181818182,1.0,10.1728,65.0848,119.9968
26,26,575,125.4512,10.83488,68.14304,125.4512,480.0,0.0017391304347826088,1.0,10.6352,68.0432,125.4512
26,26,600,130.9056,11.29728,71.10144,130.9056,480.0,0.0016666666666666668,1.0,11.0976,71.0016,130.9056
26,26,625,136.36,11.75968,74.05983999999998,136.36,480.0,0.0016,1.0,11.56,73.96,136.36
26,26,650,141.8144,12.22208,77.01824,141.8144,480.0,0.0015384615384615385,1.0,12.0224,76.9184,141.8144
26,26,675,147.2688,12.68448,79.97663999999999,147.2688,480.0,0.0014814814814814814,1.0,12.4848,79.8768,147.2688
26,26,700,152.7232,13.14688,82.93504,152.7232,480.0,0.0014285714285714286,1.0,12.9472,82.8352,152.7232
27,27,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
27,27,25,5.664,0.68736,3.1756799999999994,5.664,480.0,0.04,1.0,0.48,3.072,5.664
27,27,50,11.328,1.1673599999999997,6.24768,11.328,480.0,0.02,1.0,0.96,6.144,11.328
27,27,75,16.992,1.64736,9.31968,16.992,480.0,0.013333333333333334,1.0,1.44,9.216,16.992
27,27,100,22.656,2.12736,12.391680000000003,22.656,480.0,0.01,1.0,1.92,12.288,22.656
27,27,125,28.32,2.60736,15.463679999999998,28.32,480.0,0.008,1.0,2.4,15.36,28.32
27,27,150,33.984,3.08736,18.53568,33.984,480.0,0.006666666666666667,1.0,2.88,18.432,33.984
27,27,175,39.648,3.56736,21.60768,39.648,480.0,0.005714285714285714,1.0,3.36,21.504,39.648
27,27,200,45.312,4.04736,24.67968,45.312,480.0,0.005,1.0,3.84,24.576,45.312
27,27,225,50.976,4.52736,27.75168,50.976,480.0,0.0044444444444444444,1.0,4.32,27.648,50.976
27,27,250,56.64,5.007360000000001,30.823680000000003,56.64,480.0,0.004,1.0,4.8,30.72,56.64
27,27,275,62.304,5.487359999999999,33.89567999999999,62.304,480.0,0.0036363636363636364,1.0,5.28,33.792,62.304
27,27,300,67.968,5.96736,36.96768,67.968,480.0,0.0033333333333333335,1.0,5.76,36.864,67.968
27,27,325,73.632,6.44736,40.03968,73.632,480.0,0.003076923076923077,1.0,6.24,39.936,73.632
27,27,350,79.296,6.927359999999999,43.11167999999999,79.296,480.0,0.002857142857142857,1.0,6.72,43.008,79.296
27,27,375,84.96,7.40736,46.18368,84.96,480.0,0.0026666666666666666,1.0,7.2,46.08,84.96
27,27,400,90.624,7.887360000000001,49.255680000000005,90.624,480.0,0.0025,1.0,7.68,49.152,90.624
27,27,425,96.288,8.36736,52.32768000000001,96.288,480.0,0.002352941176470588,1.0,8.16,52.224,96.288
27,27,450,101.952,8.84736,55.39968000000001,101.952,480.0,0.0022222222222222222,1.0,8.64,55.296,101.952
27,27,475,107.616,9.32736,58.471680000000006,107.616,480.0,0.002105263157894737,1.0,9.12,58.368,107.616
27,27,500,113.28,9.807359999999997,61.543679999999995,113.28,480.0,0.002,1.0,9.6,61.44,113.28
27,27,525,118.944,10.28736,64.61568,118.94400000000003,480.0,0.0019047619047619048,1.0,10.08,64.512,118.944
27,27,550,124.608,10.76736,67.68768,124.608,480.0,0.0018181818181818182,1.0,10.56,67.584,124.608
27,27,575,130.272,11.247359999999999,70.75968,130.272,480.0,0.0017391304347826088,1.0,11.04,70.656,130.272
27,27,600,135.936,11.72736,73.83168,135.936,480.0,0.0016666666666666668,1.0,11.52,73.728,135.936
27,27,625,141.6,12.207360000000001,76.90367999999998,141.6,480.0,0.0016,1.0,12.0,76.8,141.6
27,27,650,147.264,12.687360000000002,79.97568,147.264,480.0,0.0015384615384615385,1.0,12.48,79.872,147.264
27,27,675,152.928,13.167359999999999,83.04767999999999,152.928,480.0,0.0014814814814814814,1.0,12.96,82.944,152.928
27,27,700,158.592,13.64736,86.11968,158.592,480.0,0.0014285714285714286,1.0,13.44,86.016,158.592
28,28,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
28,28,25,5.8736,0.71264,3.2931199999999996,5.8736,480.0,0.04,1.0,0.4976,3.1856,5.8736
28,28,50,11.7472,1.2102399999999998,6.47872,11.7472,480.0,0.02,1.0,0.9952,6.3712,11.7472
28,28,75,17.6208,1.70784,9.66432,17.6208,480.0,0.013333333333333334,1.0,1.4928,9.5568,17.6208
28,28,100,23.4944,2.20544,12.849920000000003,23.4944,480.0,0.01,1.0,1.9904,12.7424,23.4944
28,28,125,29.368,2.70304,16.035519999999995,29.368,480.0,0.008,1.0,2.488,15.928,29.368
28,28,150,35.2416,3.2006400000000004,19.221120000000003,35.2416,480.0,0.006666666666666667,1.0,2.9856,19.1136,35.2416
28,28,175,41.1152,3.6982400000000006,22.40672,41.1152,480.0,0.005714285714285714,1.0,3.4832,22.2992,41.1152
28,28,200,46.9888,4.19584,25.59232,46.9888,480.0,0.005,1.0,3.9808,25.4848,46.9888
28,28,225,52.8624,4.69344,28.77792,52.8624,480.0,0.0044444444444444444,1.0,4.4784,28.6704,52.8624
28,28,250,58.736,5.19104,31.963520000000003,58.736,480.0,0.004,1.0,4.976,31.856,58.736
28,28,275,64.6096,5.6886399999999995,35.14911999999999,64.6096,480.0,0.0036363636363636364,1.0,5.4736,35.0416,64.6096
28,28,300,70.4832,6.18624,38.33472,70.4832,480.0,0.0033333333333333335,1.0,5.9712,38.2272,70.4832
28,28,325,76.3568,6.683839999999999,41.52032,76.3568,480.0,0.003076923076923077,1.0,6.4688,41.4128,76.3568
28,28,350,82.2304,7.181439999999999,44.70591999999999,82.2304,480.0,0.002857142857142857,1.0,6.9664,44.5984,82.2304
28,28,375,88.104,7.6790400000000005,47.89152,88.104,480.0,0.0026666666666666666,1.0,7.464,47.784,88.104
28,28,400,93.9776,8.17664,51.07712000000001,93.9776,480.0,0.0025,1.0,7.9616,50.9696,93.9776
28,28,425,99.8512,8.67424,54.262720000000016,99.8512,480.0,0.002352941176470588,1.0,8.4592,54.1552,99.8512
28,28,450,105.7248,9.17184,57.44832000000001,105.7248,480.0,0.0022222222222222222,1.0,8.9568,57.3408,105.7248
28,28,475,111.5984,9.669439999999998,60.63392000000002,111.5984,480.0,0.002105263157894737,1.0,9.4544,60.5264,111.5984
28,28,500,117.472,10.167039999999998,63.81951999999999,117.472,480.0,0.002,1.0,9.952,63.712,117.472
28,28,525,123.3456,10.664640000000002,67.00512,123.34560000000003,480.0,0.0019047619047619048,1.0,10.4496,66.8976,123.3456
28,28,550,129.2192,11.162239999999999,70.19072,129.2192,480.0,0.0018181818181818182,1.0,10.9472,70.0832,129.2192
28,28,575,135.0928,11.659839999999997,73.37632,135.0928,480.0,0.0017391304347826088,1.0,11.4448,73.2688,135.0928
28,28,600,140.9664,12.157439999999998,76.56191999999999,140.9664,480.0,0.0016666666666666668,1.0,11.9424,76.4544,140.9664
28,28,625,146.84,12.655039999999998,79.74751999999998,146.84,480.0,0.0016,1.0,12.44,79.64,146.84
28,28,650,152.7136,13.152640000000002,82.93311999999999,152.7136,480.0,0.0015384615384615385,1.0,12.9376,82.8256,152.7136
28,28,675,158.5872,13.65024,86.11871999999998,158.5872,480.0,0.0014814814814814814,1.0,13.4352,86.0112,158.5872
28,28,700,164.4608,14.147839999999999,89.30432,164.4608,480.0,0.0014285714285714286,1.0,13.9328,89.1968,164.4608
29,29,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
29,29,25,6.0832,0.7379200000000001,3.41056,6.0832,480.0,0.04,1.0,0.5152,3.2992,6.0832
29,29,50,12.1664,1.25312,6.709760000000001,12.1664,480.0,0.02,1.0,1.0304,6.5984,12.1664
29,29,75,18.2496,1.76832,10.00896,18.2496,480.0,0.013333333333333334,1.0,1.5456,9.8976,18.2496
29,29,100,24.3328,2.2835199999999993,13.30816,24.3328,480.0,0.01,1.0,2.0608,13.1968,24.3328
29,29,125,30.416,2.7987200000000003,16.607359999999996,30.416,480.0,0.008,1.0,2.576,16.496,30.416
29,29,150,36.4992,3.3139200000000004,19.906560000000002,36.4992,480.0,0.006666666666666667,1.0,3.0912,19.7952,36.4992
29,29,175,42.5824,3.82912,23.20576,42.5824,480.0,0.005714285714285714,1.0,3.6064,23.0944,42.5824
29,29,200,48.6656,4.34432,26.504959999999997,48.6656,480.0,0.005,1.0,4.1216,26.3936,48.6656
29,29,225,54.7488,4.85952,29.804159999999996,54.7488,480.0,0.0044444444444444444,1.0,4.6368,29.6928,54.7488
29,29,250,60.832,5.37472,33.10336,60.832,480.0,0.004,1.0,5.152,32.992,60.832
29,29,275,66.9152,5.889919999999999,36.402559999999994,66.9152,480.0,0.0036363636363636364,1.0,5.6672,36.2912,66.9152
29,29,300,72.9984,6.40512,39.70176,72.9984,480.0,0.0033333333333333335,1.0,6.1824,39.5904,72.9984
29,29,325,79.0816,6.920319999999999,43.00096,79.0816,480.0,0.003076923076923077,1.0,6.6976,42.8896,79.0816
29,29,350,85.1648,7.4355199999999995,46.30016,85.1648,480.0,0.002857142857142857,1.0,7.2128,46.1888,85.1648
29,29,375,91.248,7.950720000000001,49.59936,91.248,480.0,0.0026666666666666666,1.0,7.728,49.488,91.248
29,29,400,97.3312,8.465920000000002,52.89856000000001,97.3312,480.0,0.0025,1.0,8.2432,52.7872,97.3312
29,29,425,103.4144,8.98112,56.19776000000001,103.4144,480.0,0.002352941176470588,1.0,8.7584,56.0864,103.4144
29,29,450,109.4976,9.496319999999999,59.49696,109.4976,480.0,0.0022222222222222222,1.0,9.2736,59.3856,109.4976
29,29,475,115.5808,10.01152,62.79616000000001,115.5808,480.0,0.002105263157894737,1.0,9.7888,62.6848,115.5808
29,29,500,121.664,10.52672,66.09535999999999,121.664,480.0,0.002,1.0,10.304,65.984,121.664
29,29,525,127.7472,11.04192,69.39456,127.74720000000003,480.0,0.0019047619047619048,1.0,10.8192,69.2832,127.7472
29,29,550,133.8304,11.55712,72.69376,133.8304,480.0,0.0018181818181818182,1.0,11.3344,72.5824,133.8304
29,29,575,139.9136,12.072319999999998,75.99296,139.9136,480.0,0.0017391304347826088,1.0,11.8496,75.8816,139.9136
29,29,600,145.9968,12.587519999999998,79.29215999999998,145.9968,480.0,0.0016666666666666668,1.0,12.3648,79.1808,145.9968
29,29,625,152.08,13.10272,82.59135999999998,152.08,480.0,0.0016,1.0,12.88,82.48,152.08
29,29,650,158.1632,13.617920000000002,85.89055999999998,158.1632,480.0,0.0015384615384615385,1.0,13.3952,85.7792,158.1632
29,29,675,164.2464,14.13312,89.18975999999998,164.2464,480.0,0.0014814814814814814,1.0,13.9104,89.0784,164.2464
29,29,700,170.3296,14.648319999999998,92.48896000000002,170.3296,480.0,0.0014285714285714286,1.0,14.4256,92.3776,170.3296
30,30,0,0.0,0.0,0.0,0.0,480.0,0.0,1.0,0.0,0.0,0.0
30,30,25,6.2928,0.7632,3.527999999999999,6.2928,480.0,0.04,1.0,0.5328,3.4128,6.2928
30,30,50,12.5856,1.2959999999999998,6.9408,12.5856,480.0,0.02,1.0,1.0656,6.8256,12.5856
30,30,75,18.8784,1.8288,10.3536,18.8784,480.0,0.013333333333333334,1.0,1.5984,10.2384,18.8784
30,30,100,25.1712,2.3616,13.766400000000004,25.1712,480.0,0.01,1.0,2.1312,13.6512,25.1712
30,30,125,31.464,2.8944,17.179199999999998,31.464,480.0,0.008,1.0,2.664,17.064,31.464
