N,frequency_Hz,DELTA_K0_SPI_Mbit_s,DELTA_K240_SPI_Mbit_s,DELTA_K480_SPI_Mbit_s,configured_raw_Mbit_s,hypothetical_raw_Mbit_s,q_ESKF_total,T_sync_s,DELTA_K0_no_ESKF_bound_SPI_Mbit_s,DELTA_K240_no_ESKF_bound_SPI_Mbit_s,DELTA_K480_no_ESKF_bound_SPI_Mbit_s
9,100,0.67392,4.09536,7.5168,10.0,40.0,0.01,1.0,0.6048,4.0608,7.5168
9,125,0.8251200000000001,5.110559999999999,9.396,10.0,40.0,0.008,1.0,0.756,5.076,9.396
9,150,0.97632,6.12576,11.2752,10.0,40.0,0.006666666666666667,1.0,0.9072,6.0912,11.2752
9,175,1.12752,7.14096,13.1544,10.0,40.0,0.005714285714285714,1.0,1.0584,7.1064,13.1544
9,200,1.27872,8.15616,15.0336,10.0,40.0,0.005,1.0,1.2096,8.1216,15.0336
9,225,1.42992,9.17136,16.9128,10.0,40.0,0.0044444444444444444,1.0,1.3608,9.1368,16.9128
9,250,1.5811200000000003,10.186560000000002,18.792,10.0,40.0,0.004,1.0,1.512,10.152,18.792
9,275,1.73232,11.201759999999998,20.6712,10.0,40.0,0.0036363636363636364,1.0,1.6632,11.1672,20.6712
9,300,1.8835200000000003,12.216960000000002,22.5504,10.0,40.0,0.0033333333333333335,1.0,1.8144,12.1824,22.5504
9,325,2.0347199999999996,13.23216,24.4296,10.0,40.0,0.003076923076923077,1.0,1.9656,13.1976,24.4296
9,350,2.1859199999999994,14.247359999999999,26.3088,10.0,40.0,0.002857142857142857,1.0,2.1168,14.2128,26.3088
9,375,2.33712,15.262559999999999,28.188,10.0,40.0,0.0026666666666666666,1.0,2.268,15.228,28.188
9,400,2.48832,16.27776,30.0672,10.0,40.0,0.0025,1.0,2.4192,16.2432,30.0672
9,425,2.63952,17.292960000000004,31.9464,10.0,40.0,0.002352941176470588,1.0,2.5704,17.2584,31.9464
9,450,2.7907199999999994,18.30816,33.8256,10.0,40.0,0.0022222222222222222,1.0,2.7216,18.2736,33.8256
9,475,2.94192,19.32336,35.7048,10.0,40.0,0.002105263157894737,1.0,2.8728,19.2888,35.7048
9,500,3.0931199999999994,20.338559999999998,37.584,10.0,40.0,0.002,1.0,3.024,20.304,37.584
9,525,3.24432,21.35376,39.46320000000001,10.0,40.0,0.0019047619047619048,1.0,3.1752,21.3192,39.4632
9,550,3.3955199999999994,22.36896,41.3424,10.0,40.0,0.0018181818181818182,1.0,3.3264,22.3344,41.3424
9,575,3.5467199999999997,23.384159999999998,43.2216,10.0,40.0,0.0017391304347826088,1.0,3.4776,23.3496,43.2216
9,600,3.69792,24.39936,45.1008,10.0,40.0,0.0016666666666666668,1.0,3.6288,24.3648,45.1008
9,625,3.8491200000000005,25.414559999999998,46.98,10.0,40.0,0.0016,1.0,3.78,25.38,46.98
9,650,4.00032,26.42976,48.8592,10.0,40.0,0.0015384615384615385,1.0,3.9312,26.3952,48.8592
9,675,4.15152,27.44495999999999,50.7384,10.0,40.0,0.0014814814814814814,1.0,4.0824,27.4104,50.7384
9,700,4.30272,28.46016,52.6176,10.0,40.0,0.0014285714285714286,1.0,4.2336,28.4256,52.6176
10,0,0.0,0.0,0.0,10.0,40.0,0.0,1.0,0.0,0.0,0.0
10,25,0.2448,1.1663999999999997,2.088,10.0,40.0,0.04,1.0,0.168,1.128,2.088
10,50,0.4128,2.2944,4.176,10.0,40.0,0.02,1.0,0.336,2.256,4.176
10,75,0.5808,3.4224,6.264,10.0,40.0,0.013333333333333334,1.0,0.504,3.384,6.264
10,100,0.7488,4.550400000000001,8.352,10.0,40.0,0.01,1.0,0.672,4.512,8.352
10,125,0.9168000000000002,5.6784,10.44,10.0,40.0,0.008,1.0,0.84,5.64,10.44
10,150,1.0848,6.8064,12.528,10.0,40.0,0.006666666666666667,1.0,1.008,6.768,12.528
10,175,1.2528,7.9344,14.616,10.0,40.0,0.005714285714285714,1.0,1.176,7.896,14.616
10,200,1.4208,9.0624,16.704,10.0,40.0,0.005,1.0,1.344,9.024,16.704
10,225,1.5888,10.1904,18.792,10.0,40.0,0.0044444444444444444,1.0,1.512,10.152,18.792
10,250,1.7568000000000001,11.318400000000002,20.88,10.0,40.0,0.004,1.0,1.68,11.28,20.88
10,275,1.9248,12.446399999999997,22.968,10.0,40.0,0.0036363636363636364,1.0,1.848,12.408,22.968
10,300,2.0928,13.5744,25.056,10.0,40.0,0.0033333333333333335,1.0,2.016,13.536,25.056
10,325,2.2607999999999997,14.7024,27.144,10.0,40.0,0.003076923076923077,1.0,2.184,14.664,27.144
10,350,2.4287999999999994,15.830399999999997,29.232,10.0,40.0,0.002857142857142857,1.0,2.352,15.792,29.232
10,375,2.5968,16.958399999999997,31.32,10.0,40.0,0.0026666666666666666,1.0,2.52,16.92,31.32
10,400,2.7648,18.0864,33.408,10.0,40.0,0.0025,1.0,2.688,18.048,33.408
10,425,2.9328,19.214400000000005,35.496,10.0,40.0,0.002352941176470588,1.0,2.856,19.176,35.496
10,450,3.1007999999999996,20.3424,37.584,10.0,40.0,0.0022222222222222222,1.0,3.024,20.304,37.584
10,475,3.2687999999999997,21.4704,39.672,10.0,40.0,0.002105263157894737,1.0,3.192,21.432,39.672
10,500,3.436799999999999,22.598399999999998,41.76,10.0,40.0,0.002,1.0,3.36,22.56,41.76
10,525,3.6048,23.7264,43.848000000000006,10.0,40.0,0.0019047619047619048,1.0,3.528,23.688,43.848
10,550,3.7727999999999997,24.8544,45.936,10.0,40.0,0.0018181818181818182,1.0,3.696,24.816,45.936
10,575,3.9408,25.982399999999995,48.024,10.0,40.0,0.0017391304347826088,1.0,3.864,25.944,48.024
10,600,4.1088,27.1104,50.112,10.0,40.0,0.0016666666666666668,1.0,4.032,27.072,50.112
10,625,4.2768,28.238399999999995,52.2,10.0,40.0,0.0016,1.0,4.2,28.2,52.2
10,650,4.4448,29.3664,54.288,10.0,40.0,0.0015384615384615385,1.0,4.368,29.328,54.288
10,675,4.6128,30.49439999999999,56.376,10.0,40.0,0.0014814814814814814,1.0,4.536,30.456,56.376
10,700,4.7808,31.6224,58.464,10.0,40.0,0.0014285714285714286,1.0,4.704,31.584,58.464
