source,actual_load_g,row,column,raw_adc,common_valid,status,quality_flags,linear_g,gamma_g,fit_g
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,1,5.0,True,ok,FULL_UNSTABLE,8.729812309035356,4.646325304265065e-08,48.666666666666664
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,2,1.0,True,ok,FULL_UNSTABLE,2.1579628830384117,1.7348657339416934e-10,73.0
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,3,5.0,True,ok,FULL_UNSTABLE,4.317789291882556,2.7805823823899314e-09,37.18709677419355
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,4,101.0,True,ok,FULL_UNSTABLE,427.70299609205387,0.26770664855696086,22.54075235109718
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,5,98.0,True,ok,FULL_UNSTABLE,406.9264069264069,0.21935800204329892,25.043795620437958
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,6,65.0,True,ok,FULL_UNSTABLE,247.39583333333331,0.02996812080159599,17.858369098712448
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,7,81.0,True,ok,FULL_UNSTABLE,333.3333333333333,0.09876543209876543,23.19348268839104
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,8,5.0,True,ok,FULL_UNSTABLE,20.999580008399832,1.5557235383831435e-06,73.12048192771084
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,9,87.0,True,ok,FULL_UNSTABLE,340.13605442176873,0.10707810219594469,23.266932270916335
D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,70.0,1,10,137.0,True,ok,FULL_UNSTABLE,545.4545454545454,0.7081483505225051,25.451351351351352
