record_index,method,source,source_capture,module_id,fsr,frame_count,actual_load_g,inferred_load_g,actual_unit,inferred_unit,valid_cells,excluded_cells,included,exclusion_reason,signed_error_g,absolute_error_g,mae_g,rmse_g,error_rate_percent,zero_load_excluded_from_percentage_error,display_reference_inferred_load_g,display_reference_signed_error_g,display_reference_error_rate_percent
1,LINEAR,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,1,FSR1,200,0.0,75.26649248529655,g,g,255,1,True,,75.26649248529655,75.26649248529655,75.26649248529655,247.20286264998276,,True,75.26649248529655,75.26649248529655,
1,GAMMA,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,1,FSR1,200,0.0,1.9730773934210568,g,g,255,1,True,,1.9730773934210568,1.9730773934210568,1.9730773934210568,26.029584184497338,,True,1.9730773934210568,1.9730773934210568,
1,FIT_PRESS,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,1,FSR1,200,0.0,94.79964805594832,g,g,255,1,True,,94.79964805594832,94.79964805594832,94.79964805594832,243.54844392047974,,True,94.79964805594832,94.79964805594832,
1,GLOBAL_LUT,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_0g_20260907_090552_136850\view_distribution_capture.json,1,FSR1,200,0.0,69.89407834736357,g,g,255,1,True,,69.89407834736357,69.89407834736357,69.89407834736357,223.32643251548325,,True,89.15230460381919,89.15230460381919,
2,LINEAR,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,1,FSR1,200,70.0,313.88515513535185,g,g,255,1,True,,243.88515513535182,243.88515513535182,319.65404898985497,618.3467843090818,348.40736447907403,False,313.88515513535185,243.88515513535182,348.40736447907403
2,GAMMA,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,1,FSR1,200,70.0,26.821872502641966,g,g,255,1,True,,-43.17812749735804,43.17812749735804,88.68758931588964,318.94746848002893,61.683039281940054,False,26.821872502641966,-43.17812749735804,61.683039281940054
2,FIT_PRESS,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,1,FSR1,200,70.0,115.4261139677729,g,g,255,1,True,,45.42611396777293,45.42611396777293,81.8241980220092,329.74859276777215,64.89444852538989,False,115.4261139677729,45.42611396777293,64.89444852538989
2,GLOBAL_LUT,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_70g_20260907_090619_651549\view_distribution_capture.json,1,FSR1,200,70.0,123.31981462068353,g,g,255,1,True,,53.31981462068354,53.31981462068354,133.3968622422658,349.71251485120365,76.17116374383363,False,142.36934659482148,72.36934659482148,103.38478084974496
3,LINEAR,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_140g_20260907_090637_231002\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_140g_20260907_090637_231002\view_distribution_capture.json,1,FSR1,200,140.0,434.4685330221915,g,g,255,1,True,,294.4685330221915,294.4685330221915,409.9947026383089,628.746558980219,210.33466644442248,False,434.4685330221915,294.4685330221915,210.33466644442248
3,GAMMA,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_140g_20260907_090637_231002\view_distribution_capture.json,D:\study\programming\ESKIN\E-SKIN\docs\Final\Calibration scalability\DATA\module_1\FSR1\evaluation\view_distribution\load_140g_20260907_090637_231002\view_distribution_capture.json,1,FSR1,200,140.0,25.162177953337903,g,g,255,1,True,,-114.8378220466621,114.8378220466621,155.8986909117175,334.23453912613314,82.02701574761578,False,25.162177953337903,-114.8378220466621,82.02701574761578
