run_id,state,frequency_hz,protocol_mode,load,N,combo,repeat,source_path,source_kind,module_id,code,field,detail,raw_values_preserved
PS01_N2_F200_ZERO_M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,2,M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=2/M2-M3/zero_load/PS01_N2_F200_ZERO_M2-M3_USB_RX_R1.yaml,continuous_yaml,,DURATION_FIELDS_UNVERIFIED,"warmup_duration_s,measurement_duration_s","30 s and 10 s are prefilled nominal metadata, not independently verified elapsed durations.",True
PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,date,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,measurement_start_time,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,operator,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,FAULT_DEFAULTS_UNVERIFIED,"reset_count,current_limit_count,brownout_count,data_stop_count,data_gap_count",Template-default counters are not independently confirmed observations.,True
PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,DURATION_FIELDS_UNVERIFIED,"warmup_duration_s,measurement_duration_s","30 s and 10 s are prefilled nominal metadata, not independently verified elapsed durations.",True
PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/full_load/PS01_N3_F200_MAX_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,LOAD_APPLICATION_UNSPECIFIED,"load_mass_g,load_area_mm2,load_application","2000 g is recorded but per-module/system distribution, contact area, position and layer are unresolved.",True
PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,M0,CURRENT_REPRESENTATIVE_OUTSIDE_MINMAX,I_module0_avg_mA,Representative=17.968 mA; MIN=17.97; MAX=17.99; outside by 0.002000 mA. Check instrument display/rounding; do not replace values.,True
PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,M2,CURRENT_REPRESENTATIVE_OUTSIDE_MINMAX,I_module2_avg_mA,Representative=18.383 mA; MIN=18.35; MAX=18.38; outside by 0.003000 mA. Check instrument display/rounding; do not replace values.,True
PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,date,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,measurement_start_time,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,operator,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,FAULT_DEFAULTS_UNVERIFIED,"reset_count,current_limit_count,brownout_count,data_stop_count,data_gap_count",Template-default counters are not independently confirmed observations.,True
PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M0+M1+M2,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M0-M1-M2/zero_load/PS01_N3_F200_ZERO_M0-M1-M2_USB_RX_R1.yaml,continuous_yaml,,DURATION_FIELDS_UNVERIFIED,"warmup_duration_s,measurement_duration_s","30 s and 10 s are prefilled nominal metadata, not independently verified elapsed durations.",True
PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/full_load/PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,date,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/full_load/PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,measurement_start_time,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/full_load/PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,operator,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/full_load/PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,FAULT_DEFAULTS_UNVERIFIED,"reset_count,current_limit_count,brownout_count,data_stop_count,data_gap_count",Template-default counters are not independently confirmed observations.,True
PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/full_load/PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,DURATION_FIELDS_UNVERIFIED,"warmup_duration_s,measurement_duration_s","30 s and 10 s are prefilled nominal metadata, not independently verified elapsed durations.",True
PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/full_load/PS01_N3_F200_MAX_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,LOAD_APPLICATION_UNSPECIFIED,"load_mass_g,load_area_mm2,load_application","2000 g is recorded but per-module/system distribution, contact area, position and layer are unresolved.",True
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,M3,CURRENT_REPRESENTATIVE_OUTSIDE_MINMAX,I_module3_avg_mA,Representative=18.383 mA; MIN=18.35; MAX=18.38; outside by 0.003000 mA. Check instrument display/rounding; do not replace values.,True
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,date,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,measurement_start_time,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,operator,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,FAULT_DEFAULTS_UNVERIFIED,"reset_count,current_limit_count,brownout_count,data_stop_count,data_gap_count",Template-default counters are not independently confirmed observations.,True
PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,3,M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=3/M1-M2-M3/zero_load/PS01_N3_F200_ZERO_M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,DURATION_FIELDS_UNVERIFIED,"warmup_duration_s,measurement_duration_s","30 s and 10 s are prefilled nominal metadata, not independently verified elapsed durations.",True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,date,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,measurement_start_time,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,operator,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,FAULT_DEFAULTS_UNVERIFIED,"reset_count,current_limit_count,brownout_count,data_stop_count,data_gap_count",Template-default counters are not independently confirmed observations.,True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,DURATION_FIELDS_UNVERIFIED,"warmup_duration_s,measurement_duration_s","30 s and 10 s are prefilled nominal metadata, not independently verified elapsed durations.",True
PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,MAX,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/full_load/PS01_N4_F200_MAX_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,LOAD_APPLICATION_UNSPECIFIED,"load_mass_g,load_area_mm2,load_application","2000 g is recorded but per-module/system distribution, contact area, position and layer are unresolved.",True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,M1,CURRENT_REPRESENTATIVE_OUTSIDE_MINMAX,I_module1_avg_mA,Representative=18.302 mA; MIN=18.27; MAX=18.3; outside by 0.002000 mA. Check instrument display/rounding; do not replace values.,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,date,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,measurement_start_time,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,MISSING_ACQUISITION_METADATA,operator,Not recorded; photograph filename is not accepted as a confirmed acquisition timestamp.,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,FAULT_DEFAULTS_UNVERIFIED,"reset_count,current_limit_count,brownout_count,data_stop_count,data_gap_count",Template-default counters are not independently confirmed observations.,True
PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1,CONTINUOUS_USB_READ,200,FULL,ZERO,4,M0+M1+M2+M3,1,DATA/raw/canonical/power_experiment_records/transmission/n=4/M0-M1-M2-M3/zero_load/PS01_N4_F200_ZERO_M0-M1-M2-M3_USB_RX_R1.yaml,continuous_yaml,,DURATION_FIELDS_UNVERIFIED,"warmup_duration_s,measurement_duration_s","30 s and 10 s are prefilled nominal metadata, not independently verified elapsed durations.",True
