run_id,started_at,date,date_bucket,mode,target_Hz,N,modules,load,load_source,load_metadata,repeat_label,duration_s,raw_bytes,raw_packets,complete_outer_packets,valid_inner_packets,valid_module_frames,expected_module_frames,unupdated_expected_module_frames,all_expected_modules_updated_packets,partial_update_packets,f_all_expected_modules_Hz,diagnostic_payload_bytes,unupdated_module_status_counts,fixed_N_mixture_applicable,K_effective_present_module_frames,Lmean_B,Lmodel_mean_B,f_packet_Hz,f_complete_Hz,f_valid_inner_Hz,bytes_per_s,Mbit_per_s,ESKF_count,ESKD_count,q_ESKF_module_frames,K_ESKD_mean,K_ESKD_sd_population,K_ESKD_median,K_ESKD_p05,K_ESKD_p95,K_zero_fraction,K_effective_all_frames,summary_result,summary_session_base_mismatches,log_parse_errors,raw_base_break_events_after_anchor,raw_unapplied_after_anchor,raw_initial_unanchored_delta_frames,raw_sha256,source_dir,audit_issue_counts
20260905_190358,2026-09-05T19:03:58.793715+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,1,M2,zero_load,directory_and_metadata,Zero load,Repeat_5,30.000020999999833,1269596,6007,6007,6007,6007,6007,0,6007,0,200.2331931700992,0,{},True,43.676377559513895,211.3527551190278,211.3527551190278,200.2331931700992,200.2331931700992,200.2331931700992,42319.83704278097,0.3385586963422478,30,5977,0.00499417346429166,41.48636439685461,22.60206023284172,52.0,3.0,67.0,0.00886732474485528,43.676377559513895,PASS: no recorded transport/parser/cache error,0,0,0,0,118,6f7f7c79b4b9c13ef289d45afce714484962f8a54abd330e9f9bbf9cfa66b5f7,DELTA\Zero_load\N=1\M2\Repeat_5,"{""requested_vs_observed_algorithm"": 1}"
20260905_190430,2026-09-05T19:04:30.631968+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,1,M2,zero_load,directory_and_metadata,Zero load,Repeat_6,30.00250909999886,1292790,6008,6008,6008,6008,6008,0,6008,0,200.24991843099644,0,{},True,45.58904793608522,215.17809587217045,215.17809587217045,200.24991843099644,200.24991843099644,200.24991843099644,43089.396146539264,0.3447151691723141,30,5978,0.004993342210386152,43.40899966543995,23.579535174798327,54.0,3.0,71.0,0.012044161927065908,45.58904793608522,PASS: no recorded transport/parser/cache error,0,0,0,0,145,4368e433982e7d6b11147b31c02543686510b47fc3930132b16bd12cbcd72add,DELTA\Zero_load\N=1\M2\Repeat_6,"{""requested_vs_observed_algorithm"": 1}"
20260905_190503,2026-09-05T19:05:03.107304+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,1,M2,zero_load,directory_and_metadata,Zero load,Repeat_7,30.002515300002415,1302576,6008,6008,6008,6008,6008,0,6008,0,200.24987704945914,0,{},True,46.4034620505992,216.8069241011984,216.8069241011984,200.24987704945914,200.24987704945914,200.24987704945914,43415.5598947364,0.34732447915789116,30,5978,0.004993342210386152,44.22750083640013,23.858378990477917,56.0,3.0,71.0,0.014218802275008364,46.4034620505992,PASS: no recorded transport/parser/cache error,0,0,0,0,44,95834b403296498b147c14b701aba9cd1002ed6c00d895db5eeaf350035ad8fb,DELTA\Zero_load\N=1\M2\Repeat_7,"{""requested_vs_observed_algorithm"": 1}"
20260901_193036,2026-09-01T19:30:36.444487+01:00,2026-09-01,before_2026-09-05,DELTA,200,1,M3,zero_load,directory_and_metadata,Zero load,Repeat_1,30.00120749999769,880004,5989,5989,5989,5989,5989,0,5989,0,199.62529841508749,0,{},True,11.468358657538822,146.93671731507763,146.93671731507763,199.62529841508749,199.62529841508749,199.62529841508749,29332.286042155727,0.2346582883372458,29,5960,0.004842210719652696,9.188590604026846,3.7889370966443643,9.0,3.0,15.0,0.0041946308724832215,11.468358657538815,PASS: no recorded transport/parser/cache error,0,0,0,0,198,1abd3877f9a390b680c5c1804f01260f931f0e698d146b25467be011339ff63c,DELTA\Zero_load\N=1\M3\Repeat_1,{}
20260901_193117,2026-09-01T19:31:17.219666+01:00,2026-09-01,before_2026-09-05,DELTA,200,1,M3,zero_load,directory_and_metadata,Zero load,Repeat_2,30.00282920000609,911216,5987,5987,5987,5987,5987,0,5987,0,199.5478479742432,0,{},True,14.099549022882911,152.19909804576582,152.19909804576582,199.5478479742432,199.5478479742432,199.5478479742432,30371.002478653416,0.24296801982922733,30,5957,0.005010856856522465,11.753231492361927,5.647101168042809,11.0,3.0,22.0,0.0023501762632197414,14.099549022882911,PASS: no recorded transport/parser/cache error,0,0,0,0,58,1fcf3be218812d2f8a2739c41e05e282359d79331d363a519b02ca3304b27c4b,DELTA\Zero_load\N=1\M3\Repeat_2,{}
20260901_193149,2026-09-01T19:31:49.499417+01:00,2026-09-01,before_2026-09-05,DELTA,200,1,M3,zero_load,directory_and_metadata,Zero load,Repeat_3,30.000063400017098,890464,5989,5989,5989,5989,5989,0,5989,0,199.63291144233338,0,{},True,12.34162631491067,148.68325262982134,148.68325262982134,199.63291144233338,199.63291144233338,199.63291144233338,29682.070605207206,0.23745656484165764,30,5959,0.005009183503088996,9.987246182245343,3.945998772356194,10.0,4.0,17.0,0.002517200872629636,12.34162631491067,PASS: no recorded transport/parser/cache error,0,0,0,0,16,45323253213aad32c623cbb6ab6caed9c91504eae6fa231b70996c0c58ea78f6,DELTA\Zero_load\N=1\M3\Repeat_3,{}
20260905_190722,2026-09-05T19:07:22.475480+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,1,M3,zero_load,directory_and_metadata,Zero load,Repeat_4,30.001149300005636,1305232,6014,6014,6014,6014,6014,0,6014,0,200.45898708283386,0,{},True,46.516129032258064,217.03225806451613,217.03225806451613,200.45898708283386,200.45898708283386,200.45898708283386,43506.06661591311,0.34804853292730487,30,5984,0.004988360492184902,44.342914438502675,14.196919736644354,45.0,23.0,67.0,0.0,46.516129032258064,PASS: no recorded transport/parser/cache error,0,0,0,0,192,21e768c0f0c25bda92d1820ce984687df2588c0498f0160957f8b52624a76e55,DELTA\Zero_load\N=1\M3\Repeat_4,"{""requested_vs_observed_algorithm"": 1}"
20260905_190838,2026-09-05T19:08:38.535617+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,1,M3,zero_load,directory_and_metadata,Zero load,Repeat_5,30.000386699990486,1293696,6013,6013,6013,6013,6013,0,6013,0,200.43074978103223,0,{},True,45.57492100449028,215.14984200898056,215.14984200898056,200.43074978103223,200.43074978103223,200.43074978103223,43122.644149130596,0.3449811531930448,30,5983,0.004989190088142358,43.3966237673408,13.144879900232107,44.0,23.0,64.0,0.0,45.57492100449028,PASS: no recorded transport/parser/cache error,0,0,0,0,148,17602b93678e1bf488ff4f2159bdf360e9ffcca516d98e61021b2be2ece2e34a,DELTA\Zero_load\N=1\M3\Repeat_5,"{""requested_vs_observed_algorithm"": 1}"
20260905_190910,2026-09-05T19:09:10.265626+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,1,M3,zero_load,directory_and_metadata,Zero load,Repeat_6,30.001197499994305,1295144,6014,6014,6014,6014,6014,0,6014,0,200.45866502499248,0,{},True,45.677419354838705,215.3548387096774,215.3548387096774,200.45866502499248,200.45866502499248,200.45866502499248,43169.74347441451,0.34535794779531603,30,5984,0.004988360492184902,43.5,13.341238187051319,44.0,22.0,64.0,0.0,45.677419354838705,PASS: no recorded transport/parser/cache error,0,0,0,0,189,f6e5c5963549f76dbd0c1c73509f91d49867dbf5433b64cddd5818bb1df6ba4e,DELTA\Zero_load\N=1\M3\Repeat_6,"{""requested_vs_observed_algorithm"": 1}"
20260901_200355,2026-09-01T20:03:55.766443+01:00,2026-09-01,before_2026-09-05,DELTA,200,2,M0+M1,zero_load,directory_and_metadata,Zero load,single_run_no_repeat_label,30.555231100006495,2495472,5957,5957,5957,11914,11914,0,5957,0,194.95843381131337,0,{},True,52.72855464159812,418.9142185663925,418.9142185663925,194.95843381131337,194.95843381131337,194.95843381131337,81670.85995299408,0.6533668796239527,60,11854,0.005036091992613732,50.56588493335583,19.580362334670866,50.0,23.0,82.0,0.0,52.72855464159812,PASS: no recorded transport/parser/cache error,0,0,0,0,140,567054465b03a4962cc200e621942e29d48bb54abe83db9d4b31bfef38819870,DELTA\Zero_load\N=2\M0_M1,{}
20260901_201006,2026-09-01T20:10:06.921281+01:00,2026-09-01,before_2026-09-05,DELTA,200,2,M0+M2,zero_load,directory_and_metadata,Zero load,single_run_no_repeat_label,30.0036452000204,2699584,6005,6005,6005,12010,12010,0,6005,0,200.14234803696175,0,{},True,60.38900915903413,449.5560366361365,449.5560366361365,200.14234803696175,200.14234803696175,200.14234803696175,89975.20074654678,0.7198016059723742,60,11950,0.004995836802664446,58.282175732217574,13.842166201164698,58.0,35.0,82.0,0.0,60.38900915903413,PASS: no recorded transport/parser/cache error,0,0,0,0,235,2f18f4eff508406fe9949fabeaa4d5c465627d22c30b80a69008e22ac7091f52,DELTA\Zero_load\N=2\M0_M2,{}
20260901_201106,2026-09-01T20:11:06.880253+01:00,2026-09-01,before_2026-09-05,DELTA,200,2,M0+M3,zero_load,directory_and_metadata,Zero load,single_run_no_repeat_label,30.000769800011767,1865320,5988,5988,5988,11976,11976,0,5988,0,199.59487839534208,0,{},True,25.877421509686044,311.5096860387442,311.5096860387442,199.59487839534208,199.59487839534208,199.59487839534208,62175.73790387433,0.49740590323099465,60,11916,0.00501002004008016,23.590802282645182,16.68943749586386,18.0,4.0,51.0,0.0031050688150386038,25.877421509686044,PASS: no recorded transport/parser/cache error,0,0,0,0,276,bc43c8e220813d0e361e0ad235dd12afb1b14c6ac6d8b263647fef3ecad59e6c,DELTA\Zero_load\N=2\M0_M3,{}
20260901_202827,2026-09-01T20:28:27.960900+01:00,2026-09-01,before_2026-09-05,DELTA,200,2,M1+M2,zero_load,directory_and_metadata,Zero load,single_run_no_repeat_label,30.001323499978753,2429032,6007,6007,6007,12014,12014,0,6007,0,200.2245000959459,0,{},True,49.09172631929415,404.3669052771766,404.3669052771766,200.2245000959459,200.2245000959459,200.2245000959459,80964.1614644674,0.6477132917157392,60,11954,0.00499417346429166,46.9288940940271,18.222817265629654,42.0,23.0,78.0,0.0,49.09172631929415,PASS: no recorded transport/parser/cache error,0,0,0,0,70,8e6f347a83abc6868717b1d10fecd261c3eb5335696648b2e4a990e80b3b7246,DELTA\Zero_load\N=2\M1_M2,{}
20260901_202930,2026-09-01T20:29:30.561423+01:00,2026-09-01,before_2026-09-05,DELTA,200,2,M1+M3,zero_load,directory_and_metadata,Zero load,single_run_no_repeat_label,30.004759700008435,2051792,5989,5989,5989,11978,11978,0,5989,0,199.6016651984157,0,{},True,33.64835531808315,342.5934212723326,342.5934212723326,199.6016651984157,199.6016651984157,199.6016651984157,68382.21737197993,0.5470577389758394,60,11918,0.005009183503088996,31.401241819097162,9.516324646243593,31.0,18.0,47.0,0.0,33.64835531808315,PASS: no recorded transport/parser/cache error,0,0,0,0,234,a9aeb3d087b64fd1abc84f6210a6e5cf4b3cb718297131fe3c940ecbede61af2,DELTA\Zero_load\N=2\M1_M3,{}
20260901_203045,2026-09-01T20:30:45.529454+01:00,2026-09-01,before_2026-09-05,DELTA,200,2,M2+M3,zero_load,directory_and_metadata,Zero load,single_run_no_repeat_label,30.001555299997563,2141366,5990,5990,5990,11980,11980,0,5990,0,199.65631581774986,0,{},True,37.372537562604336,357.49015025041734,357.49015025041734,199.65631581774986,199.65631581774986,199.65631581774986,71375.16634013217,0.5710013307210574,60,11920,0.005008347245409015,35.14454697986577,15.884656460515545,32.0,16.0,63.0,0.0,37.372537562604336,PASS: no recorded transport/parser/cache error,0,0,0,0,332,3db85a27eeca1aa9b757b151b6a03020c5e19fefaa437b8630140288a8ea3c70,DELTA\Zero_load\N=2\M2_M3,{}
20260901_203359,2026-09-01T20:33:59.102455+01:00,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M2,zero_load,directory_and_metadata,Zero load,single_run_no_repeat_label,30.002275100006955,4075416,6005,6005,6005,18015,18015,0,6005,0,200.15148784495372,0,{},True,64.4450735498196,678.6704412989176,678.6704412989176,200.15148784495372,200.15148784495372,200.15148784495372,135836.89858236967,1.0866951886589573,90,17925,0.004995836802664446,62.35860529986053,19.096283799697186,61.0,33.0,94.0,0.0,64.4450735498196,PASS: no recorded transport/parser/cache error,0,0,0,0,500,6a9e6eb91d239ea50ba7aee27cae7e6edf8a04edcb864877c51af901aa7cdf73,DELTA\Zero_load\N=3\M0_M1_M2,{}
20260901_204308,2026-09-01T20:43:08.179625+01:00,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,directory_and_metadata,Zero load,Repeat_1,30.009566699998686,3682416,5990,5990,5990,17970,17970,0,5990,0,199.60301526113878,0,{},True,53.79343350027824,614.7606010016694,614.7606010016694,199.60301526113878,199.60301526113878,199.60301526113878,122708.06962368308,0.9816645569894646,87,17883,0.004841402337228714,51.71995750153777,17.31644543203008,51.0,26.0,81.0,0.0,53.79343350027824,CHECK REQUIRED: one or more transport/parser/cache counters are non-zero,1,0,0,0,588,4cc7f86fb5f6b23e32e9586876b1182eaa7b834b43b0db933ef4c1209ccc4584,DELTA\Zero_load\N=3\M0_M1_M3\Repeat_1,"{""requested_vs_observed_algorithm"": 1}"
20260905_191210,2026-09-05T19:12:10.316198+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,directory_and_metadata,Zero load,Repeat_2,30.000350000002072,3714776,6004,6004,6004,18012,18012,0,6004,0,200.13099847167067,0,{},True,54.45280923828558,618.7168554297135,618.7168554297135,200.13099847167067,200.13099847167067,200.13099847167067,123824.42204840088,0.9905953763872071,90,17922,0.004996668887408394,52.315812967302755,28.078002151328604,56.0,13.0,94.0,0.0,54.45280923828558,PASS: no recorded transport/parser/cache error,0,0,0,0,385,1bce6cfe95c52ea65edc6ff7d6005d57233b8c7190ec15dc17c4df25012a792e,DELTA\Zero_load\N=3\M0_M1_M3\Repeat_2,"{""requested_vs_observed_algorithm"": 1}"
20260905_191244,2026-09-05T19:12:44.963476+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,directory_and_metadata,Zero load,Repeat_3,30.00085450000188,3674522,6004,6004,6004,18012,18012,0,6004,0,200.12763303123995,0,{},True,53.33538751943149,612.012325116589,612.012325116589,200.12763303123995,200.12763303123995,200.12763303123995,122480.57801152863,0.979844624092229,90,17922,0.004996668887408394,51.19277982368039,27.65663908759589,55.0,12.0,92.95000000000073,0.0,53.33538751943149,PASS: no recorded transport/parser/cache error,0,0,0,0,189,f2df05493851cb1954c116ee791ccca8e95e3ba0adc284f30769cf6faeed2ff9,DELTA\Zero_load\N=3\M0_M1_M3\Repeat_3,"{""requested_vs_observed_algorithm"": 1}"
20260905_191317,2026-09-05T19:13:17.409814+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,directory_and_metadata,Zero load,Repeat_4,30.002913499993156,3681154,6003,6003,6003,18009,18009,0,6003,0,200.08056884213494,0,{},True,53.536509523016264,613.2190571380976,613.2190571380976,200.08056884213494,200.08056884213494,200.08056884213494,122693.21777702821,0.9815457422162257,90,17919,0.004997501249375313,51.39455326748144,27.470380894036932,56.0,12.0,92.0,0.0,53.536509523016264,PASS: no recorded transport/parser/cache error,0,0,0,0,307,e56306576d7598ec904383ce4f9bb6a8de642c39492fcd4559a24296847694e0,DELTA\Zero_load\N=3\M0_M1_M3\Repeat_4,"{""requested_vs_observed_algorithm"": 1}"
20260901_205014,2026-09-01T20:50:14.379672+01:00,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_1,30.00730970001314,3685076,5987,5987,5987,17961,17961,0,5987,0,199.51805276290327,0,{},True,53.918824118924334,615.5129447135461,615.5129447135461,199.51805276290327,199.51805276290327,199.51805276290327,122805.94417960724,0.9824475534368579,90,17871,0.005010856856522465,51.773040120866206,24.33607173715837,46.0,21.0,100.0,0.0,53.91882411892435,CHECK REQUIRED: one or more transport/parser/cache counters are non-zero,1,0,0,0,188,7670634e7d5faafb7c086578184eb52fea41999ef67284ced13b24f8d35b2acb,DELTA\Zero_load\N=3\M0_M2_M3\Repeat_1,"{""requested_vs_observed_algorithm"": 1}"
20260905_191433,2026-09-05T19:14:33.190543+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_2,30.00187449999794,3947754,6004,6004,6004,18012,18012,0,6004,0,200.12082911687443,0,{},True,60.920108816344666,657.520652898068,657.520652898068,200.12082911687443,200.12082911687443,200.12082911687443,131583.57821942997,1.0526686257554398,90,17922,0.004996668887408394,58.81558977792657,21.645005857065417,62.0,12.0,91.0,0.004519584867760294,60.920108816344666,PASS: no recorded transport/parser/cache error,0,0,0,0,515,647a1096e0ee062ab72142beeb851f03c25d7b67eeb5fff9cbd4161f1388299b,DELTA\Zero_load\N=3\M0_M2_M3\Repeat_2,"{""requested_vs_observed_algorithm"": 1}"
20260905_191504,2026-09-05T19:15:04.667307+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_3,30.003665500000352,4086846,6003,6003,6003,18009,18009,0,6003,0,200.07555410187896,0,{},True,64.80009995002499,680.80059970015,680.80059970015,200.07555410187896,200.07555410187896,200.07555410187896,136211.55721789898,1.089692457743192,90,17919,0.004997501249375313,62.714716223003514,23.75512625052332,65.0,11.0,99.0,0.0026787209107651095,64.800099950025,PASS: no recorded transport/parser/cache error,0,0,0,0,218,4a3209ae0fb1150d3f8ca31a0ce677705858404094a451fc166d00077fcc9fa1,DELTA\Zero_load\N=3\M0_M2_M3\Repeat_3,"{""requested_vs_observed_algorithm"": 1}"
20260905_191537,2026-09-05T19:15:37.660842+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_4,30.001773399999365,4031434,6005,6005,6005,18015,18015,0,6005,0,200.1548348472003,0,{},True,63.22436858173744,671.3462114904246,671.3462114904246,200.1548348472003,200.1548348472003,200.1548348472003,134373.19008615956,1.0749855206892764,90,17925,0.004995836802664446,61.13177126917713,22.551097727551017,64.0,12.0,95.0,0.002677824267782427,63.22436858173744,PASS: no recorded transport/parser/cache error,0,0,0,0,221,125608090a164f312b0c181e59064486388aa92d49690420cd50cb63010766cf,DELTA\Zero_load\N=3\M0_M2_M3\Repeat_4,"{""requested_vs_observed_algorithm"": 1}"
20260901_204633,2026-09-01T20:46:33.707160+01:00,2026-09-01,before_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_1,30.00024379999377,3562136,5989,5989,5989,17967,17967,0,5989,0,199.63171099300345,0,{},True,50.46329381644125,594.7797628986475,594.7797628986475,199.63171099300345,199.63171099300345,199.63171099300345,118736.90173146993,0.9498952138517595,90,17877,0.005009183503088996,48.300833473177825,18.534288131091863,47.0,22.0,79.0,0.0,50.46329381644125,CHECK REQUIRED: one or more transport/parser/cache counters are non-zero,1,0,0,0,266,41844620bc845991c149abca7f3681fe8994c0ff4809ca24edbf57716fdc6695,DELTA\Zero_load\N=3\M1_M2_M3\Repeat_1,"{""requested_vs_observed_algorithm"": 1}"
20260905_191911,2026-09-05T19:19:11.674437+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_2,30.003733200006536,3441428,6007,6007,6007,18021,18021,0,6007,0,200.2084193975799,0,{},True,46.81715776039066,572.9029465623439,572.9029465623439,200.2084193975799,200.2084193975799,200.2084193975799,114699.99339946304,0.9175999471957044,90,17931,0.00499417346429166,44.64290892867102,26.026676818002315,45.0,10.0,84.0,0.0021750041827003513,46.81715776039066,PASS: no recorded transport/parser/cache error,0,0,0,0,320,08e6ad6be4a83eeb92aad01a15199bae7a23a4817019f76659b1174f6e1308d1,DELTA\Zero_load\N=3\M1_M2_M3\Repeat_2,"{""requested_vs_observed_algorithm"": 1}"
20260905_191946,2026-09-05T19:19:46.632219+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_3,30.00653459999012,3440312,6007,6007,6007,18021,18021,0,6007,0,200.18972800684483,0,{},True,46.78619388491205,572.7171633094723,572.7171633094723,200.18972800684483,200.18972800684483,200.18972800684483,114652.09314777498,0.9172167451821999,90,17931,0.00499417346429166,44.611789638057,25.991771291588975,45.0,10.0,84.0,0.0025653895488260553,46.78619388491205,PASS: no recorded transport/parser/cache error,0,0,0,0,329,07dd5b18fc6f2901b7d1f790afce81ad8559c9168d08eaabbd16e763636f5e88,DELTA\Zero_load\N=3\M1_M2_M3\Repeat_3,"{""requested_vs_observed_algorithm"": 1}"
20260905_192018,2026-09-05T19:20:18.909721+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,directory_and_metadata,Zero load,Repeat_4,30.005977000007988,3446886,6004,6004,6004,18012,18012,0,6004,0,200.0934680446633,0,{},True,47.01637797024206,574.0982678214524,574.0982678214524,200.0934680446633,200.0934680446633,200.0934680446633,114873.31340682833,0.9189865072546266,90,17922,0.004996668887408394,44.84203771900457,25.84802938694553,45.0,11.0,84.0,0.0016181229773462784,47.01637797024206,PASS: no recorded transport/parser/cache error,0,0,0,0,143,dc8ce35a1656203e3b0175ca128fe290d62b4cfe7effb0b14681be2217aa35a0,DELTA\Zero_load\N=3\M1_M2_M3\Repeat_4,"{""requested_vs_observed_algorithm"": 1}"
20260901_205141,2026-09-01T20:51:41.204058+01:00,2026-09-01,before_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,directory_and_metadata,Zero load,R1,30.001173500000732,5906366,5991,5991,5991,23964,23964,0,5991,0,199.69218870721352,0,{},True,76.23414288098814,985.8731430479052,985.8731430479052,199.69218870721352,199.69218870721352,199.69218870721352,196871.165722896,1.574969325783168,119,23845,0.0049657820063428474,74.2191235059761,28.567297815770328,79.0,26.0,115.0,0.0,76.23414288098814,CHECK REQUIRED: one or more transport/parser/cache counters are non-zero,1,0,0,0,374,410d63d67576cbd38d0b2dad7a6b08be19da0f7234cbc8bfc2f918ae4276656b,DELTA\Zero_load\N=4\M0_M1_M2_M3\R1,"{""requested_vs_observed_algorithm"": 1}"
20260905_184520,2026-09-05T18:45:20.431932+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,directory_and_metadata,Zero load,R2,30.0083253000048,6304768,5903,5903,5903,23606,23612,6,5898,5,196.545456670288,80,"{""M0:0x80"": 1, ""M3:0x87"": 3, ""M3:0x81"": 2}",False,86.53867660764212,1068.0616635609013,1068.0616635609013,196.7120770981197,196.7120770981197,196.7120770981197,210100.628307938,1.680805026463504,140,23466,0.005930695585868,84.191255433393,36.09841329137949,75.0,38.0,154.0,0.0,86.50770794511266,PASS: no recorded transport/parser/cache error,0,0,0,0,164,4537143f153760bfc57b16e7f164ab3ad62f67ed5276c97c6f1dc80b70b0a6af,DELTA\Zero_load\N=4\M0_M1_M2_M3\R2,"{""requested_vs_observed_algorithm"": 1}"
20260905_184604,2026-09-05T18:46:04.452457+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,directory_and_metadata,Zero load,R3,30.000348200002918,6070272,6004,6004,6004,24016,24016,0,6004,0,200.13101047938557,0,{},True,79.37974683544304,1011.0379746835443,1011.0379746835443,200.13101047938557,200.13101047938557,200.13101047938557,202340.05150644918,1.6187204120515934,120,23896,0.004996668887408394,77.36792768664212,39.53010700360208,62.0,31.0,155.0,0.0,79.37974683544304,PASS: no recorded transport/parser/cache error,0,0,0,0,560,fdb6ac63bca09042c557f7cc9b3c5e3b8e49a3301d74acbb78a9d6df903c856a,DELTA\Zero_load\N=4\M0_M1_M2_M3\R3,"{""requested_vs_observed_algorithm"": 1}"
20260905_185602,2026-09-05T18:56:02.783765+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,directory_and_metadata,Zero load,R4,30.001199699996505,5976740,6006,6006,6006,24024,24024,0,6006,0,200.1919943221704,0,{},True,77.39102564102564,995.1282051282051,995.1282051282051,200.1919943221704,200.1919943221704,200.1919943221704,199216.69999085725,1.593733599926858,120,23904,0.004995004995004995,75.36989625167335,38.697336161895166,60.0,31.0,151.0,0.0,77.39102564102564,PASS: no recorded transport/parser/cache error,0,0,0,0,752,1c36639af965ad0d97e3f9955bae63852f13a7cc1cdd52191aa63cbd096d5917,DELTA\Zero_load\N=4\M0_M1_M2_M3\R4,"{""requested_vs_observed_algorithm"": 1}"
20260905_185647,2026-09-05T18:56:47.923096+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,directory_and_metadata,Zero load,R5,30.001499899997725,6056304,6005,6005,6005,24020,24020,0,6005,0,200.15665950089567,0,{},True,79.06794338051624,1008.5435470441299,1008.5435470441299,200.15665950089567,200.15665950089567,200.15665950089567,201866.70733753746,1.6149336587002996,120,23900,0.004995836802664446,77.05489539748955,39.16057597054347,61.0,32.0,154.0,0.0,79.06794338051624,PASS: no recorded transport/parser/cache error,0,0,0,0,616,d6ef0a4657468a60eb44dc235d1a35d5f6a786526b0a874a472fb19a4c97fd5e,DELTA\Zero_load\N=4\M0_M1_M2_M3\R5,"{""requested_vs_observed_algorithm"": 1}"
20260905_185720,2026-09-05T18:57:20.028774+01:00,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,directory_and_metadata,Zero load,R6,30.00345419999212,6341732,6005,6005,6005,24020,24020,0,6005,0,200.14362213006717,0,{},True,85.00940882597835,1056.0752706078267,1056.0752706078267,200.14362213006717,200.14362213006717,200.14362213006717,211366.72990144134,1.6909338392115307,120,23900,0.004995836802664446,83.02619246861924,40.52744594252201,70.0,35.0,161.0,0.0,85.00940882597834,PASS: no recorded transport/parser/cache error,0,0,0,0,508,8496b83ef12c9dbec4673595fe810968d9f75190ebf81e401a5035657cc6c11b,DELTA\Zero_load\N=4\M0_M1_M2_M3\R6,"{""requested_vs_observed_algorithm"": 1}"
20260901_184454,2026-09-01T18:44:54.147993+01:00,2026-09-01,before_2026-09-05,FULL,100,1,M0,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.003766699985135,3254168,3002,3002,3002,3002,3002,0,3002,0,100.0541042069057,0,{},True,,1084.0,1084.0,100.0541042069057,100.0541042069057,100.0541042069057,108458.64896028578,0.8676691916822862,3002,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,be731c2d104b8e1c6cbeedd619cc9771e3a669483195f67302fecf5e4114a7f2,FULL\N=1\100Hz\M0,"{""experiment_log_run_id_missing"": 1}"
20260901_184609,2026-09-01T18:46:09.614987+01:00,2026-09-01,before_2026-09-05,FULL,100,1,M1,load_not_recorded,metadata_or_missing,,single_run_no_repeat_label,30.00968560000183,3259588,3007,3007,3007,3007,3007,0,3007,0,100.20098311192626,0,{},True,,1084.0,1084.0,100.20098311192626,100.20098311192626,100.20098311192626,108617.86569332806,0.8689429255466244,3007,0,1.0,,,,,,,,PASS: no recorded transport/parser/cache error,0,0,0,0,0,76d6e430892c1bddd2c98ab383a3401b571850a2990a661eb28a8bbe87a55232,FULL\N=1\100Hz\M1,"{""experiment_log_run_id_missing"": 1}"
