run_id,date,date_bucket,mode,target_Hz,N,modules,load,repeat_label,module_id,ESKF_count,ESKD_count,q_ESKF,module_update_rate_Hz,unupdated_packets_for_this_module,K_n,K_mean,K_sd_population,K_p05,K_p25,K_median,K_p75,K_p95,K_min,K_max,K_zero_fraction,K_FSR1_mean,K_FSR2_mean,ESKF_interval_count,ESKF_interval_mean_s,ESKF_interval_min_s,ESKF_interval_max_s,flags_counts,base_link_discontinuities,break_events_after_anchor,unapplied_after_anchor,initial_unanchored_delta_frames,full_trigger_reason
20260901_202930,2026-09-01,before_2026-09-05,DELTA,200,2,M1+M3,zero_load,single_run_no_repeat_label,M3,30,5959,0.005009183503088996,199.6016651984157,0,5959,31.47860379258265,9.495770796936394,18.0,23.0,31.0,39.0,47.0,11,69,0.0,20.533143144822958,10.945460647759692,29,1.0018801724137931,0.9966480000000001,1.0065589999999993,"{""0x33"": 5989}",0,0,0,133,not_identifiable_from_recorded_frame_type
20260901_203045,2026-09-01,before_2026-09-05,DELTA,200,2,M2+M3,zero_load,single_run_no_repeat_label,M2,30,5960,0.005008347245409015,199.65631581774986,0,5960,42.89479865771812,17.666366628675807,16.0,24.0,49.0,58.0,66.0,9,81,0.0,34.38942953020134,8.50536912751678,29,1.002040620689655,0.9915969999999987,1.0133250000000018,"{""0x33"": 5990}",0,0,0,161,not_identifiable_from_recorded_frame_type
20260901_203045,2026-09-01,before_2026-09-05,DELTA,200,2,M2+M3,zero_load,single_run_no_repeat_label,M3,30,5960,0.005008347245409015,199.65631581774986,0,5960,27.394295302013422,8.509483517717165,15.0,20.0,26.0,35.0,41.0,9,59,0.0,16.865436241610738,10.528859060402684,29,1.002480379310345,0.9963799999999985,1.015739,"{""0x33"": 5990}",0,0,0,171,not_identifiable_from_recorded_frame_type
20260901_203359,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M2,zero_load,single_run_no_repeat_label,M0,30,5975,0.004995836802664446,200.15148784495372,0,5975,49.520167364016736,10.656393133529784,32.0,42.0,49.0,57.0,67.0,15,91,0.0,37.5618410041841,11.958326359832636,29,0.9993538275862069,0.9874369999999999,1.0120190000000022,"{""0x33"": 6005}",0,0,0,169,not_identifiable_from_recorded_frame_type
20260901_203359,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M2,zero_load,single_run_no_repeat_label,M1,30,5975,0.004995836802664446,200.15148784495372,0,5975,71.75715481171548,12.985879886389373,52.0,63.0,71.0,80.0,94.0,22,127,0.0,28.717489539748954,43.03966527196653,29,0.9994921034482758,0.9924509999999991,1.0051109999999994,"{""0x33"": 6005}",0,0,0,163,not_identifiable_from_recorded_frame_type
20260901_203359,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M2,zero_load,single_run_no_repeat_label,M2,30,5975,0.004995836802664446,200.15148784495372,0,5975,65.79849372384938,23.384210910502507,29.0,43.0,71.0,86.0,98.0,15,119,0.0,39.67866108786611,26.119832635983265,29,0.9995121379310345,0.9848959999999991,1.0143110000000028,"{""0x33"": 6005}",0,0,0,168,not_identifiable_from_recorded_frame_type
20260901_204308,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_1,M0,29,5961,0.004841402337228714,199.60301526113878,0,5961,51.2437510484818,12.623786204847832,31.0,43.0,51.0,60.0,73.0,12,100,0.0,39.253480959570545,11.990270088911256,28,1.0018825357142858,0.9909540000000003,1.0127409999999992,"{""0x33"": 5990}",0,0,0,197,not_identifiable_from_recorded_frame_type
20260901_204308,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_1,M1,29,5961,0.004841402337228714,199.60301526113878,0,5961,67.96510652575071,12.14578131356948,49.0,60.0,67.0,75.0,88.0,27,130,0.0,27.331488005368225,40.633618520382484,28,1.0015666428571428,0.9926519999999996,1.0135430000000003,"{""0x33"": 5990}",0,0,0,194,not_identifiable_from_recorded_frame_type
20260901_204308,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_1,M3,29,5961,0.004841402337228714,199.60301526113878,0,5961,35.95101493038081,8.93905342423911,23.0,29.0,35.0,43.0,51.0,14,63,0.0,23.973662137225297,11.97735279315551,28,1.0018825357142858,0.9909540000000003,1.0127409999999992,"{""0x33"": 5990}",0,0,0,197,not_identifiable_from_recorded_frame_type
20260905_191210,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_2,M0,30,5974,0.004996668887408394,200.13099847167067,0,5974,77.85018413123535,15.265603600814384,52.0,67.0,79.0,89.0,102.0,28,131,0.0,54.807666555071975,23.042517576163373,29,0.9993605172413793,0.9938459999999996,1.0034740000000006,"{""0x33"": 6004}",0,0,0,149,not_identifiable_from_recorded_frame_type
20260905_191210,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_2,M1,30,5974,0.004996668887408394,200.13099847167067,0,5974,18.116002678272515,5.148621596389824,10.0,14.25,18.0,21.0,27.0,3,42,0.0,5.221459658520255,12.894543019752259,29,0.99941,0.9920310000000008,1.00666,"{""0x33"": 6004}",0,0,0,90,not_identifiable_from_recorded_frame_type
20260905_191210,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_2,M3,30,5974,0.004996668887408394,200.13099847167067,0,5974,60.9812520924004,14.451805666287104,38.0,49.0,61.0,72.0,84.0,24,109,0.0,18.429527954469368,42.55172413793103,29,0.9993801379310345,0.9948659999999998,1.004519,"{""0x33"": 6004}",0,0,0,146,not_identifiable_from_recorded_frame_type
20260905_191244,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_3,M0,30,5974,0.004996668887408394,200.12763303123995,0,5974,74.64094409106127,15.96593516052027,48.0,63.0,75.0,86.0,100.0,28,133,0.0,51.564613324405755,23.076330766655506,29,0.9996531379310345,0.9933489999999994,1.0037170000000017,"{""0x33"": 6004}",0,0,0,17,not_identifiable_from_recorded_frame_type
20260905_191244,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_3,M1,30,5974,0.004996668887408394,200.12763303123995,0,5974,17.41981921660529,5.026696280321923,10.0,14.0,17.0,21.0,26.0,2,40,0.0,4.946267157683295,12.473552058921996,29,0.9992961034482759,0.9902680000000004,1.009017,"{""0x33"": 6004}",0,0,0,158,not_identifiable_from_recorded_frame_type
20260905_191244,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_3,M3,30,5974,0.004996668887408394,200.12763303123995,0,5974,61.51757616337462,14.746511475151799,38.0,50.0,62.0,73.0,85.0,21,126,0.0,18.36709072648142,43.150485436893206,29,0.9996163103448276,0.9942819999999983,1.0037390000000004,"{""0x33"": 6004}",0,0,0,14,not_identifiable_from_recorded_frame_type
20260905_191317,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_4,M0,30,5973,0.004997501249375313,200.08056884213494,0,5973,74.2869579775657,16.128492476072285,48.0,63.0,75.0,86.0,100.0,25,130,0.0,51.18617110329817,23.100786874267538,29,0.9998484137931035,0.9907520000000005,1.006449,"{""0x33"": 6003}",0,0,0,123,not_identifiable_from_recorded_frame_type
20260905_191317,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_4,M1,30,5973,0.004997501249375313,200.08056884213494,0,5973,17.881801439812488,5.437321527833161,9.0,14.0,18.0,22.0,27.0,2,41,0.0,5.08371002846141,12.79809141135108,29,0.9995720344827587,0.9911080000000005,1.0083020000000005,"{""0x33"": 6003}",0,0,0,64,not_identifiable_from_recorded_frame_type
20260905_191317,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M1+M3,zero_load,Repeat_4,M3,30,5973,0.004997501249375313,200.08056884213494,0,5973,62.014900385066134,14.636059683925964,39.0,51.0,62.0,73.0,85.0,25,120,0.0,19.09727105307216,42.91762933199397,29,0.9996025172413794,0.9933709999999998,1.0048180000000002,"{""0x33"": 6003}",0,0,0,120,not_identifiable_from_recorded_frame_type
20260901_205014,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_1,M0,30,5957,0.005010856856522465,199.51805276290327,0,5957,48.88148396844049,11.780676652927273,30.0,41.0,49.0,57.0,69.0,10,93,0.0,37.74785966090314,11.133624307537351,29,1.0020810689655173,0.9951509999999999,1.0109269999999988,"{""0x33"": 5987}",0,0,0,125,not_identifiable_from_recorded_frame_type
20260901_205014,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_1,M2,30,5957,0.005010856856522465,199.51805276290327,0,5957,76.26640926640927,21.999428504847668,42.0,56.0,80.0,94.0,108.0,21,152,0.0,41.17324156454591,35.09316770186335,29,1.0020906206896552,0.9962689999999981,1.0071080000000023,"{""0x33"": 5987}",0,0,0,30,not_identifiable_from_recorded_frame_type
20260901_205014,2026-09-01,before_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_1,M3,30,5957,0.005010856856522465,199.51805276290327,0,5957,30.171227127748868,8.89097363484679,18.0,23.0,29.0,37.0,45.0,8,61,0.0,20.049857310726875,10.121369817021991,29,1.00167,0.9916470000000002,1.0089450000000006,"{""0x33"": 5987}",0,0,0,33,not_identifiable_from_recorded_frame_type
20260905_191433,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_2,M0,30,5974,0.004996668887408394,200.12082911687443,0,5974,73.04201540006696,16.424689164499146,47.0,61.0,73.0,85.0,100.0,26,138,0.0,50.41011047874121,22.631904921325745,29,0.9997403103448276,0.9906210000000009,1.0087149999999987,"{""0x33"": 6004}",0,0,0,163,not_identifiable_from_recorded_frame_type
20260905_191433,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_2,M2,30,5974,0.004996668887408394,200.12082911687443,0,5974,46.564445932373616,24.247767934426744,3.0,23.0,58.0,66.0,74.0,0,85,0.013558754603280885,36.57666555071979,9.987780381653833,29,0.999639448275862,0.994802,1.004651,"{""0x33"": 6004}",0,0,0,195,not_identifiable_from_recorded_frame_type
20260905_191433,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_2,M3,30,5974,0.004996668887408394,200.12082911687443,0,5974,56.84030800133914,13.835126385447971,34.0,46.0,58.0,67.0,79.0,19,102,0.0,18.141278875125543,38.699029126213595,29,0.9996127586206897,0.9938529999999997,1.0076889999999992,"{""0x33"": 6004}",0,0,0,157,not_identifiable_from_recorded_frame_type
20260905_191504,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_3,M0,30,5973,0.004997501249375313,200.07555410187896,0,5973,80.18918466432278,17.018687699440946,53.0,68.0,80.0,92.0,108.0,33,145,0.0,56.02310396785535,24.166080696467436,29,0.999602275862069,0.9949239999999993,1.004347000000001,"{""0x33"": 6003}",0,0,0,64,not_identifiable_from_recorded_frame_type
20260905_191504,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_3,M2,30,5973,0.004997501249375313,200.07555410187896,0,5973,45.711702661978904,24.261865761934168,3.0,22.0,58.0,65.0,72.0,0,82,0.00803616273229533,35.91428093085552,9.79742173112339,29,0.9996290000000001,0.989727000000002,1.0054470000000002,"{""0x33"": 6003}",0,0,0,96,not_identifiable_from_recorded_frame_type
20260905_191504,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_3,M3,30,5973,0.004997501249375313,200.07555410187896,0,5973,62.243261342708855,14.831130135848937,39.0,50.0,62.0,73.0,87.0,23,113,0.0,20.674535409342038,41.56872593336682,29,0.9996490689655173,0.996186999999999,1.0041820000000001,"{""0x33"": 6003}",0,0,0,58,not_identifiable_from_recorded_frame_type
20260905_191537,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_4,M0,30,5975,0.004995836802664446,200.1548348472003,0,5975,76.45188284518828,16.508437889742826,50.0,64.0,77.0,89.0,103.0,30,131,0.0,52.81121338912134,23.640669456066945,29,0.9997987586206897,0.9907379999999999,1.008442,"{""0x33"": 6005}",0,0,0,65,not_identifiable_from_recorded_frame_type
20260905_191537,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_4,M2,30,5975,0.004995836802664446,200.1548348472003,0,5975,45.88485355648535,23.862145155498258,5.0,23.0,57.0,65.0,73.0,0,83,0.008033472803347281,36.051380753138076,9.83347280334728,29,0.999786724137931,0.9917850000000001,1.0050260000000009,"{""0x33"": 6005}",0,0,0,97,not_identifiable_from_recorded_frame_type
20260905_191537,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M0+M2+M3,zero_load,Repeat_4,M3,30,5975,0.004995836802664446,200.1548348472003,0,5975,61.05857740585774,14.715497184616355,39.0,49.0,61.0,72.0,85.0,24,110,0.0,19.26142259414226,41.79715481171548,29,0.9995637931034483,0.9934410000000007,1.0082449999999996,"{""0x33"": 6005}",0,0,0,59,not_identifiable_from_recorded_frame_type
20260901_204633,2026-09-01,before_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_1,M1,30,5959,0.005009183503088996,199.63171099300345,0,5959,66.52005370028529,12.274311666957253,47.0,59.0,66.0,75.0,87.0,22,114,0.0,27.372713542540694,39.14734015774459,29,1.0018559310344828,0.9927140000000012,1.0126310000000025,"{""0x33"": 5989}",0,0,0,125,not_identifiable_from_recorded_frame_type
20260901_204633,2026-09-01,before_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_1,M2,30,5959,0.005009183503088996,199.63171099300345,0,5959,44.166303070985066,15.671425859313056,21.0,30.0,45.0,57.0,68.0,13,89,0.0,27.03238798456117,17.133915086423897,29,1.002051827586207,0.9951390000000018,1.0083389999999994,"{""0x33"": 5989}",0,0,0,15,not_identifiable_from_recorded_frame_type
20260901_204633,2026-09-01,before_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_1,M3,30,5959,0.005009183503088996,199.63171099300345,0,5959,34.216143648263134,9.321715476396818,20.0,27.0,33.0,41.0,50.0,10,66,0.0,23.155395200537004,11.060748447726128,29,1.0018346896551724,0.9927419999999998,1.0115040000000004,"{""0x33"": 5989}",0,0,0,126,not_identifiable_from_recorded_frame_type
20260905_191911,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_2,M1,30,5977,0.00499417346429166,200.2084193975799,0,5977,19.41325079471307,5.258187056913327,11.0,16.0,19.0,23.0,28.0,2,39,0.0,4.144554124142546,15.26869667057052,29,0.9995419655172414,0.9927259999999993,1.0082689999999999,"{""0x33"": 6007}",0,0,0,78,not_identifiable_from_recorded_frame_type
20260905_191911,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_2,M2,30,5977,0.00499417346429166,200.2084193975799,0,5977,51.39083152082985,27.463724283291832,4.0,24.0,62.0,73.0,85.0,0,96,0.006525012548101054,41.403714237912,9.987117282917852,29,0.9994665172413794,0.992341999999999,1.0054090000000002,"{""0x33"": 6007}",0,0,0,121,not_identifiable_from_recorded_frame_type
20260905_191911,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_2,M3,30,5977,0.00499417346429166,200.2084193975799,0,5977,63.12464447047014,15.053716432459263,40.0,51.0,63.0,74.0,87.0,24,114,0.0,20.069265517818305,43.05537895265183,29,0.9994665172413794,0.992341999999999,1.0054090000000002,"{""0x33"": 6007}",0,0,0,121,not_identifiable_from_recorded_frame_type
20260905_191946,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_3,M1,30,5977,0.00499417346429166,200.18972800684483,0,5977,19.54425296971725,5.301303817605323,11.0,16.0,19.0,23.0,29.0,1,42,0.0,4.194746528358708,15.34950644135854,29,0.9992475172413793,0.992636000000001,1.0045859999999998,"{""0x33"": 6007}",0,0,0,81,not_identifiable_from_recorded_frame_type
20260905_191946,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_3,M2,30,5977,0.00499417346429166,200.18972800684483,0,5977,51.4428643132006,27.660144797155194,4.0,24.0,62.0,74.0,85.0,0,96,0.007696168646478166,41.44102392504601,10.001840388154593,29,0.9995621034482759,0.99343,1.0079540000000016,"{""0x33"": 6007}",0,0,0,124,not_identifiable_from_recorded_frame_type
20260905_191946,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_3,M3,30,5977,0.00499417346429166,200.18972800684483,0,5977,62.848251631253135,15.030488029050318,39.0,51.0,63.0,74.0,87.0,17,121,0.0,19.773464948971057,43.07478668228208,29,0.9995621034482759,0.99343,1.0079540000000016,"{""0x33"": 6007}",0,0,0,124,not_identifiable_from_recorded_frame_type
20260905_192018,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_4,M1,30,5974,0.004996668887408394,200.0934680446633,0,5974,19.946099765651155,5.32632231734798,12.0,16.0,20.0,23.0,29.0,3,44,0.0,4.463508536993639,15.482591228657515,29,0.9993316896551724,0.9879340000000001,1.0102579999999999,"{""0x33"": 6004}",0,0,0,19,not_identifiable_from_recorded_frame_type
20260905_192018,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_4,M2,30,5974,0.004996668887408394,200.0934680446633,0,5974,51.67425510545698,27.556917087180103,4.0,24.0,62.0,74.0,85.0,0,99,0.0048543689320388345,41.720957482423835,9.953297623033144,29,0.9994028275862068,0.9930059999999998,1.0052400000000001,"{""0x33"": 6004}",0,0,0,62,not_identifiable_from_recorded_frame_type
20260905_192018,2026-09-05,yesterday_2026-09-05,DELTA,200,3,M1+M2+M3,zero_load,Repeat_4,M3,30,5974,0.004996668887408394,200.0934680446633,0,5974,62.90575828590559,14.960733908306542,39.0,51.0,63.0,74.0,87.0,20,112,0.0,20.01606963508537,42.88968865082022,29,0.9994028275862068,0.9930059999999998,1.0052400000000001,"{""0x33"": 6004}",0,0,0,62,not_identifiable_from_recorded_frame_type
20260901_205141,2026-09-01,before_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R1,M0,30,5961,0.005007511266900351,199.69218870721352,0,5961,79.29726555946989,15.026874351121899,55.0,69.0,79.0,89.0,105.0,26,136,0.0,61.33886931722865,17.958396242241236,29,1.002019103448276,0.9909459999999992,1.014996,"{""0x33"": 5991}",0,0,0,59,not_identifiable_from_recorded_frame_type
20260901_205141,2026-09-01,before_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R1,M1,29,5962,0.004840594224670339,199.69218870721352,0,5962,96.23532371687354,13.154877239018136,75.0,88.0,96.0,105.0,118.0,46,144,0.0,39.71251257967125,56.52281113720228,28,1.0017539642857143,0.9924879999999998,1.0104659999999992,"{""0x33"": 5991}",0,0,0,195,not_identifiable_from_recorded_frame_type
20260901_205141,2026-09-01,before_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R1,M2,30,5961,0.005007511266900351,199.69218870721352,0,5961,86.30783425599732,24.19068867513823,48.0,64.0,90.0,106.0,121.0,32,157,0.0,43.157523905385005,43.150310350612315,29,1.002019103448276,0.9909459999999992,1.014996,"{""0x33"": 5991}",0,0,0,59,not_identifiable_from_recorded_frame_type
20260901_205141,2026-09-01,before_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R1,M3,30,5961,0.005007511266900351,199.69218870721352,0,5961,35.03237711793323,9.386308825067687,21.0,27.0,35.0,42.0,51.0,12,67,0.0,24.215232343566516,10.817144774366717,29,1.001716896551724,0.9822539999999993,1.0219769999999997,"{""0x33"": 5991}",0,0,0,61,not_identifiable_from_recorded_frame_type
20260905_184520,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R2,M0,35,5867,0.005930193154862758,196.67875301255336,1,5867,133.32657235384355,23.609639603718936,94.0,117.0,134.0,150.0,172.0,59,209,0.0,91.16499062553264,42.16158172831089,34,0.8689630294117647,0.0012299999999996203,1.1122610000000002,"{""0x33"": 5902}",0,0,0,41,not_identifiable_from_recorded_frame_type
20260905_184520,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R2,M1,36,5867,0.006098593935287142,196.7120770981197,0,5867,63.27867734787796,15.261067495553458,41.0,52.0,62.0,73.0,90.0,18,135,0.0,30.252428839270497,33.026248508607466,35,0.8441355142857143,0.0012299999999996203,1.0965849999999993,"{""0x33"": 5903}",0,0,0,41,not_identifiable_from_recorded_frame_type
20260905_184520,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R2,M2,36,5867,0.006098593935287142,196.7120770981197,0,5867,77.04704278166014,29.921336035119065,26.0,51.0,84.0,99.0,121.0,11,164,0.0,53.84455428668826,23.202488494971877,35,0.8441355142857143,0.0012299999999996203,1.0965849999999993,"{""0x33"": 5903}",0,0,0,41,not_identifiable_from_recorded_frame_type
20260905_184520,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R2,M3,33,5865,0.005595116988809766,196.545456670288,5,5865,63.105541346973574,13.389780365182622,42.0,54.0,62.0,72.0,87.0,22,129,0.0,63.0768968456948,0.02864450127877238,32,0.92327321875,0.0012299999999996203,1.1122610000000002,"{""0x33"": 5898}",0,0,0,41,not_identifiable_from_recorded_frame_type
20260905_184604,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R3,M0,30,5974,0.004996668887408394,200.13101047938557,0,5974,137.51556745898895,20.244885330040784,104.0,123.0,138.0,151.0,171.0,75,219,0.0,93.87897556076331,43.636591898225646,29,0.9996641379310345,0.9943360000000001,1.0088660000000012,"{""0x33"": 6004}",0,0,0,140,not_identifiable_from_recorded_frame_type
20260905_184604,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R3,M1,30,5974,0.004996668887408394,200.13101047938557,0,5974,52.949949782390355,9.904769481631272,37.0,46.0,53.0,59.0,70.0,22,95,0.0,25.006360897221292,27.943588885169067,29,0.9996641379310345,0.9943360000000001,1.0088660000000012,"{""0x33"": 6004}",0,0,0,140,not_identifiable_from_recorded_frame_type
20260905_184604,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R3,M2,30,5974,0.004996668887408394,200.13101047938557,0,5974,64.7502510880482,27.131816799893212,19.0,39.0,74.0,87.0,98.34999999999945,7,122,0.0,47.012052226314026,17.73819886173418,29,0.9996641379310345,0.9943360000000001,1.0088660000000012,"{""0x33"": 6004}",0,0,0,140,not_identifiable_from_recorded_frame_type
20260905_184604,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R3,M3,30,5974,0.004996668887408394,200.13101047938557,0,5974,54.25594241714094,9.95370657244476,38.0,47.0,54.0,61.0,71.0,23,96,0.0,54.21928356210245,0.036658855038500165,29,0.9996641379310345,0.9943360000000001,1.0088660000000012,"{""0x33"": 6004}",0,0,0,140,not_identifiable_from_recorded_frame_type
20260905_185602,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R4,M0,30,5976,0.004995004995004995,200.1919943221704,0,5976,134.01572958500668,19.72636827508972,101.0,120.0,134.0,148.0,165.0,68,200,0.0,91.1248326639893,42.8908969210174,29,0.9992279310344828,0.9944590000000026,1.0044349999999973,"{""0x33"": 6006}",0,0,0,188,not_identifiable_from_recorded_frame_type
20260905_185602,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R4,M1,30,5976,0.004995004995004995,200.1919943221704,0,5976,49.56475903614458,9.314784873762783,35.0,43.0,49.0,56.0,65.0,18,84,0.0,21.68524096385542,27.879518072289155,29,0.9992279310344828,0.9944590000000026,1.0044349999999973,"{""0x33"": 6006}",0,0,0,188,not_identifiable_from_recorded_frame_type
20260905_185602,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R4,M2,30,5976,0.004995004995004995,200.1919943221704,0,5976,64.38621151271754,26.56405528978075,20.0,39.0,74.0,87.0,97.0,9,122,0.0,46.769076305220885,17.617135207496652,29,0.9992279310344828,0.9944590000000026,1.0044349999999973,"{""0x33"": 6006}",0,0,0,188,not_identifiable_from_recorded_frame_type
20260905_185602,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R4,M3,30,5976,0.004995004995004995,200.1919943221704,0,5976,53.512884872824635,10.23632244344276,38.0,46.0,53.0,60.0,71.0,21,104,0.0,53.48878848728246,0.024096385542168676,29,0.9992279310344828,0.9944590000000026,1.0044349999999973,"{""0x33"": 6006}",0,0,0,188,not_identifiable_from_recorded_frame_type
20260905_185647,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R5,M0,30,5975,0.004995836802664446,200.15665950089567,0,5975,136.0836820083682,20.238346133645436,103.0,122.0,136.0,150.0,169.0,68,199,0.0,92.71481171548118,43.36887029288703,29,0.9993459655172414,0.9925039999999967,1.0076510000000027,"{""0x33"": 6005}",0,0,0,154,not_identifiable_from_recorded_frame_type
20260905_185647,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R5,M1,30,5975,0.004995836802664446,200.15665950089567,0,5975,51.7834309623431,10.325057951474207,36.0,45.0,51.0,58.0,70.0,21,103,0.0,23.500753138075314,28.282677824267783,29,0.9993459655172414,0.9925039999999967,1.0076510000000027,"{""0x33"": 6005}",0,0,0,154,not_identifiable_from_recorded_frame_type
20260905_185647,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R5,M2,30,5975,0.004995836802664446,200.15665950089567,0,5975,66.84485355648536,27.207164879760143,21.0,41.0,76.0,89.0,102.0,9,129,0.0,47.99832635983264,18.84652719665272,29,0.9993459655172414,0.9925039999999967,1.0076510000000027,"{""0x33"": 6005}",0,0,0,154,not_identifiable_from_recorded_frame_type
20260905_185647,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R5,M3,30,5975,0.004995836802664446,200.15665950089567,0,5975,53.50761506276151,9.798551711910617,38.0,47.0,53.0,60.0,70.0,21,96,0.0,53.48284518828452,0.024769874476987447,29,0.9993459655172414,0.9925039999999967,1.0076510000000027,"{""0x33"": 6005}",0,0,0,154,not_identifiable_from_recorded_frame_type
20260905_185720,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R6,M0,30,5975,0.004995836802664446,200.14362213006717,0,5975,142.1052719665272,21.87309454771771,107.0,127.0,142.0,157.0,178.0,75,221,0.0,97.88887029288703,44.21640167364017,29,0.9992586551724137,0.9908360000000016,1.0079139999999995,"{""0x33"": 6005}",0,0,0,127,not_identifiable_from_recorded_frame_type
20260905_185720,2026-09-05,yesterday_2026-09-05,DELTA,200,4,M0+M1+M2+M3,zero_load,R6,M1,30,5975,0.004995836802664446,200.14362213006717,0,5975,62.92284518828452,20.716526387043533,37.0,48.0,57.0,75.0,104.0,20,151,0.0,31.507112970711297,31.415732217573222,29,0.9992586551724137,0.9908360000000016,1.0079139999999995,"{""0x33"": 6005}",0,0,0,127,not_identifiable_from_recorded_frame_type
