modules,N,target_hz,condition,temporal_repeat_n,recorded_repeat_n,eligible_repeat_n,review_required_n,batch_n,recorded_batch_n,batch_id,statistics_scope,statistics_basis,primary_matrix_selected_n,statistic_run_ids,review_required_run_ids,repeat_interpretation,rate_Hz_mean,rate_Hz_sample_sd,packet_Mbit_s_mean,packet_Mbit_s_sample_sd,raw_arrival_Mbit_s_mean,raw_arrival_Mbit_s_sample_sd,Lmean_B_mean,Lmean_B_sample_sd,main_packets_total,main_window_seconds_total,mode,rate_Hz_known_n,Lmean_B_known_n,packet_Mbit_s_known_n,raw_arrival_Mbit_s_known_n,K_ESKD_mean,K_ESKD_sample_sd,K_ESKD_known_n,q_ESKF_mean,q_ESKF_sample_sd,q_ESKF_known_n,q_ESKF_pct_mean,q_ESKF_pct_sample_sd,q_ESKF_pct_known_n,K_effective_mean,K_effective_sample_sd,K_effective_known_n,load_layers
M1,1,200,large_area,3,3,0,3,1,1,BATCH_b85c7425a5b149dabf8cd9a9dcb33094,,DIAGNOSTIC ONLY: three windows with independent inner-sequence CHECK; original recorder PASS preserved,0,20260907_040621_371357;20260907_040701_400114;20260907_040741_429011,20260907_040621_371357;20260907_040701_400114;20260907_040741_429011,temporal windows; not independent setup blocks,199.1811235452601,0.7978790519651874,0.43382033600445635,0.019034337173993453,0.43382051377957964,0.019034186821077943,272.2346549559542,11.242027034181996,17927,90.00349930001539,DELTA,3,3,3,3,70.66840539625063,5.597339939209194,3,0.008426274879758843,0.001711900385697005,3,0.8426274879758843,0.1711900385697005,3,74.1173274779771,5.621013517090998,3,both
